ID,ProfessionTraitID,LabelID
6262,2685,1455
6263,2685,1474
6264,2685,1521
6265,2685,1454
6266,2685,1470
6267,2685,1453
6268,2685,1472
6269,2692,1455
6270,2692,1474
6271,2692,1521
6272,2692,1454
6273,2692,1470
6274,2692,1453
6275,2692,1472
6276,2693,1455
6277,2693,1474
6278,2693,1521
6279,2693,1454
6280,2693,1470
6281,2693,1453
6282,2693,1472
6283,2694,1455
6284,2694,1474
6285,2694,1521
6286,2694,1454
6287,2694,1470
6288,2694,1453
6289,2694,1472
6290,2695,1455
6291,2695,1474
6292,2695,1521
6293,2695,1454
6294,2695,1470
6295,2695,1453
6296,2695,1472
6297,2696,1455
6298,2696,1474
6299,2696,1521
6300,2696,1454
6301,2696,1470
6302,2696,1453
6303,2696,1472
6304,2697,1455
6305,2697,1474
6306,2697,1521
6307,2697,1454
6308,2697,1470
6309,2697,1453
6310,2697,1472
6311,2698,1482
6312,2699,1482
6313,2700,1482
6314,2701,1482
6315,2702,1482
6316,2703,1482
6317,2704,1482
6318,2705,1482
6319,2706,1482
6320,2707,1482
6321,2708,1482
6322,2709,1482
6323,2710,1482
6324,2711,1482
6325,2712,1482
6326,2713,1482
6327,2714,1482
6328,2715,1482
6329,2716,1482
6330,2717,1482
6331,2718,1482
6332,2719,1482
6333,2720,1482
6334,2721,1452
6335,2721,1473
6336,2721,1475
6337,2721,1451
6338,2721,1450
6339,2721,1471
6340,2722,1452
6341,2722,1473
6342,2722,1475
6343,2722,1451
6344,2722,1450
6345,2722,1471
6346,2723,1452
6347,2723,1473
6348,2723,1475
6349,2723,1451
6350,2723,1450
6351,2723,1471
6352,2724,1452
6353,2724,1473
6354,2724,1475
6355,2724,1451
6356,2724,1450
6357,2724,1471
6358,2725,1452
6359,2725,1473
6360,2725,1475
6361,2725,1451
6362,2725,1450
6363,2725,1471
6364,2726,1452
6365,2726,1473
6366,2726,1475
6367,2726,1451
6368,2726,1450
6369,2726,1471
6370,2727,1452
6371,2727,1473
6372,2727,1475
6373,2727,1451
6374,2727,1450
6375,2727,1471
6376,2728,1452
6377,2728,1473
6378,2728,1475
6379,2728,1451
6380,2728,1450
6381,2728,1471
6382,2729,1451
6383,2730,1451
6384,2731,1451
6385,2732,1451
6386,2733,1451
6387,2734,1451
6388,2735,1451
6389,2736,1451
6390,2737,1452
6391,2738,1452
6392,2739,1452
6393,2740,1452
6394,2741,1452
6395,2742,1452
6396,2743,1452
6397,2744,1452
6398,2745,1452
6399,2745,1473
6400,2745,1475
6401,2745,1451
6402,2745,1450
6403,2745,1471
6404,2746,1452
6405,2746,1473
6406,2746,1475
6407,2746,1451
6408,2746,1450
6409,2746,1471
6410,2747,1452
6411,2747,1473
6412,2747,1475
6413,2747,1451
6414,2747,1450
6415,2747,1471
6416,2748,1452
6417,2748,1473
6418,2748,1475
6419,2748,1451
6420,2748,1450
6421,2748,1471
6422,2749,1452
6423,2749,1473
6424,2749,1475
6425,2749,1451
6426,2749,1450
6427,2749,1471
6428,2750,1452
6429,2750,1473
6430,2750,1475
6431,2750,1451
6432,2750,1450
6433,2750,1471
6434,2751,1452
6435,2751,1473
6436,2751,1475
6437,2751,1451
6438,2751,1450
6439,2751,1471
6440,2752,1650
6441,2753,1650
6442,2754,1650
6443,2755,1650
6444,2756,1650
6445,2757,1650
6446,2758,1452
6447,2758,1473
6448,2758,1475
6449,2758,1451
6450,2758,1450
6451,2758,1471
6452,2759,1452
6453,2759,1473
6454,2759,1475
6455,2759,1451
6456,2759,1450
6457,2759,1471
6458,2760,1452
6459,2760,1473
6460,2760,1475
6461,2760,1451
6462,2760,1450
6463,2760,1471
6464,2761,1452
6465,2761,1473
6466,2761,1475
6467,2761,1451
6468,2761,1450
6469,2761,1471
6470,2762,1452
6471,2762,1473
6472,2762,1475
6473,2762,1451
6474,2762,1450
6475,2762,1471
6476,2763,1452
6477,2763,1473
6478,2763,1475
6479,2763,1451
6480,2763,1450
6481,2763,1471
6482,2764,1531
6483,2765,1531
6484,2767,1531
6485,2769,1531
6486,2771,1531
6487,2773,1531
6488,2775,1531
6489,2776,1457
6490,2777,1457
6491,2778,1457
6492,2779,1457
6493,2780,1457
6494,2781,1457
6495,2782,1458
6496,2783,1458
6497,2784,1458
6498,2785,1458
6499,2786,1458
6500,2787,1458
6501,2788,1458
6502,2789,1458
6503,2790,1458
6504,2791,1458
6505,2792,1459
6506,2793,1459
6507,2794,1459
6508,2795,1459
6509,2796,1459
6510,2797,1459
6511,2798,1459
6512,2799,1459
6513,2800,1531
6514,2801,1531
6515,2802,1531
6516,2803,1531
6517,2804,1531
6518,2805,1531
6519,2806,1531
6520,2807,1531
6521,2808,1531
6522,2809,1531
6523,2810,1531
6524,2811,1531
6525,2812,1531
6526,2813,1531
6527,2814,1531
6528,2815,1531
6529,2816,1485
6530,2816,1487
6531,2816,1490
6532,2816,1492
6533,2816,1489
6534,2816,1488
6535,2816,1494
6536,2816,1495
6537,2816,1496
6538,2817,1485
6539,2817,1487
6540,2817,1490
6541,2817,1492
6542,2817,1489
6543,2817,1488
6544,2817,1494
6545,2817,1495
6546,2817,1496
6547,2818,1485
6548,2818,1487
6549,2818,1490
6550,2818,1492
6551,2818,1489
6552,2818,1488
6553,2818,1494
6554,2818,1495
6555,2818,1496
6556,2819,1485
6557,2819,1487
6558,2819,1490
6559,2819,1492
6560,2819,1489
6561,2819,1488
6562,2819,1494
6563,2819,1495
6564,2819,1496
6565,2820,1485
6566,2820,1487
6567,2820,1490
6568,2820,1492
6569,2820,1489
6570,2820,1488
6571,2820,1494
6572,2820,1495
6573,2820,1496
6574,2821,1485
6575,2821,1487
6576,2821,1490
6577,2821,1492
6578,2821,1489
6579,2821,1488
6580,2821,1494
6581,2821,1495
6582,2821,1496
6583,2822,1485
6584,2822,1487
6585,2822,1490
6586,2822,1492
6587,2822,1489
6588,2822,1488
6589,2822,1494
6590,2822,1495
6591,2822,1496
6592,2823,1485
6593,2823,1487
6594,2823,1490
6595,2823,1492
6596,2823,1489
6597,2823,1488
6598,2823,1494
6599,2823,1495
6600,2823,1496
6601,2824,1485
6602,2824,1487
6603,2824,1490
6604,2825,1485
6605,2825,1487
6606,2825,1490
6607,2826,1485
6608,2826,1487
6609,2826,1490
6610,2827,1485
6611,2827,1487
6612,2827,1490
6613,2828,1485
6614,2828,1487
6615,2828,1490
6616,2829,1485
6617,2829,1487
6618,2829,1490
6619,2830,1485
6620,2830,1487
6621,2830,1490
6622,2831,1485
6623,2831,1487
6624,2831,1490
6625,2832,1487
6626,2833,1487
6627,2834,1487
6628,2835,1487
6629,2836,1487
6630,2837,1487
6631,2838,1487
6632,2839,1487
6633,2840,1490
6634,2841,1490
6635,2842,1490
6636,2843,1490
6637,2844,1490
6638,2845,1490
6639,2846,1490
6640,2847,1490
6641,2848,1485
6642,2849,1485
6643,2850,1485
6644,2851,1485
6645,2852,1485
6646,2853,1485
6647,2854,1485
6648,2855,1485
6649,2856,1492
6650,2856,1489
6651,2856,1488
6652,2857,1492
6653,2857,1489
6654,2857,1488
6655,2858,1492
6656,2858,1489
6657,2858,1488
6658,2859,1492
6659,2859,1489
6660,2859,1488
6661,2860,1492
6662,2860,1489
6663,2860,1488
6664,2861,1492
6665,2861,1489
6666,2861,1488
6667,2862,1492
6668,2862,1489
6669,2862,1488
6670,2863,1492
6671,2863,1489
6672,2863,1488
6673,2864,1492
6674,2865,1492
6675,2866,1492
6676,2867,1492
6677,2868,1492
6678,2869,1492
6679,2870,1492
6680,2871,1492
6681,2872,1489
6682,2873,1489
6683,2874,1489
6684,2875,1489
6685,2876,1489
6686,2877,1489
6687,2878,1489
6688,2879,1489
6689,2880,1488
6690,2881,1488
6691,2882,1488
6692,2883,1488
6693,2884,1488
6694,2885,1488
6695,2886,1488
6696,2887,1488
6697,2888,1494
6698,2888,1495
6699,2888,1496
6700,2889,1494
6701,2889,1495
6702,2889,1496
6703,2890,1494
6704,2890,1495
6705,2890,1496
6706,2891,1494
6707,2891,1495
6708,2891,1496
6709,2892,1494
6710,2892,1495
6711,2892,1496
6712,2893,1494
6713,2893,1495
6714,2893,1496
6715,2894,1494
6716,2894,1495
6717,2894,1496
6718,2895,1494
6719,2895,1495
6720,2895,1496
6721,2896,1494
6722,2897,1494
6723,2898,1494
6724,2899,1494
6725,2900,1494
6726,2901,1494
6727,2902,1494
6728,2903,1494
6729,2904,1495
6730,2905,1495
6731,2906,1495
6732,2907,1495
6733,2908,1495
6734,2909,1495
6735,2910,1495
6736,2911,1495
6737,2912,1496
6738,2913,1496
6739,2914,1496
6740,2915,1496
6741,2916,1496
6742,2917,1496
6743,2918,1496
6744,2919,1496
6745,2920,1565
6746,2921,1565
6747,2922,1565
6748,2923,1565
6749,2924,1565
6750,2925,1565
6751,2926,1565
6752,2927,1565
6753,2928,1565
6754,2929,1565
6755,2930,1565
6756,2931,1565
6757,2932,1565
6758,2933,1565
6759,2934,1565
6760,2935,1565
6761,2936,1565
6762,2937,1565
6763,2938,1565
6764,2939,1565
6765,2940,1565
6766,2941,1565
6767,2942,1565
6768,2943,1565
6769,2944,1566
6770,2944,1567
6771,2944,1568
6772,2944,1569
6773,2944,1570
6774,2944,1571
6775,2944,1572
6776,2944,1573
6777,2945,1566
6778,2945,1567
6779,2945,1568
6780,2945,1569
6781,2945,1570
6782,2945,1571
6783,2945,1572
6784,2945,1573
6785,2946,1566
6786,2946,1567
6787,2946,1568
6788,2946,1569
6789,2946,1570
6790,2946,1571
6791,2946,1572
6792,2946,1573
6793,2947,1566
6794,2947,1567
6795,2947,1568
6796,2947,1569
6797,2947,1570
6798,2947,1571
6799,2947,1572
6800,2947,1573
6801,2948,1566
6802,2948,1567
6803,2948,1568
6804,2948,1569
6805,2948,1570
6806,2948,1571
6807,2948,1572
6808,2948,1573
6809,2949,1566
6810,2949,1567
6811,2949,1568
6812,2949,1569
6813,2949,1570
6814,2949,1571
6815,2949,1572
6816,2949,1573
6817,2950,1566
6818,2950,1567
6819,2950,1568
6820,2950,1569
6821,2950,1570
6822,2950,1571
6823,2950,1572
6824,2950,1573
6825,2951,1566
6826,2951,1567
6827,2951,1568
6828,2951,1569
6829,2951,1570
6830,2951,1571
6831,2951,1572
6832,2951,1573
6833,2952,1569
6834,2952,1571
6835,2952,1572
6836,2952,1573
6837,2953,1569
6838,2953,1571
6839,2953,1572
6840,2953,1573
6841,2954,1569
6842,2954,1571
6843,2954,1572
6844,2954,1573
6845,2955,1569
6846,2955,1571
6847,2955,1572
6848,2955,1573
6849,2956,1569
6850,2956,1571
6851,2956,1572
6852,2956,1573
6853,2957,1569
6854,2957,1571
6855,2957,1572
6856,2957,1573
6857,2958,1569
6858,2958,1571
6859,2958,1572
6860,2958,1573
6861,2959,1569
6862,2959,1571
6863,2959,1572
6864,2959,1573
6865,2960,1569
6866,2961,1569
6867,2962,1569
6868,2963,1569
6869,2964,1569
6870,2965,1569
6871,2966,1571
6872,2967,1571
6873,2968,1571
6874,2969,1571
6875,2970,1571
6876,2971,1571
6877,2972,1572
6878,2973,1572
6879,2974,1572
6880,2975,1572
6881,2976,1572
6882,2977,1572
6883,2978,1573
6884,2979,1573
6885,2980,1573
6886,2981,1573
6887,2982,1573
6888,2983,1573
6889,2984,1568
6890,2984,1566
6891,2984,1567
6892,2984,1570
6893,2985,1568
6894,2985,1566
6895,2985,1567
6896,2985,1570
6897,2986,1568
6898,2986,1566
6899,2986,1567
6900,2986,1570
6901,2987,1568
6902,2987,1566
6903,2987,1567
6904,2987,1570
6905,2988,1568
6906,2988,1566
6907,2988,1567
6908,2988,1570
6909,2989,1568
6910,2989,1566
6911,2989,1567
6912,2989,1570
6913,2990,1568
6914,2990,1566
6915,2990,1567
6916,2990,1570
6917,2991,1568
6918,2991,1566
6919,2991,1567
6920,2991,1570
6921,2992,1568
6922,2993,1568
6923,2994,1568
6924,2995,1568
6925,2996,1568
6926,2997,1568
6927,2998,1566
6928,2999,1566
6929,3000,1566
6930,3001,1566
6931,3002,1566
6932,3003,1566
6933,3004,1567
6934,3005,1567
6935,3006,1567
6936,3007,1567
6937,3008,1567
6938,3009,1567
6939,3010,1570
6940,3011,1570
6941,3012,1570
6942,3013,1570
6943,3014,1570
6944,3015,1570
6945,3016,1589
6946,3016,1590
6947,3016,1591
6948,3016,1592
6949,3016,1593
6950,3016,1594
6951,3016,1595
6952,3016,1596
6953,3017,1589
6954,3017,1590
6955,3017,1591
6956,3017,1592
6957,3017,1593
6958,3017,1594
6959,3017,1595
6960,3017,1596
6961,3018,1589
6962,3018,1590
6963,3018,1591
6964,3018,1592
6965,3018,1593
6966,3018,1594
6967,3018,1595
6968,3018,1596
6969,3019,1589
6970,3019,1590
6971,3019,1591
6972,3019,1592
6973,3019,1593
6974,3019,1594
6975,3019,1595
6976,3019,1596
6977,3020,1589
6978,3020,1590
6979,3020,1591
6980,3020,1592
6981,3020,1593
6982,3020,1594
6983,3020,1595
6984,3020,1596
6985,3021,1589
6986,3021,1590
6987,3021,1591
6988,3021,1592
6989,3021,1593
6990,3021,1594
6991,3021,1595
6992,3021,1596
6993,3022,1589
6994,3022,1590
6995,3022,1591
6996,3022,1592
6997,3022,1593
6998,3022,1594
6999,3022,1595
7000,3022,1596
7001,3023,1589
7002,3023,1590
7003,3023,1591
7004,3023,1592
7005,3023,1593
7006,3023,1594
7007,3023,1595
7008,3023,1596
7009,3024,1593
7010,3024,1594
7011,3024,1591
7012,3024,1589
7013,3025,1593
7014,3025,1594
7015,3025,1591
7016,3025,1589
7017,3026,1593
7018,3026,1594
7019,3026,1591
7020,3026,1589
7021,3027,1593
7022,3027,1594
7023,3027,1591
7024,3027,1589
7025,3028,1593
7026,3028,1594
7027,3028,1591
7028,3028,1589
7029,3029,1593
7030,3029,1594
7031,3029,1591
7032,3029,1589
7033,3030,1593
7034,3030,1594
7035,3030,1591
7036,3030,1589
7037,3031,1593
7038,3031,1594
7039,3031,1591
7040,3031,1589
7041,3032,1593
7042,3033,1593
7043,3034,1593
7044,3035,1593
7045,3036,1593
7046,3037,1593
7047,3038,1594
7048,3039,1594
7049,3040,1594
7050,3041,1594
7051,3042,1594
7052,3043,1594
7053,3044,1591
7054,3045,1591
7055,3046,1591
7056,3047,1591
7057,3048,1591
7058,3049,1591
7059,3050,1589
7060,3051,1589
7061,3052,1589
7062,3053,1589
7063,3054,1589
7064,3055,1589
7065,3056,1596
7066,3056,1592
7067,3056,1590
7068,3056,1595
7069,3057,1596
7070,3057,1592
7071,3057,1590
7072,3057,1595
7073,3058,1596
7074,3058,1592
7075,3058,1590
7076,3058,1595
7077,3059,1596
7078,3059,1592
7079,3059,1590
7080,3059,1595
7081,3060,1596
7082,3060,1592
7083,3060,1590
7084,3060,1595
7085,3061,1596
7086,3061,1592
7087,3061,1590
7088,3061,1595
7089,3062,1596
7090,3062,1592
7091,3062,1590
7092,3062,1595
7093,3063,1596
7094,3063,1592
7095,3063,1590
7096,3063,1595
7097,3064,1596
7098,3065,1596
7099,3066,1596
7100,3067,1596
7101,3068,1596
7102,3069,1596
7103,3070,1592
7104,3071,1592
7105,3072,1592
7106,3073,1592
7107,3074,1592
7108,3075,1592
7109,3076,1590
7110,3077,1590
7111,3078,1590
7112,3079,1590
7113,3080,1590
7114,3081,1590
7115,3082,1595
7116,3083,1595
7117,3084,1595
7118,3085,1595
7119,3086,1595
7120,3087,1595
7187,3131,1485
7188,3131,1487
7189,3131,1490
7190,3131,1492
7191,3131,1489
7192,3131,1488
7193,3131,1494
7194,3131,1495
7195,3131,1496
7196,3132,1485
7197,3132,1487
7198,3132,1490
7199,3132,1492
7200,3132,1489
7201,3132,1488
7202,3132,1494
7203,3132,1495
7204,3132,1496
7205,3133,1485
7206,3133,1487
7207,3133,1490
7208,3133,1492
7209,3133,1489
7210,3133,1488
7211,3133,1494
7212,3133,1495
7213,3133,1496
7214,3134,1485
7215,3134,1487
7216,3134,1490
7217,3134,1492
7218,3134,1489
7219,3134,1488
7220,3134,1494
7221,3134,1495
7222,3134,1496
7223,3135,1485
7224,3135,1487
7225,3135,1490
7226,3135,1492
7227,3135,1489
7228,3135,1488
7229,3135,1494
7230,3135,1495
7231,3135,1496
7232,3136,1485
7233,3136,1487
7234,3136,1490
7235,3136,1492
7236,3136,1489
7237,3136,1488
7238,3136,1494
7239,3136,1495
7240,3136,1496
7241,3137,1485
7242,3137,1487
7243,3137,1490
7244,3137,1492
7245,3137,1489
7246,3137,1488
7247,3137,1494
7248,3137,1495
7249,3137,1496
7250,3138,1485
7251,3138,1487
7252,3138,1490
7253,3138,1492
7254,3138,1489
7255,3138,1488
7256,3138,1494
7257,3138,1495
7258,3138,1496
7259,3139,1485
7260,3139,1487
7261,3139,1490
7262,3140,1485
7263,3140,1487
7264,3140,1490
7265,3141,1485
7266,3141,1487
7267,3141,1490
7268,3142,1485
7269,3142,1487
7270,3142,1490
7271,3143,1485
7272,3143,1487
7273,3143,1490
7274,3144,1485
7275,3144,1487
7276,3144,1490
7277,3145,1485
7278,3145,1487
7279,3145,1490
7280,3146,1485
7281,3146,1487
7282,3146,1490
7283,3147,1487
7284,3148,1487
7285,3149,1487
7286,3150,1487
7287,3151,1487
7288,3152,1487
7289,3153,1487
7290,3154,1487
7291,3155,1490
7292,3156,1490
7293,3157,1490
7294,3158,1490
7295,3159,1490
7296,3160,1490
7297,3161,1490
7298,3162,1490
7299,3163,1485
7300,3164,1485
7301,3165,1485
7302,3166,1485
7303,3167,1485
7304,3168,1485
7305,3169,1485
7306,3170,1485
7307,3171,1492
7308,3171,1489
7309,3171,1488
7310,3172,1492
7311,3172,1489
7312,3172,1488
7313,3173,1492
7314,3173,1489
7315,3173,1488
7316,3174,1492
7317,3174,1489
7318,3174,1488
7319,3175,1492
7320,3175,1489
7321,3175,1488
7322,3176,1492
7323,3176,1489
7324,3176,1488
7325,3177,1492
7326,3177,1489
7327,3177,1488
7328,3178,1492
7329,3178,1489
7330,3178,1488
7331,3179,1492
7332,3180,1492
7333,3181,1492
7334,3182,1492
7335,3183,1492
7336,3184,1492
7337,3185,1492
7338,3186,1492
7339,3187,1489
7340,3188,1489
7341,3189,1489
7342,3190,1489
7343,3191,1489
7344,3192,1489
7345,3193,1489
7346,3194,1489
7347,3195,1488
7348,3196,1488
7349,3197,1488
7350,3198,1488
7351,3199,1488
7352,3200,1488
7353,3201,1488
7354,3202,1488
7355,3203,1494
7356,3203,1495
7357,3203,1496
7358,3204,1494
7359,3204,1495
7360,3204,1496
7361,3205,1494
7362,3205,1495
7363,3205,1496
7364,3206,1494
7365,3206,1495
7366,3206,1496
7367,3207,1494
7368,3207,1495
7369,3207,1496
7370,3208,1494
7371,3208,1495
7372,3208,1496
7373,3209,1494
7374,3209,1495
7375,3209,1496
7376,3210,1494
7377,3210,1495
7378,3210,1496
7379,3211,1494
7380,3212,1494
7381,3213,1494
7382,3214,1494
7383,3215,1494
7384,3216,1494
7385,3217,1494
7386,3218,1494
7387,3219,1495
7388,3220,1495
7389,3221,1495
7390,3222,1495
7391,3223,1495
7392,3224,1495
7393,3225,1495
7394,3226,1495
7395,3227,1496
7396,3228,1496
7397,3229,1496
7398,3230,1496
7399,3231,1496
7400,3232,1496
7401,3233,1496
7402,3234,1496
7469,3278,1485
7470,3278,1487
7471,3278,1490
7472,3278,1492
7473,3278,1489
7474,3278,1488
7475,3278,1494
7476,3278,1495
7477,3278,1496
7478,3279,1485
7479,3279,1487
7480,3279,1490
7481,3279,1492
7482,3279,1489
7483,3279,1488
7484,3279,1494
7485,3279,1495
7486,3279,1496
7487,3280,1485
7488,3280,1487
7489,3280,1490
7490,3280,1492
7491,3280,1489
7492,3280,1488
7493,3280,1494
7494,3280,1495
7495,3280,1496
7496,3281,1485
7497,3281,1487
7498,3281,1490
7499,3281,1492
7500,3281,1489
7501,3281,1488
7502,3281,1494
7503,3281,1495
7504,3281,1496
7505,3282,1485
7506,3282,1487
7507,3282,1490
7508,3282,1492
7509,3282,1489
7510,3282,1488
7511,3282,1494
7512,3282,1495
7513,3282,1496
7514,3283,1485
7515,3283,1487
7516,3283,1490
7517,3283,1492
7518,3283,1489
7519,3283,1488
7520,3283,1494
7521,3283,1495
7522,3283,1496
7523,3284,1485
7524,3284,1487
7525,3284,1490
7526,3284,1492
7527,3284,1489
7528,3284,1488
7529,3284,1494
7530,3284,1495
7531,3284,1496
7532,3285,1485
7533,3285,1487
7534,3285,1490
7535,3285,1492
7536,3285,1489
7537,3285,1488
7538,3285,1494
