ID,SpellID,Slot,ModifiedCraftingReagentSlotID,Field_9_0_1_35679_003
730,56554,0,50,0
731,56550,0,50,0
732,56556,0,50,0
733,56551,0,50,0
734,56552,0,50,0
735,59441,0,50,0
736,76447,0,50,0
737,76449,0,50,0
738,76450,0,50,0
739,99653,0,50,0
740,99654,0,50,0
741,99656,0,50,0
742,99658,0,50,0
743,99660,0,50,0
745,11643,0,31,0
751,3321,0,31,40
753,8368,0,31,0
754,10003,0,31,0
755,42662,0,31,0
756,3323,0,31,0
757,3324,0,31,0
758,3293,0,31,40
759,3325,0,31,0
760,36389,0,31,0
761,36125,0,31,40
762,36126,0,31,0
764,7817,0,31,0
765,3294,0,31,0
766,2666,0,31,0
767,2667,0,31,0
768,7408,0,31,0
769,2664,0,31,0
770,3292,0,31,0
771,3491,0,47,0
772,8366,0,47,0
774,2668,0,47,40
775,2740,0,47,0
776,3328,0,47,0
777,2741,0,47,0
778,2670,0,47,0
779,2671,0,47,40
780,6517,0,47,0
781,2742,0,47,0
782,2672,0,47,0
783,3330,0,47,0
784,3295,0,47,0
785,3296,0,47,0
787,29552,0,47,40
788,2673,0,47,0
789,3331,0,47,0
790,9985,0,47,0
791,3333,0,47,0
792,9986,0,47,0
793,6518,0,47,0
794,8367,0,47,0
795,2675,0,47,0
796,3334,0,47,0
797,29549,0,47,40
798,3336,0,48,0
799,3297,0,48,0
800,3506,0,48,0
801,3494,0,48,0
803,3504,0,48,0
804,3492,0,48,0
806,9811,0,48,0
807,46140,0,48,0
808,3501,0,48,0
810,3502,0,48,0
811,3507,0,48,0
812,3495,0,48,0
813,3505,0,48,0
814,3493,0,48,0
815,9813,0,48,0
816,3508,0,48,0
817,3496,0,48,0
818,9814,0,48,0
820,3513,0,48,0
821,3498,0,48,0
822,7223,0,48,0
823,9818,0,48,0
824,29557,0,48,40
825,3503,0,48,0
827,15972,0,48,0
828,3511,0,49,0
829,3515,0,49,0
830,3497,0,49,0
831,3500,0,49,0
832,10007,0,49,0
833,9916,0,49,0
834,9928,0,49,0
835,9952,0,49,0
836,9974,0,49,0
837,9935,0,49,0
838,36130,0,49,0
839,36131,0,49,40
840,9937,0,49,0
841,9993,0,49,0
842,9820,0,49,0
843,9926,0,49,0
844,9931,0,49,0
845,9933,0,49,0
846,9942,0,49,0
847,9945,0,49,0
848,9950,0,49,0
849,9980,0,49,0
850,9995,0,49,0
851,36133,0,49,40
852,36134,0,49,40
853,36135,0,49,40
854,36136,0,49,40
855,9957,0,49,0
856,9959,0,49,0
857,10005,0,49,0
858,9961,0,49,0
859,9966,0,49,0
860,9968,0,49,0
861,10013,0,49,0
862,36128,0,49,0
863,36129,0,49,0
864,9970,0,49,0
865,9997,0,49,0
866,9972,0,49,0
867,9979,0,49,0
868,9954,0,49,0
869,10001,0,49,0
870,10015,0,49,0
871,9987,0,50,0
872,15973,0,50,0
873,16642,0,50,0
874,29565,0,50,40
875,29571,0,50,40
876,10009,0,50,0
877,16643,0,50,0
878,10011,0,50,40
879,16648,0,50,0
881,16658,0,50,0
883,36124,0,50,0
884,29616,0,50,0
886,16647,0,50,0
887,16742,0,50,0
888,16960,0,50,0
889,16965,0,50,40
890,280671,0,48,0
891,253162,0,47,40
904,26403,0,31,0
905,26407,0,31,0
910,2389,0,31,0
911,3840,0,31,40
912,3914,0,31,40
913,7623,0,31,40
914,7624,0,31,40
916,2397,0,31,0
917,3841,0,31,0
918,7629,0,31,0
919,7630,0,31,0
920,2386,0,31,0
921,2395,0,31,0
922,3842,0,31,0
923,7633,0,31,0
924,12046,0,31,0
925,28208,0,31,0
926,55908,0,31,40
927,55904,0,31,40
929,75249,0,31,40
930,125529,0,31,40
931,168837,0,31,40
932,185925,0,31,40
933,185941,0,31,40
934,185945,0,31,40
935,257097,0,31,40
937,3845,0,31,0
938,28207,0,31,0
939,75256,0,31,40
940,125527,0,31,40
941,257096,0,31,40
942,2399,0,31,0
943,3843,0,31,0
944,28209,0,31,0
945,75252,0,31,40
946,125524,0,31,40
947,168839,0,31,40
948,257107,0,31,40
949,7636,0,31,0
950,55902,0,31,40
951,55906,0,31,40
952,75254,0,31,40
953,125530,0,31,40
954,168842,0,31,40
955,257104,0,31,40
956,2401,0,31,0
957,6521,0,31,0
958,12047,0,31,0
959,75248,0,31,40
960,125526,0,31,40
961,168838,0,31,40
962,168841,0,31,40
963,257103,0,31,40
964,3847,0,47,0
965,7639,0,47,0
966,55903,0,47,40
967,55907,0,47,40
968,75251,0,47,40
969,125528,0,47,40
970,168840,0,47,40
971,257102,0,47,40
972,2403,0,47,0
973,3844,0,47,0
974,28205,0,47,0
975,56031,0,47,40
976,75253,0,47,40
977,257099,0,47,40
978,3848,0,47,0
979,3850,0,47,0
980,75257,0,47,40
981,125523,0,47,40
982,168844,0,47,40
983,257095,0,47,40
984,7643,0,47,0
985,56030,0,47,40
986,134585,0,47,0
987,168843,0,47,40
988,185918,0,47,40
989,185934,0,47,40
990,185942,0,47,40
991,257101,0,47,40
992,3849,0,47,0
993,3855,0,47,0
994,63742,0,47,0
995,125525,0,47,40
996,168854,0,47,40
997,3851,0,47,0
998,3868,0,47,0
999,26764,0,47,40
1000,55911,0,47,40
1001,75266,0,47,40
1002,168845,0,47,40
1003,168846,0,47,40
1004,168847,0,47,40
1005,185919,0,47,40
1006,185935,0,47,40
1007,185943,0,47,40
1008,3852,0,47,0
1009,75259,0,47,40
1010,125535,0,47,0
1011,125543,0,47,0
1012,168853,0,47,40
1013,269599,0,47,0
1014,269600,0,47,0
1015,269601,0,47,0
1016,6690,0,47,0
1017,26765,0,47,40
1018,75260,0,47,40
1019,125534,0,47,0
1020,125542,0,47,0
1021,257114,0,47,0
1022,257115,0,47,0
1023,257116,0,47,0
1024,269596,0,47,0
1025,269597,0,47,0
1026,269598,0,47,0
1027,3856,0,47,0
1028,8778,0,47,0
1029,8758,0,47,0
1030,55913,0,47,40
1031,75262,0,47,40
1032,75267,0,47,40
1033,168852,0,47,40
1034,3854,0,47,0
1035,8780,0,47,0
1036,8760,0,47,0
1037,26772,0,47,40
1038,55910,0,47,40
1039,56014,0,47,40
1040,56015,0,47,40
1041,75258,0,47,40
1042,125533,0,47,0
1043,125541,0,47,0
1044,269605,0,47,0
1045,269606,0,47,0
1046,269607,0,47,0
1047,3859,0,48,0
1048,6692,0,48,0
1049,8782,0,48,0
1050,26771,0,48,40
1051,55924,0,48,40
1052,125536,0,48,40
1053,125544,0,48,40
1054,26770,0,48,40
1055,55914,0,48,40
1056,55921,0,48,40
1057,125531,0,48,0
1058,125539,0,48,0
1059,185921,0,48,40
1060,185937,0,48,40
1061,208353,0,48,40
1062,269611,0,48,0
1063,269612,0,48,0
1064,269613,0,48,0
1065,8762,0,48,0
1066,26773,0,48,0
1067,55920,0,48,40
1068,75261,0,48,40
1069,125538,0,48,0
1070,125546,0,48,0
1071,186097,0,48,40
1072,186100,0,48,40
1073,186091,0,48,40
1074,186094,0,48,40
1075,269602,0,48,0
1076,269603,0,48,0
1077,269604,0,48,0
1078,3857,0,48,0
1079,8784,0,48,0
1080,55901,0,48,40
1081,55923,0,48,40
1082,125537,0,48,0
1083,125545,0,48,0
1084,269608,0,48,0
1085,269609,0,48,0
1086,269610,0,48,0
1087,3858,0,48,0
1088,8764,0,48,0
1089,55922,0,48,40
1090,75263,0,48,40
1091,125532,0,48,0
1092,125540,0,48,0
1093,3860,0,48,0
1094,8766,0,48,0
1095,8786,0,48,0
1096,8772,0,48,0
1097,8791,0,48,0
1099,26775,0,48,0
1100,31434,0,48,0
1101,36672,0,48,0
1102,37882,0,48,0
1103,55919,0,48,40
1104,3863,0,48,0
1105,8789,0,48,0
1106,8774,0,48,0
1107,26774,0,48,0
1108,282175,0,48,0
1109,282176,0,48,0
1110,282177,0,48,0
1111,3861,0,48,0
1112,36669,0,48,0
1113,55943,0,48,0
1114,99448,0,48,0
1115,99449,0,48,0
1116,185924,0,48,40
1117,185940,0,48,40
1118,208352,0,48,40
1119,8770,0,48,0
1120,8793,0,48,0
1121,8795,0,48,0
1122,55925,0,48,0
1123,125548,0,48,0
1124,125550,0,48,0
1125,125559,0,48,0
1126,125561,0,48,0
1127,185922,0,48,40
1128,185938,0,48,40
1129,208351,0,48,40
1130,282204,0,48,0
1131,282275,0,48,0
1132,282276,0,48,0
1133,8797,0,48,0
1134,8799,0,48,0
1135,59586,0,48,0
1136,99459,0,48,0
1137,99460,0,48,0
1138,125547,0,48,0
1139,125549,0,48,0
1140,125558,0,48,0
1141,125560,0,48,0
1142,3862,0,49,0
1143,3864,0,49,0
1144,26776,0,49,0
1145,26782,0,49,0
1146,31435,0,49,0
1147,31437,0,49,0
1148,55941,0,49,0
1149,282191,0,49,0
1150,282192,0,49,0
1151,282193,0,49,0
1152,8802,0,49,0
1153,12048,0,49,0
1154,12049,0,49,0
1155,185920,0,49,40
1156,185936,0,49,40
1157,185944,0,49,40
1158,282194,0,49,0
1159,282195,0,49,0
1160,282196,0,49,0
1161,8804,0,49,0
1162,12050,0,49,0
1163,12052,0,49,0
1164,59589,0,49,0
1165,75299,0,49,0
1166,282164,0,49,0
1167,282165,0,49,0
1168,282166,0,49,0
1169,12053,0,49,0
1170,12055,0,49,0
1171,12056,0,49,0
1172,12059,0,49,0
1173,12060,0,49,0
1174,31438,0,49,0
1175,31440,0,49,0
1176,31441,0,49,0
1177,37873,0,49,0
1178,59585,0,49,0
1179,282168,0,49,0
1180,282169,0,49,0
1181,282170,0,49,0
1182,12062,0,49,0
1183,12063,0,49,0
1184,59584,0,49,0
1185,12066,0,49,0
1186,12067,0,49,0
1187,12068,0,49,0
1188,12070,0,49,0
1189,12071,0,49,0
1190,12069,0,49,0
1191,59582,0,49,0
1192,59583,0,49,0
1193,138597,0,49,40
1194,138598,0,49,40
1195,138599,0,49,40
1196,138600,0,49,40
1197,12072,0,49,0
1198,12073,0,49,0
1199,12074,0,49,0
1200,59588,0,49,0
1201,137907,0,49,40
1202,137908,0,49,40
1203,137918,0,49,40
1204,137919,0,49,40
1205,137920,0,49,40
1206,137936,0,49,40
1207,137937,0,49,40
1208,12076,0,49,0
1209,12078,0,49,0
1210,137909,0,49,40
1211,137910,0,49,40
1212,137911,0,49,40
1213,185923,0,49,40
1214,185939,0,49,40
1215,208350,0,49,40
1216,294832,0,49,0
1217,294833,0,49,0
1218,294834,0,49,0
1219,12081,0,49,0
1220,12082,0,49,0
1221,12083,0,49,0
1222,12084,0,49,0
1223,59587,0,49,0
1224,75301,0,49,0
1225,137925,0,49,40
1226,137930,0,49,40
1227,137935,0,49,40
1228,137942,0,49,40
1229,294841,0,49,0
1230,294842,0,49,0
1231,294843,0,49,0
1232,12086,0,49,0
1233,12087,0,49,0
1234,12088,0,49,0
1235,75298,0,49,0
1236,137915,0,49,40
1237,137916,0,49,40
1238,137917,0,49,40
1239,294835,0,49,0
1240,294836,0,49,0
1241,294837,0,49,0
1242,12090,0,50,0
1243,12092,0,50,0
1244,137921,0,50,40
1245,137924,0,50,40
1246,137926,0,50,40
1247,137929,0,50,40
1248,137931,0,50,40
1249,137934,0,50,40
1250,137938,0,50,40
1251,137941,0,50,40
1252,294829,0,50,0
1253,294830,0,50,0
1254,294831,0,50,0
1255,18402,0,50,0
1256,18404,0,50,0
1257,18403,0,50,0
1258,75300,0,50,0
1259,137912,0,50,40
1260,137913,0,50,40
1261,137914,0,50,40
1262,294844,0,50,0
1263,294845,0,50,0
1264,294846,0,50,0
1265,18407,0,50,0
1266,18406,0,50,0
1267,18411,0,50,0
1268,18408,0,50,0
1269,137922,0,50,40
1270,137927,0,50,40
1271,137932,0,50,40
1272,137939,0,50,40
1273,294838,0,50,0
1274,294839,0,50,0
1275,294840,0,50,0
1276,18409,0,50,0
1277,18410,0,50,0
1278,137923,0,50,40
1279,137928,0,50,40
1280,137933,0,50,40
1281,137940,0,50,40
1282,18412,0,50,0
1283,18414,0,50,0
1284,18415,0,50,0
1285,18413,0,50,0
1288,153665,0,31,0
1292,253183,0,31,40
1295,253132,0,31,40
1296,253174,0,31,40
1297,253116,0,31,0
1298,253117,0,31,0
1299,253118,0,31,0
1300,253168,0,47,40
1301,253138,0,47,40
1302,253165,0,47,40
1303,253180,0,47,40
1304,182930,0,47,40
1305,182964,0,47,40
1306,182972,0,47,40
1307,253171,0,47,40
1308,253125,0,47,40
1309,182935,0,47,40
1310,182969,0,47,40
1311,182973,0,47,40
1312,253135,0,47,40
1313,253177,0,47,40
1314,253159,0,47,0
1315,253160,0,47,0
1316,253161,0,47,0
1317,269470,0,47,0
1318,269471,0,47,0
1319,269472,0,47,0
1320,269421,0,47,0
1321,269422,0,47,0
1322,269423,0,47,0
1324,253144,0,47,0
1325,253149,0,47,0
1326,256786,0,47,0
1327,269458,0,47,0
1328,269459,0,47,0
1329,269460,0,47,0
1330,269476,0,47,0
1331,269477,0,47,0
1332,269478,0,47,0
1333,182929,0,47,40
1334,182963,0,47,40
1335,182971,0,47,40
1336,253113,0,48,40
1337,253141,0,48,40
1338,253156,0,48,0
1339,253157,0,48,0
1340,253158,0,48,0
1341,269448,0,48,0
1342,269449,0,48,0
1343,269450,0,48,0
1344,12259,0,48,0
1345,269424,0,48,0
1346,269425,0,48,0
1347,269426,0,48,0
1348,182934,0,48,40
1349,182968,0,48,40
1350,191928,0,48,40
1351,269464,0,48,0
1352,269465,0,48,0
1353,269466,0,48,0
1354,269444,0,48,0
1355,269446,0,48,0
1356,269447,0,48,0
1357,269479,0,48,0
1358,269480,0,48,0
1359,269481,0,48,0
1360,278131,0,48,0
1361,278132,0,48,0
1362,278133,0,48,0
1363,283249,0,48,0
1364,283250,0,48,0
1365,283251,0,48,0
1366,182933,0,48,40
1367,182967,0,48,40
1368,191930,0,48,40
1369,21913,0,48,0
1370,282862,0,48,0
1371,282863,0,48,0
1372,282864,0,48,0
1373,283239,0,48,0
1374,283240,0,48,0
1375,283241,0,48,0
1376,282876,0,48,0
1377,282878,0,48,0
1378,282879,0,48,0
1379,282868,0,48,0
1380,282869,0,48,0
1381,282870,0,48,0
1382,282859,0,48,0
1383,282860,0,48,0
1384,282861,0,48,0
1385,282889,0,48,0
1386,283237,0,48,0
1387,283238,0,48,0
1388,283242,0,49,0
1389,283243,0,49,0
1390,283244,0,49,0
1391,153655,0,49,0
1392,182931,0,49,40
1393,182965,0,49,40
1394,191931,0,49,40
1395,282871,0,49,0
1396,282872,0,49,0
1397,282873,0,49,0
1398,283245,0,49,0
1399,283247,0,49,0
1400,283248,0,49,0
1401,153654,0,49,0
1402,36137,0,49,40
1403,294763,0,49,0
1404,294764,0,49,0
1405,294765,0,49,0
1406,182932,0,49,40
1407,182966,0,49,40
1408,191929,0,49,40
1409,294754,0,49,0
1410,294755,0,49,0
1411,294756,0,49,0
1412,294760,0,49,0
1413,294761,0,49,0
1414,294762,0,49,0
1415,294769,0,49,0
1416,294770,0,49,0
1417,294771,0,49,0
1418,294775,0,49,0
1419,294776,0,49,0
1420,294777,0,49,0
1421,294766,0,49,0
1422,294767,0,49,0
1423,294768,0,49,0
1424,294748,0,49,0
1425,294749,0,49,0
1426,294750,0,49,0
1427,29605,0,50,40
1428,16644,0,50,0
1429,294751,0,50,0
1430,294752,0,50,0
1431,294753,0,50,0
1432,16645,0,50,0
1433,16646,0,50,0
1435,294778,0,50,0
1436,294779,0,50,0
1437,294780,0,50,0
1438,294757,0,50,0
1439,294758,0,50,0
1440,294759,0,50,0
1441,29614,0,50,0
1442,16649,0,50,0
1443,16650,0,50,0
1444,16967,0,50,0
1445,43549,0,31,40
1446,9146,0,31,0
1467,9064,0,31,40
1468,2160,0,31,0
1469,2162,0,31,0
1470,2163,0,31,0
1471,3756,0,31,0
1472,226105,0,31,0
1473,9065,0,31,0
1474,226106,0,31,0
1475,2159,0,31,0
1476,2161,0,31,0
1477,2164,0,31,0
1478,3759,0,31,0
1479,32463,0,31,40
1480,50951,0,31,40
1481,50959,0,31,40
1482,50952,0,31,40
1483,124573,0,31,40
1484,124579,0,31,40
1485,124635,0,31,40
1486,194699,0,31,40
1487,194707,0,31,40
1488,194713,0,31,40
1489,194742,0,31,40
1490,194750,0,31,40
1491,194758,0,31,40
1492,256754,0,31,40
1493,256777,0,31,40
1494,256778,0,31,40
1495,3763,0,31,0
1496,32462,0,31,40
1497,32466,0,31,40
1498,32470,0,31,40
1499,32478,0,31,40
1500,50939,0,31,40
1501,124572,0,31,40
1502,171275,0,31,40
1503,194702,0,31,40
1504,194710,0,31,40
1505,194718,0,31,40
1506,226107,0,31,0
1507,256759,0,31,40
1508,3761,0,31,0
1509,32471,0,31,40
1510,32473,0,31,40
1511,32480,0,31,40
1512,32481,0,31,40
1513,50955,0,31,40
1514,124571,0,31,40
1515,171273,0,31,40
1516,171277,0,31,40
1517,171281,0,31,40
1518,226108,0,31,0
1519,256761,0,31,40
1520,2158,0,31,0
1521,6702,0,31,0
1522,7953,0,31,0
1523,8322,0,31,0
1524,32468,0,31,40
1525,50941,0,31,40
1526,60622,0,31,40
1527,60599,0,31,40
1528,124576,0,31,40
1529,124580,0,31,40
1530,226109,0,31,0
1531,226110,0,31,0
1532,6703,0,31,0
1533,9068,0,31,0
1534,32467,0,31,40
1535,50942,0,31,40
1536,50938,0,31,40
1537,50960,0,31,40
1538,226111,0,31,0
1539,256751,0,31,40
1540,2167,0,47,0
1541,2169,0,47,0
1542,3762,0,47,0
1543,9070,0,47,0
1544,24940,0,47,0
1545,32464,0,47,40
1546,32479,0,47,40
1547,50946,0,47,40
1548,50943,0,47,40
1549,50953,0,47,40
1550,60600,0,47,40
1551,124586,0,47,40
1552,171283,0,47,40
1553,226112,0,47,0
1554,226113,0,47,0
1555,226114,0,47,0
1556,7133,0,47,0
1557,7954,0,47,0
1558,7955,0,47,0
1559,50948,0,47,40
1560,124574,0,47,40
1561,124585,0,47,40
1562,124583,0,47,40
1563,226115,0,47,0
1564,256756,0,47,40
1565,256763,0,47,40
1566,2168,0,47,0
1567,32472,0,47,40
1568,124578,0,47,40
1569,124582,0,47,40
1570,194700,0,47,40
1571,194708,0,47,40
1572,194714,0,47,40
1573,226116,0,47,0
1574,256752,0,47,40
1575,256758,0,47,40
1576,7135,0,47,0
1577,36079,0,47,40
1578,50944,0,47,40
1579,50954,0,47,40
1580,124577,0,47,40
1581,226117,0,47,0
1582,2166,0,47,0
1583,9072,0,47,0
1584,9074,0,47,0
1585,36077,0,47,40
1586,36078,0,47,40
1587,50949,0,47,40
1588,124575,0,47,40
1589,124584,0,47,40
1590,124581,0,47,40
1591,171276,0,47,40
1592,171285,0,47,40
1593,226118,0,47,0
1594,256760,0,47,40
1595,3766,0,47,0
