InternalName,ID,Flags,TraitCurrencyID
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,218,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,219,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,220,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,221,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,222,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,223,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,224,0,0
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,225,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,226,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Gauntlets - Child Unlock Cost,227,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Vambraces - Child Unlock Cost,228,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Belts - Child Unlock Cost,229,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Fine Armor - Child Unlock Cost,230,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sabatons - Child Unlock Cost,231,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,232,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,233,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,234,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,235,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,236,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,237,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,238,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,239,0,0
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,240,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,241,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Gauntlets - Child Unlock Cost,242,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Vambraces - Child Unlock Cost,243,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Belts - Child Unlock Cost,244,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Fine Armor - Child Unlock Cost,245,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sabatons - Child Unlock Cost,246,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,247,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,248,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,249,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,250,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,251,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,252,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,253,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,254,0,0
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,255,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,256,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Gauntlets - Child Unlock Cost,272,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Vambraces - Child Unlock Cost,273,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Belts - Child Unlock Cost,274,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Fine Armor - Child Unlock Cost,275,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sabatons - Child Unlock Cost,276,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,277,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,278,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,279,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,280,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,281,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,282,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,283,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,284,0,0
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,285,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,286,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Gauntlets - Child Unlock Cost,287,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Vambraces - Child Unlock Cost,288,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Belts - Child Unlock Cost,289,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Fine Armor - Child Unlock Cost,290,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sabatons - Child Unlock Cost,291,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,292,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,293,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,294,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,295,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,296,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,297,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,298,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,299,0,0
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,300,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,301,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Gauntlets - Child Unlock Cost,302,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Vambraces - Child Unlock Cost,303,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Belts - Child Unlock Cost,304,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Fine Armor - Child Unlock Cost,305,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sabatons - Child Unlock Cost,306,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,307,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,308,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,309,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,310,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,311,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,312,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,313,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,314,0,0
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,315,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,316,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Gauntlets - Child Unlock Cost,317,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Vambraces - Child Unlock Cost,318,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Belts - Child Unlock Cost,319,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Fine Armor - Child Unlock Cost,320,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sabatons - Child Unlock Cost,321,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,322,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,323,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,324,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,325,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,326,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,327,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,328,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,329,0,0
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,330,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,331,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Gauntlets - Child Unlock Cost,332,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Vambraces - Child Unlock Cost,333,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Belts - Child Unlock Cost,334,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Fine Armor - Child Unlock Cost,335,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sabatons - Child Unlock Cost,336,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,337,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,338,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,339,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,340,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,341,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,342,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,343,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,344,0,0
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,345,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,346,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Gauntlets - Child Unlock Cost,347,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Vambraces - Child Unlock Cost,348,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Belts - Child Unlock Cost,349,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Fine Armor - Child Unlock Cost,350,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sabatons - Child Unlock Cost,351,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,352,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,353,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,354,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,355,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,356,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,357,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,358,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,359,0,0
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,360,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,361,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Gauntlets - Child Unlock Cost,362,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Vambraces - Child Unlock Cost,363,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Belts - Child Unlock Cost,364,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Fine Armor - Child Unlock Cost,365,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sabatons - Child Unlock Cost,366,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,367,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,368,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,369,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,370,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,371,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,372,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,373,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,374,0,0
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,375,0,0
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,376,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Gauntlets - Child Unlock Cos,512,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Vambraces - Child Unlock Cos,513,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Belts - Child Unlock Cost,514,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Fine Armor - Child Unlock Co,515,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Sabatons - Child Unlock Cost,516,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Pauldrons - Child Unlock Cos,517,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Helms - Child Unlock Cost,518,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Sculpted Armor - Child Unloc,519,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Greaves - Child Unlock Cost,520,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Shields - Child Unlock Cost,521,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Breastplates - Child Unlock ,522,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Large Plate Armor - Child Un,523,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Armorsmithing - Child Unlock,524,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22)- Tab Unlock Cost,525,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Path Spend Cost,526,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Gauntlets - Child Unlock Cos,587,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Vambraces - Child Unlock Cos,588,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Belts - Child Unlock Cost,589,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Fine Armor - Child Unlock Co,590,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Sabatons - Child Unlock Cost,591,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Pauldrons - Child Unlock Cos,592,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Helms - Child Unlock Cost,593,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Sculpted Armor - Child Unloc,594,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Greaves - Child Unlock Cost,595,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Shields - Child Unlock Cost,596,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Breastplates - Child Unlock ,597,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Large Plate Armor - Child Un,598,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Armorsmithing - Child Unlock,599,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22)- Tab Unlock Cost,600,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Path Spend Cost,601,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Gauntlets - Child Unlock Cos,629,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Vambraces - Child Unlock Cos,630,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Belts - Child Unlock Cost,631,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Fine Armor - Child Unlock Co,632,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Sabatons - Child Unlock Cost,633,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Pauldrons - Child Unlock Cos,634,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Helms - Child Unlock Cost,635,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Sculpted Armor - Child Unloc,636,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Greaves - Child Unlock Cost,637,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Shields - Child Unlock Cost,638,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Breastplates - Child Unlock ,639,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Large Plate Armor - Child Un,640,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Armorsmithing - Child Unlock,641,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22)- Tab Unlock Cost,642,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Path Spend Cost,643,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Gauntlets - Child Unlock Cos,644,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Vambraces - Child Unlock Cos,645,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Belts - Child Unlock Cost,646,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Fine Armor - Child Unlock Co,647,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Sabatons - Child Unlock Cost,648,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Pauldrons - Child Unlock Cos,649,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Helms - Child Unlock Cost,650,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Sculpted Armor - Child Unloc,651,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Greaves - Child Unlock Cost,652,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Shields - Child Unlock Cost,653,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Breastplates - Child Unlock ,654,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Large Plate Armor - Child Un,655,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Armorsmithing - Child Unlock,656,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22)- Tab Unlock Cost,657,0,0
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Path Spend Cost,658,0,0
"10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Axes, Picks & Polearms - Ch",659,0,0
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Maces & Hammers - Child Unl,660,0,0
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Hafted - Child Unlock Cost,661,0,0
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Long Blades - Child Unlock ,662,0,0
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Short Blades - Child Unlock,663,0,0
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Blades - Child Unlock Cost,664,0,0
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Weaponsmithing - Child Unlo,665,0,0
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22)- Tab Unlock Cost,666,0,0
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Path Spend Cost,667,0,0
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 06/27/22) - Smelting - Child Unlock,668,0,0
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 06/27/22) - Stonework - Child Unloc,669,0,0
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 06/27/22) - Adventuring Gear - Chil,670,0,0
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 06/27/22) - Toolsmithing - Child Un,671,0,0
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 06/27/22) - Specialty Smithing - Ch,672,0,0
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 06/27/22)- Tab Unlock Cost,673,0,0
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 06/27/22) - Path Spend Cost,674,0,0
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Poignant Plans - Child Unloc,675,0,0
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Spartan Smithing - Child Unl,676,0,0
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Anvil Mastery - Child Unlock,677,0,0
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22)- Tab Unlock Cost,678,0,0
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Path Spend Cost,679,0,0
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Poignant Plans - Child Unloc,680,0,0
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Spartan Smithing - Child Unl,681,0,0
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Anvil Mastery - Child Unlock,682,0,0
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Path Spend Cost,683,0,0
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Poignant Plans - Child Unloc,684,0,0
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Spartan Smithing - Child Unl,685,0,0
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Anvil Mastery - Child Unlock,686,0,0
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Path Spend Cost,687,0,0
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22) - Batch Production - Child Unlock Co,692,0,0
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22) - Phial Experimentation - Child Unlo,693,0,0
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22) - Phial Lore - Child Unlock Cost,694,0,0
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22) - Air Formulated Phials - Child Unlo,695,0,0
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22) - Frost Formulated Phials - Child Un,696,0,0
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22) - Phial Mastery - Child Unlock Cost,697,0,0
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22)- Tab Unlock Cost,698,0,0
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22) - Path Spend Cost,699,0,0
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22) - Batch Production - Child Unlock C,700,0,0
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22) - Potion Experimentation - Child Un,701,0,0
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22) - Potion Lore - Child Unlock Cost,702,0,0
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22) - Air Formulated Potions - Child Un,703,0,0
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22) - Frost Formulated Potions - Child ,704,0,0
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22) - Potion Mastery - Child Unlock Cos,705,0,0
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22)- Tab Unlock Cost,706,0,0
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22) - Path Spend Cost,707,0,0
,710,0,0
,711,0,0
10.0 Professions - Alchemy - Alchemical Theory (Imported 06/28/22) - Inspiring Ambience - Child Unl,712,0,0
10.0 Professions - Alchemy - Alchemical Theory (Imported 06/28/22) - Resourceful Routines - Child U,713,0,0
10.0 Professions - Alchemy - Alchemical Theory (Imported 06/28/22) - Decayology - Child Unlock Cost,714,0,0
10.0 Professions - Alchemy - Alchemical Theory (Imported 06/28/22) - Chemical Synthesis - Child Unl,715,0,0
10.0 Professions - Alchemy - Alchemical Theory (Imported 06/28/22) - Transmutation - Child Unlock C,716,0,0
