Requirement_lang,ID,TraitCurrencyID,Field_10_0_0_44649_003,Field_10_0_0_44649_004,AchievementID,PlayerLevel,TraitNodeEntryID,OrderIndex
,2090,140,1,0,0,19,0,0
,2091,140,1,0,0,15,0,0
,2092,140,1,0,0,11,0,0
,2093,140,1,0,0,67,0,0
,2094,140,1,0,0,65,0,0
,2095,140,1,0,0,63,0,0
,2096,140,1,0,0,61,0,0
,2097,140,1,0,0,59,0,0
,2098,140,1,0,0,17,0,0
,2099,140,1,0,0,21,0,0
,2100,140,1,0,0,13,0,0
,2101,140,1,0,0,57,0,0
,2102,141,1,0,0,66,0,0
,2103,141,1,0,0,10,0,0
,2104,141,1,0,0,52,0,0
,2105,141,1,0,0,24,0,0
,2106,141,1,0,0,50,0,0
,2107,141,1,0,0,18,0,0
,2108,141,1,0,0,28,0,0
,2109,141,1,0,0,14,0,0
,2110,141,1,0,0,48,0,0
,2111,141,1,0,0,46,0,0
,2112,141,1,0,0,44,0,0
,2113,141,1,0,0,40,0,0
,2114,141,1,0,0,36,0,0
,2115,141,1,0,0,32,0,0
,2116,141,1,0,0,26,0,0
,2117,141,1,0,0,20,0,0
,2118,141,1,0,0,16,0,0
,2119,141,1,0,0,12,0,0
,2120,141,1,0,0,68,0,0
,2121,141,1,0,0,70,0,0
,2122,141,1,0,0,64,0,0
,2123,141,1,0,0,22,0,0
,2124,141,1,0,0,62,0,0
,2125,141,1,0,0,60,0,0
,2126,141,1,0,0,42,0,0
,2127,141,1,0,0,30,0,0
,2128,141,1,0,0,58,0,0
,2129,141,1,0,0,34,0,0
,2130,141,1,0,0,56,0,0
,2131,141,1,0,0,38,0,0
,2132,141,1,0,0,54,0,0
,2438,152,1,0,0,21,0,0
,2439,152,1,0,0,55,0,0
,2440,152,1,0,0,45,0,0
,2441,152,1,0,0,33,0,0
,2442,152,1,0,0,59,0,0
,2443,152,1,0,0,39,0,0
,2444,152,1,0,0,63,0,0
,2445,152,1,0,0,31,0,0
,2446,152,1,0,0,11,0,0
,2447,152,1,0,0,67,0,0
,2448,152,1,0,0,35,0,0
,2449,152,1,0,0,61,0,0
,2450,152,1,0,0,29,0,0
,2451,152,1,0,0,27,0,0
,2452,152,1,0,0,57,0,0
,2453,152,1,0,0,25,0,0
,2454,152,1,0,0,23,0,0
,2455,152,1,0,0,53,0,0
,2456,152,1,0,0,51,0,0
,2457,152,1,0,0,49,0,0
,2458,152,1,0,0,47,0,0
,2459,152,1,0,0,19,0,0
,2460,152,1,0,0,43,0,0
,2461,152,1,0,0,17,0,0
,2462,152,1,0,0,41,0,0
,2463,152,1,0,0,15,0,0
,2464,152,1,0,0,69,0,0
,2465,152,1,0,0,37,0,0
,2466,152,1,0,0,13,0,0
,2467,152,1,0,0,65,0,0
,2468,153,1,0,0,54,0,0
,2469,153,1,0,0,70,0,0
,2470,153,1,0,0,68,0,0
,2471,153,1,0,0,66,0,0
,2472,153,1,0,0,50,0,0
,2473,153,1,0,0,64,0,0
,2474,153,1,0,0,46,0,0
,2475,153,1,0,0,62,0,0
,2476,153,1,0,0,42,0,0
,2477,153,1,0,0,60,0,0
,2478,153,1,0,0,58,0,0
,2479,153,1,0,0,10,0,0
,2480,153,1,0,0,56,0,0
,2481,153,1,0,0,40,0,0
,2482,153,1,0,0,24,0,0
,2483,153,1,0,0,38,0,0
,2484,153,1,0,0,22,0,0
,2485,153,1,0,0,52,0,0
,2486,153,1,0,0,36,0,0
,2487,153,1,0,0,20,0,0
,2488,153,1,0,0,34,0,0
,2489,153,1,0,0,18,0,0
,2490,153,1,0,0,48,0,0
,2491,153,1,0,0,32,0,0
,2492,153,1,0,0,16,0,0
,2493,153,1,0,0,30,0,0
,2494,153,1,0,0,14,0,0
,2495,153,1,0,0,44,0,0
,2496,153,1,0,0,28,0,0
,2497,153,1,0,0,12,0,0
,2498,153,1,0,0,26,0,0
,2499,154,1,0,0,63,0,0
,2500,154,1,0,0,27,0,0
,2501,154,1,0,0,51,0,0
,2502,154,1,0,0,37,0,0
,2503,154,1,0,0,69,0,0
,2504,154,1,0,0,47,0,0
,2505,154,1,0,0,35,0,0
,2506,154,1,0,0,41,0,0
,2507,154,1,0,0,15,0,0
,2508,154,1,0,0,67,0,0
,2509,154,1,0,0,65,0,0
,2510,154,1,0,0,61,0,0
,2511,154,1,0,0,59,0,0
,2512,154,1,0,0,57,0,0
,2513,154,1,0,0,53,0,0
,2514,154,1,0,0,49,0,0
,2515,154,1,0,0,45,0,0
,2516,154,1,0,0,43,0,0
,2517,154,1,0,0,33,0,0
,2518,154,1,0,0,31,0,0
,2519,154,1,0,0,29,0,0
,2520,154,1,0,0,23,0,0
,2521,154,1,0,0,21,0,0
,2522,154,1,0,0,19,0,0
,2523,154,1,0,0,17,0,0
,2524,154,1,0,0,13,0,0
,2525,154,1,0,0,11,0,0
,2526,154,1,0,0,39,0,0
,2527,154,1,0,0,55,0,0
,2528,154,1,0,0,25,0,0
,2529,155,1,0,0,56,0,0
,2530,155,1,0,0,20,0,0
,2531,155,1,0,0,22,0,0
,2532,155,1,0,0,46,0,0
,2533,155,1,0,0,10,0,0
,2534,155,1,0,0,60,0,0
,2535,155,1,0,0,68,0,0
,2536,155,1,0,0,70,0,0
,2537,155,1,0,0,64,0,0
,2538,155,1,0,0,62,0,0
,2539,155,1,0,0,58,0,0
,2540,155,1,0,0,54,0,0
,2541,155,1,0,0,48,0,0
,2542,155,1,0,0,42,0,0
,2543,155,1,0,0,40,0,0
,2544,155,1,0,0,38,0,0
,2545,155,1,0,0,34,0,0
,2546,155,1,0,0,26,0,0
,2547,155,1,0,0,18,0,0
,2548,155,1,0,0,44,0,0
,2549,155,1,0,0,12,0,0
,2550,155,1,0,0,50,0,0
,2551,155,1,0,0,36,0,0
,2552,155,1,0,0,32,0,0
,2553,155,1,0,0,30,0,0
,2554,155,1,0,0,28,0,0
,2555,155,1,0,0,24,0,0
,2556,155,1,0,0,16,0,0
,2557,155,1,0,0,14,0,0
,2558,155,1,0,0,52,0,0
,2559,155,1,0,0,66,0,0
,2560,156,1,0,0,63,0,0
,2561,156,1,0,0,27,0,0
,2562,156,1,0,0,51,0,0
,2563,156,1,0,0,37,0,0
,2564,156,1,0,0,69,0,0
,2565,156,1,0,0,47,0,0
,2566,156,1,0,0,35,0,0
,2567,156,1,0,0,41,0,0
,2568,156,1,0,0,15,0,0
,2569,156,1,0,0,67,0,0
,2570,156,1,0,0,65,0,0
,2571,156,1,0,0,61,0,0
,2572,156,1,0,0,59,0,0
,2573,156,1,0,0,57,0,0
,2574,156,1,0,0,53,0,0
,2575,156,1,0,0,49,0,0
,2576,156,1,0,0,45,0,0
,2577,156,1,0,0,43,0,0
,2578,156,1,0,0,33,0,0
,2579,156,1,0,0,31,0,0
,2580,156,1,0,0,29,0,0
,2581,156,1,0,0,23,0,0
,2582,156,1,0,0,21,0,0
,2583,156,1,0,0,19,0,0
,2584,156,1,0,0,17,0,0
,2585,156,1,0,0,13,0,0
,2586,156,1,0,0,11,0,0
,2587,156,1,0,0,39,0,0
,2588,156,1,0,0,55,0,0
,2589,156,1,0,0,25,0,0
,2590,157,1,0,0,56,0,0
,2591,157,1,0,0,20,0,0
,2592,157,1,0,0,22,0,0
,2593,157,1,0,0,46,0,0
,2594,157,1,0,0,10,0,0
,2595,157,1,0,0,60,0,0
,2596,157,1,0,0,68,0,0
,2597,157,1,0,0,70,0,0
,2598,157,1,0,0,64,0,0
,2599,157,1,0,0,62,0,0
,2600,157,1,0,0,58,0,0
,2601,157,1,0,0,54,0,0
,2602,157,1,0,0,48,0,0
,2603,157,1,0,0,42,0,0
,2604,157,1,0,0,40,0,0
,2605,157,1,0,0,38,0,0
,2606,157,1,0,0,34,0,0
,2607,157,1,0,0,26,0,0
,2608,157,1,0,0,18,0,0
,2609,157,1,0,0,44,0,0
,2610,157,1,0,0,12,0,0
,2611,157,1,0,0,50,0,0
,2612,157,1,0,0,36,0,0
,2613,157,1,0,0,32,0,0
,2614,157,1,0,0,30,0,0
,2615,157,1,0,0,28,0,0
,2616,157,1,0,0,24,0,0
,2617,157,1,0,0,16,0,0
,2618,157,1,0,0,14,0,0
,2619,157,1,0,0,52,0,0
,2620,157,1,0,0,66,0,0
,2621,158,1,0,0,21,0,0
,2622,158,1,0,0,55,0,0
,2623,158,1,0,0,45,0,0
,2624,158,1,0,0,33,0,0
,2625,158,1,0,0,59,0,0
,2626,158,1,0,0,39,0,0
,2627,158,1,0,0,63,0,0
,2628,158,1,0,0,31,0,0
,2629,158,1,0,0,11,0,0
,2630,158,1,0,0,67,0,0
,2631,158,1,0,0,35,0,0
,2632,158,1,0,0,61,0,0
,2633,158,1,0,0,29,0,0
,2634,158,1,0,0,27,0,0
,2635,158,1,0,0,57,0,0
,2636,158,1,0,0,25,0,0
,2637,158,1,0,0,23,0,0
,2638,158,1,0,0,53,0,0
,2639,158,1,0,0,51,0,0
,2640,158,1,0,0,49,0,0
,2641,158,1,0,0,47,0,0
,2642,158,1,0,0,19,0,0
,2643,158,1,0,0,43,0,0
,2644,158,1,0,0,17,0,0
,2645,158,1,0,0,41,0,0
,2646,158,1,0,0,15,0,0
,2647,158,1,0,0,69,0,0
,2648,158,1,0,0,37,0,0
,2649,158,1,0,0,13,0,0
,2650,158,1,0,0,65,0,0
,2651,159,1,0,0,54,0,0
,2652,159,1,0,0,70,0,0
,2653,159,1,0,0,68,0,0
,2654,159,1,0,0,66,0,0
,2655,159,1,0,0,50,0,0
,2656,159,1,0,0,64,0,0
,2657,159,1,0,0,46,0,0
,2658,159,1,0,0,62,0,0
,2659,159,1,0,0,42,0,0
,2660,159,1,0,0,60,0,0
,2661,159,1,0,0,58,0,0
,2662,159,1,0,0,10,0,0
,2663,159,1,0,0,56,0,0
,2664,159,1,0,0,40,0,0
,2665,159,1,0,0,24,0,0
,2666,159,1,0,0,38,0,0
,2667,159,1,0,0,22,0,0
,2668,159,1,0,0,52,0,0
,2669,159,1,0,0,36,0,0
,2670,159,1,0,0,20,0,0
,2671,159,1,0,0,34,0,0
,2672,159,1,0,0,18,0,0
,2673,159,1,0,0,48,0,0
,2674,159,1,0,0,32,0,0
,2675,159,1,0,0,16,0,0
,2676,159,1,0,0,30,0,0
,2677,159,1,0,0,14,0,0
,2678,159,1,0,0,44,0,0
,2679,159,1,0,0,28,0,0
,2680,159,1,0,0,12,0,0
,2681,159,1,0,0,26,0,0
,2926,168,1,0,0,69,0,0
,2927,168,1,0,0,67,0,0
,2928,168,1,0,0,65,0,0
,2929,168,1,0,0,63,0,0
,2930,168,1,0,0,61,0,0
,2931,168,1,0,0,59,0,0
,2932,168,1,0,0,57,0,0
,2933,168,1,0,0,55,0,0
,2934,168,1,0,0,53,0,0
,2935,168,1,0,0,51,0,0
,2936,168,1,0,0,49,0,0
,2937,168,1,0,0,47,0,0
,2938,168,1,0,0,45,0,0
,2939,168,1,0,0,43,0,0
,2940,168,1,0,0,41,0,0
,2941,168,1,0,0,39,0,0
,2942,168,1,0,0,37,0,0
,2943,168,1,0,0,35,0,0
,2944,168,1,0,0,33,0,0
,2945,168,1,0,0,31,0,0
,2946,168,1,0,0,29,0,0
,2947,168,1,0,0,27,0,0
,2948,168,1,0,0,25,0,0
,2949,168,1,0,0,23,0,0
,2950,168,1,0,0,21,0,0
,2951,168,1,0,0,19,0,0
,2952,168,1,0,0,17,0,0
,2953,168,1,0,0,15,0,0
,2954,168,1,0,0,13,0,0
,2955,168,1,0,0,11,0,0
,2956,169,1,0,0,70,0,0
,2957,169,1,0,0,68,0,0
,2958,169,1,0,0,66,0,0
,2959,169,1,0,0,64,0,0
,2960,169,1,0,0,62,0,0
,2961,169,1,0,0,60,0,0
,2962,169,1,0,0,58,0,0
,2963,169,1,0,0,56,0,0
,2964,169,1,0,0,54,0,0
,2965,169,1,0,0,52,0,0
,2966,169,1,0,0,50,0,0
,2967,169,1,0,0,48,0,0
,2968,169,1,0,0,46,0,0
,2969,169,1,0,0,44,0,0
,2970,169,1,0,0,42,0,0
,2971,169,1,0,0,40,0,0
,2972,169,1,0,0,38,0,0
,2973,169,1,0,0,36,0,0
,2974,169,1,0,0,34,0,0
,2975,169,1,0,0,32,0,0
,2976,169,1,0,0,30,0,0
,2977,169,1,0,0,28,0,0
,2978,169,1,0,0,26,0,0
,2979,169,1,0,0,24,0,0
,2980,169,1,0,0,22,0,0
,2981,169,1,0,0,20,0,0
,2982,169,1,0,0,18,0,0
,2983,169,1,0,0,16,0,0
,2984,169,1,0,0,14,0,0
,2985,169,1,0,0,12,0,0
,2986,169,1,0,0,10,0,0
,2987,170,1,0,0,33,0,0
,2988,170,1,0,0,35,0,0
,2989,170,1,0,0,67,0,0
,2990,170,1,0,0,39,0,0
,2991,170,1,0,0,45,0,0
,2992,170,1,0,0,21,0,0
,2993,170,1,0,0,55,0,0
,2994,170,1,0,0,59,0,0
,2995,170,1,0,0,63,0,0
,2996,170,1,0,0,31,0,0
,2997,170,1,0,0,11,0,0
,2998,170,1,0,0,61,0,0
,2999,170,1,0,0,29,0,0
,3000,170,1,0,0,27,0,0
,3001,170,1,0,0,57,0,0
,3002,170,1,0,0,25,0,0
,3003,170,1,0,0,23,0,0
,3004,170,1,0,0,53,0,0
,3005,170,1,0,0,51,0,0
,3006,170,1,0,0,49,0,0
,3007,170,1,0,0,47,0,0
,3008,170,1,0,0,19,0,0
,3009,170,1,0,0,43,0,0
,3010,170,1,0,0,17,0,0
,3011,170,1,0,0,41,0,0
,3012,170,1,0,0,15,0,0
,3013,170,1,0,0,69,0,0
,3014,170,1,0,0,37,0,0
,3015,170,1,0,0,13,0,0
,3016,170,1,0,0,65,0,0
,3017,171,1,0,0,14,0,0
,3018,171,1,0,0,44,0,0
,3019,171,1,0,0,28,0,0
,3020,171,1,0,0,12,0,0
,3021,171,1,0,0,26,0,0
,3022,171,1,0,0,10,0,0
,3023,171,1,0,0,58,0,0
,3024,171,1,0,0,60,0,0
,3025,171,1,0,0,42,0,0
,3026,171,1,0,0,46,0,0
,3027,171,1,0,0,62,0,0
,3028,171,1,0,0,64,0,0
,3029,171,1,0,0,50,0,0
,3030,171,1,0,0,66,0,0
,3031,171,1,0,0,68,0,0
,3032,171,1,0,0,70,0,0
,3033,171,1,0,0,54,0,0
,3034,171,1,0,0,56,0,0
,3035,171,1,0,0,40,0,0
,3036,171,1,0,0,24,0,0
,3037,171,1,0,0,38,0,0
,3038,171,1,0,0,22,0,0
,3039,171,1,0,0,52,0,0
,3040,171,1,0,0,36,0,0
,3041,171,1,0,0,20,0,0
,3042,171,1,0,0,34,0,0
,3043,171,1,0,0,18,0,0
,3044,171,1,0,0,48,0,0
,3045,171,1,0,0,32,0,0
,3046,171,1,0,0,16,0,0
,3047,171,1,0,0,30,0,0
,3111,178,1,0,0,69,0,0
,3112,178,1,0,0,67,0,0
,3113,178,1,0,0,65,0,0
,3114,178,1,0,0,63,0,0
,3115,178,1,0,0,61,0,0
,3116,178,1,0,0,59,0,0
,3117,178,1,0,0,57,0,0
,3118,178,1,0,0,55,0,0
,3119,178,1,0,0,53,0,0
,3120,178,1,0,0,51,0,0
,3121,178,1,0,0,49,0,0
,3122,178,1,0,0,47,0,0
,3123,178,1,0,0,45,0,0
,3124,178,1,0,0,43,0,0
,3125,178,1,0,0,41,0,0
,3126,178,1,0,0,39,0,0
,3127,178,1,0,0,37,0,0
,3128,178,1,0,0,35,0,0
,3129,178,1,0,0,33,0,0
,3130,178,1,0,0,31,0,0
,3131,178,1,0,0,29,0,0
,3132,178,1,0,0,27,0,0
,3133,178,1,0,0,25,0,0
,3134,178,1,0,0,23,0,0
,3135,178,1,0,0,21,0,0
,3136,178,1,0,0,19,0,0
,3137,178,1,0,0,17,0,0
,3138,178,1,0,0,15,0,0
,3139,178,1,0,0,13,0,0
,3140,178,1,0,0,11,0,0
,3141,179,1,0,0,70,0,0
,3142,179,1,0,0,68,0,0
,3143,179,1,0,0,66,0,0
,3144,179,1,0,0,64,0,0
,3145,179,1,0,0,62,0,0
,3146,179,1,0,0,60,0,0
,3147,179,1,0,0,58,0,0
,3148,179,1,0,0,56,0,0
,3149,179,1,0,0,54,0,0
,3150,179,1,0,0,52,0,0
,3151,179,1,0,0,50,0,0
,3152,179,1,0,0,48,0,0
,3153,179,1,0,0,46,0,0
,3154,179,1,0,0,44,0,0
,3155,179,1,0,0,42,0,0
,3156,179,1,0,0,40,0,0
,3157,179,1,0,0,38,0,0
,3158,179,1,0,0,36,0,0
,3159,179,1,0,0,34,0,0
,3160,179,1,0,0,32,0,0
,3161,179,1,0,0,30,0,0
,3162,179,1,0,0,28,0,0
,3163,179,1,0,0,26,0,0
,3164,179,1,0,0,24,0,0
,3165,179,1,0,0,22,0,0
,3166,179,1,0,0,20,0,0
,3167,179,1,0,0,18,0,0
,3168,179,1,0,0,16,0,0
,3169,179,1,0,0,14,0,0
,3170,179,1,0,0,12,0,0
,3171,179,1,0,0,10,0,0
,3233,182,1,0,0,11,0,0
,3234,182,1,0,0,67,0,0
,3235,182,1,0,0,65,0,0
,3236,182,1,0,0,63,0,0
,3237,182,1,0,0,61,0,0
,3238,182,1,0,0,59,0,0
,3239,182,1,0,0,17,0,0
,3240,182,1,0,0,21,0,0
,3241,182,1,0,0,13,0,0
,3242,182,1,0,0,57,0,0
,3243,182,1,0,0,69,0,0
,3244,182,1,0,0,55,0,0
,3245,182,1,0,0,29,0,0
,3246,182,1,0,0,25,0,0
,3247,182,1,0,0,53,0,0
,3248,182,1,0,0,51,0,0
,3249,182,1,0,0,49,0,0
,3250,182,1,0,0,33,0,0
,3251,182,1,0,0,47,0,0
,3252,182,1,0,0,45,0,0
,3253,182,1,0,0,43,0,0
,3254,182,1,0,0,41,0,0
,3255,182,1,0,0,39,0,0
,3256,182,1,0,0,37,0,0
,3257,182,1,0,0,35,0,0
,3258,182,1,0,0,31,0,0
,3259,182,1,0,0,27,0,0
,3260,182,1,0,0,23,0,0
,3261,182,1,0,0,19,0,0
,3262,182,1,0,0,15,0,0
,3263,183,1,0,0,30,0,0
,3264,183,1,0,0,36,0,0
,3265,183,1,0,0,58,0,0
,3266,183,1,0,0,32,0,0
,3267,183,1,0,0,34,0,0
,3268,183,1,0,0,26,0,0
,3269,183,1,0,0,56,0,0
,3270,183,1,0,0,28,0,0
,3271,183,1,0,0,38,0,0
,3272,183,1,0,0,24,0,0
,3273,183,1,0,0,54,0,0
,3274,183,1,0,0,20,0,0
,3275,183,1,0,0,66,0,0
,3276,183,1,0,0,16,0,0
,3277,183,1,0,0,14,0,0
,3278,183,1,0,0,12,0,0
,3279,183,1,0,0,10,0,0
,3280,183,1,0,0,68,0,0
,3281,183,1,0,0,52,0,0
,3282,183,1,0,0,70,0,0
,3283,183,1,0,0,50,0,0
,3284,183,1,0,0,64,0,0
,3285,183,1,0,0,18,0,0
,3286,183,1,0,0,22,0,0
,3287,183,1,0,0,48,0,0
,3288,183,1,0,0,62,0,0
,3289,183,1,0,0,46,0,0
,3290,183,1,0,0,60,0,0
,3291,183,1,0,0,44,0,0
,3292,183,1,0,0,42,0,0
,3293,183,1,0,0,40,0,0
,3391,225,1,0,0,21,0,0
,3392,225,1,0,0,53,0,0
,3393,225,1,0,0,27,0,0
,3394,225,1,0,0,37,0,0
,3395,225,1,0,0,47,0,0
,3396,225,1,0,0,35,0,0
,3397,225,1,0,0,41,0,0
,3398,225,1,0,0,67,0,0
,3399,225,1,0,0,61,0,0
,3400,225,1,0,0,57,0,0
,3401,225,1,0,0,49,0,0
,3402,225,1,0,0,45,0,0
,3403,225,1,0,0,33,0,0
,3404,225,1,0,0,29,0,0
,3405,225,1,0,0,19,0,0
,3406,225,1,0,0,17,0,0
,3407,225,1,0,0,13,0,0
,3408,225,1,0,0,39,0,0
,3409,225,1,0,0,25,0,0
,3410,225,1,0,0,55,0,0
,3411,225,1,0,0,11,0,0
,3412,225,1,0,0,23,0,0
,3413,225,1,0,0,31,0,0
,3414,225,1,0,0,43,0,0
,3415,225,1,0,0,59,0,0
,3416,225,1,0,0,65,0,0
,3417,225,1,0,0,15,0,0
,3418,225,1,0,0,69,0,0
,3419,225,1,0,0,51,0,0
,3420,225,1,0,0,63,0,0
,3421,226,1,0,0,14,0,0
,3422,226,1,0,0,12,0,0
,3423,226,1,0,0,48,0,0
,3424,226,1,0,0,56,0,0
,3425,226,1,0,0,20,0,0
,3426,226,1,0,0,22,0,0
,3427,226,1,0,0,60,0,0
,3428,226,1,0,0,70,0,0
,3429,226,1,0,0,62,0,0
,3430,226,1,0,0,58,0,0
,3431,226,1,0,0,54,0,0
,3432,226,1,0,0,40,0,0
,3433,226,1,0,0,26,0,0
,3434,226,1,0,0,44,0,0
,3435,226,1,0,0,50,0,0
,3436,226,1,0,0,36,0,0
,3437,226,1,0,0,28,0,0
,3438,226,1,0,0,16,0,0
,3439,226,1,0,0,66,0,0
,3440,226,1,0,0,52,0,0
,3441,226,1,0,0,24,0,0
,3442,226,1,0,0,32,0,0
,3443,226,1,0,0,18,0,0
,3444,226,1,0,0,38,0,0
,3445,226,1,0,0,42,0,0
,3446,226,1,0,0,64,0,0
,3447,226,1,0,0,68,0,0
,3448,226,1,0,0,46,0,0
,3449,226,1,0,0,10,0,0
,3450,226,1,0,0,34,0,0
,3451,226,1,0,0,30,0,0
,3863,14,1,0,15861,0,0,0
Requires level 50 of Dragon Isles Enchanting to unlock an additional specialization.,3864,14,1,0,15862,0,0,0
Requires level 100 of Dragon Isles Enchanting to unlock an additional specialization.,3865,14,1,0,15863,0,0,0
,3866,15,1,0,15864,0,0,0
Requires level 50 of Dragon Isles Engineering to unlock an additional specialization.,3867,15,1,0,15865,0,0,0
Requires level 100 of Dragon Isles Engineering to unlock an additional specialization.,3868,15,1,0,15866,0,0,0
,3869,16,1,0,15867,0,0,0
Requires level 50 of Dragon Isles Herbalism to unlock an additional specialization.,3870,16,1,0,15868,0,0,0
Requires level 100 of Dragon Isles Herbalism to unlock an additional specialization.,3871,16,1,0,15869,0,0,0
,3881,20,1,0,15879,0,0,0
Requires level 50 of Dragon Isles Mining to unlock an additional specialization.,3882,20,1,0,15880,0,0,0
Requires level 100 of Dragon Isles Mining to unlock an additional specialization.,3883,20,1,0,15881,0,0,0
,3887,22,1,0,15885,0,0,0
Requires level 50 of Dragon Isles Tailoring to unlock an additional specialization.,3888,22,1,0,15886,0,0,0
Requires level 100 of Dragon Isles Tailoring to unlock an additional specialization.,3889,22,1,0,15887,0,0,0
,4130,733,1,0,0,33,0,0
,4131,733,1,0,0,35,0,0
,4132,733,1,0,0,67,0,0
,4133,733,1,0,0,39,0,0
,4134,733,1,0,0,45,0,0
,4135,733,1,0,0,21,0,0
,4136,733,1,0,0,55,0,0
,4137,733,1,0,0,59,0,0
,4138,733,1,0,0,63,0,0
,4139,733,1,0,0,31,0,0
,4140,733,1,0,0,11,0,0
,4141,733,1,0,0,61,0,0
,4142,733,1,0,0,29,0,0
,4143,733,1,0,0,27,0,0
,4144,733,1,0,0,57,0,0
,4145,733,1,0,0,25,0,0
,4146,733,1,0,0,23,0,0
,4147,733,1,0,0,53,0,0
,4148,733,1,0,0,51,0,0
,4149,733,1,0,0,49,0,0
,4150,733,1,0,0,47,0,0
,4151,733,1,0,0,19,0,0
,4152,733,1,0,0,43,0,0
,4153,733,1,0,0,17,0,0
,4154,733,1,0,0,41,0,0
,4155,733,1,0,0,15,0,0
,4156,733,1,0,0,69,0,0
,4157,733,1,0,0,37,0,0
,4158,733,1,0,0,13,0,0
,4159,733,1,0,0,65,0,0
,4160,734,1,0,0,10,0,0
,4161,734,1,0,0,58,0,0
,4162,734,1,0,0,60,0,0
,4163,734,1,0,0,42,0,0
,4164,734,1,0,0,46,0,0
,4165,734,1,0,0,62,0,0
,4166,734,1,0,0,64,0,0
,4167,734,1,0,0,50,0,0
,4168,734,1,0,0,66,0,0
,4169,734,1,0,0,68,0,0
,4170,734,1,0,0,70,0,0
,4171,734,1,0,0,54,0,0
,4172,734,1,0,0,56,0,0
,4173,734,1,0,0,40,0,0
,4174,734,1,0,0,24,0,0
,4175,734,1,0,0,38,0,0
,4176,734,1,0,0,22,0,0
,4177,734,1,0,0,52,0,0
,4178,734,1,0,0,36,0,0
,4179,734,1,0,0,20,0,0
,4180,734,1,0,0,34,0,0
,4181,734,1,0,0,18,0,0
,4182,734,1,0,0,48,0,0
,4183,734,1,0,0,32,0,0
,4184,734,1,0,0,16,0,0
,4185,734,1,0,0,30,0,0
,4186,734,1,0,0,14,0,0
,4187,734,1,0,0,44,0,0
,4188,734,1,0,0,28,0,0
,4189,734,1,0,0,12,0,0
,4190,734,1,0,0,26,0,0
,4260,743,1,0,0,69,0,0
