ID,ItemLevel,Quality[0],Quality[1],Quality[2],Quality[3],Quality[4],Quality[5],Quality[6]
25,25,2.815147,4.5276947,4.6919117,4.6919117,4.6919117,4.6919117,4.6919117
26,26,2.926796,4.7072635,4.8779936,4.8779936,4.8779936,4.8779936,4.8779936
27,27,3.0393963,4.8883624,5.0656605,5.0656605,5.0656605,5.0656605,5.0656605
28,28,3.1529484,5.070992,5.2549143,5.2549143,5.2549143,5.2549143,5.2549143
29,29,3.268004,5.2560396,5.4466734,5.4466734,5.4466734,5.4466734,5.4466734
30,30,3.385359,5.4447856,5.642265,5.642265,5.642265,5.642265,5.642265
31,31,3.5058832,5.6386285,5.8431387,5.8431387,5.8431387,5.8431387,5.8431387
32,32,3.6305234,5.839092,6.0508723,6.0508723,6.0508723,6.0508723,6.0508723
33,33,3.76031,6.0478315,6.2671833,6.2671833,6.2671833,6.2671833,6.2671833
34,34,3.8589544,6.2064853,6.4315906,6.4315906,6.4315906,6.4315906,6.4315906
35,35,3.9801252,6.401368,6.633542,6.633542,6.633542,6.633542,6.633542
36,36,4.1062155,6.604163,6.8436923,6.8436923,6.8436923,6.8436923,6.8436923
37,37,4.2374496,6.815232,7.062416,7.062416,7.062416,7.062416,7.062416
38,38,4.374065,7.034954,7.2901077,7.2901077,7.2901077,7.2901077,7.2901077
39,39,4.516309,7.2637305,7.5271816,7.5271816,7.5271816,7.5271816,7.5271816
40,40,4.6644435,7.5019803,7.7740726,7.7740726,7.7740726,7.7740726,7.7740726
41,41,4.818743,7.750145,8.031239,8.031239,8.031239,8.031239,8.031239
42,42,4.979496,8.008689,8.29916,8.29916,8.29916,8.29916,8.29916
43,43,5.147006,8.278101,8.578343,8.578343,8.578343,8.578343,8.578343
44,44,5.321592,8.558893,8.86932,8.86932,8.86932,8.86932,8.86932
45,45,5.50359,8.851607,9.172649,9.172649,9.172649,9.172649,9.172649
46,46,5.693353,9.15681,9.488922,9.488922,9.488922,9.488922,9.488922
47,47,5.891254,9.4751,9.818756,9.818756,9.818756,9.818756,9.818756
48,48,6.097683,9.807107,10.162805,10.162805,10.162805,10.162805,10.162805
49,49,6.2687006,10.08216,10.447834,10.447834,10.447834,10.447834,10.447834
50,50,6.445909,10.36717,10.743181,10.743181,10.743181,10.743181,10.743181
51,51,6.582629,10.587062,10.971048,10.971048,10.971048,10.971048,10.971048
52,52,6.7233396,10.813371,11.205565,11.205565,11.205565,11.205565,11.205565
53,53,6.8191824,10.967518,11.365304,11.365304,11.365304,11.365304,11.365304
54,54,6.9660788,11.203776,11.610131,11.610131,11.610131,11.610131,11.610131
55,55,7.0661454,11.364717,11.776909,11.776909,11.776909,11.776909,11.776909
56,56,7.2195325,11.611415,12.032555,12.032555,12.032555,12.032555,12.032555
57,57,7.3240314,11.779484,12.206719,12.206719,12.206719,12.206719,12.206719
58,58,7.484229,12.037135,12.473716,12.473716,12.473716,12.473716,12.473716
59,59,7.6075435,12.235466,12.679239,12.679239,12.679239,12.679239,12.679239
60,60,7.747313,12.460261,12.912188,12.912188,12.912188,12.912188,12.912188
61,61,7.847562,12.621495,13.07927,13.07927,13.07927,13.07927,13.07927
62,62,7.9639354,12.808662,13.273226,13.273226,13.273226,13.273226,13.273226
63,63,8.038486,12.928565,13.397476,13.397476,13.397476,13.397476,13.397476
64,64,8.113734,13.049589,13.52289,13.52289,13.52289,13.52289,13.52289
65,65,8.189687,13.171746,13.649478,13.649478,13.649478,13.649478,13.649478
66,66,8.266351,13.295047,13.777251,13.777251,13.777251,13.777251,13.777251
67,67,8.343732,13.419502,13.906219,13.906219,13.906219,13.906219,13.906219
68,68,8.421838,13.545122,14.036396,14.036396,14.036396,14.036396,14.036396
69,69,8.500674,13.671918,14.16779,14.16779,14.16779,14.16779,14.16779
70,70,8.580249,13.799901,14.300415,14.300415,14.300415,14.300415,14.300415
71,71,8.660569,13.929082,14.434281,14.434281,14.434281,14.434281,14.434281
72,72,8.741641,14.059472,14.569401,14.569401,14.569401,14.569401,14.569401
73,73,8.823471,14.191083,14.705786,14.705786,14.705786,14.705786,14.705786
74,74,8.906068,14.323926,14.843447,14.843447,14.843447,14.843447,14.843447
75,75,8.989437,14.458012,14.982396,14.982396,14.982396,14.982396,14.982396
76,76,9.073587,14.593353,15.122646,15.122646,15.122646,15.122646,15.122646
77,77,9.158525,14.729962,15.26421,15.26421,15.26421,15.26421,15.26421
78,78,9.244259,14.867849,15.407098,15.407098,15.407098,15.407098,15.407098
79,79,9.330794,15.007028,15.551324,15.551324,15.551324,15.551324,15.551324
80,80,9.418139,15.147509,15.696899,15.696899,15.696899,15.696899,15.696899
81,81,9.506303,15.289304,15.843839,15.843839,15.843839,15.843839,15.843839
82,82,9.595292,15.432427,15.992153,15.992153,15.992153,15.992153,15.992153
83,83,9.685113,15.57689,16.141855,16.141855,16.141855,16.141855,16.141855
84,84,9.775776,15.722706,16.29296,16.29296,16.29296,16.29296,16.29296
85,85,9.867287,15.869886,16.445478,16.445478,16.445478,16.445478,16.445478
86,86,9.959655,16.018444,16.599424,16.599424,16.599424,16.599424,16.599424
87,87,10.052887,16.168392,16.754812,16.754812,16.754812,16.754812,16.754812
88,88,10.146992,16.319746,16.911654,16.911654,16.911654,16.911654,16.911654
89,89,10.241978,16.472515,17.069963,17.069963,17.069963,17.069963,17.069963
90,90,10.337853,16.626715,17.229755,17.229755,17.229755,17.229755,17.229755
91,91,10.434626,16.782356,17.391043,17.391043,17.391043,17.391043,17.391043
92,92,10.532305,16.939457,17.55384,17.55384,17.55384,17.55384,17.55384
93,93,10.630898,17.098026,17.718163,17.718163,17.718163,17.718163,17.718163
94,94,10.730413,17.258081,17.884022,17.884022,17.884022,17.884022,17.884022
95,95,10.830861,17.419634,18.051435,18.051435,18.051435,18.051435,18.051435
96,96,10.932248,17.582699,18.220415,18.220415,18.220415,18.220415,18.220415
97,97,11.034585,17.747292,18.390976,18.390976,18.390976,18.390976,18.390976
98,98,11.13788,17.913424,18.563133,18.563133,18.563133,18.563133,18.563133
99,99,11.242142,18.081112,18.736904,18.736904,18.736904,18.736904,18.736904
100,100,11.34738,18.250368,18.9123,18.9123,18.9123,18.9123,18.9123
101,101,11.453603,18.421211,19.089338,19.089338,19.089338,19.089338,19.089338
102,102,11.56082,18.593653,19.268034,19.268034,19.268034,19.268034,19.268034
103,103,11.669041,18.767708,19.4484,19.4484,19.4484,19.4484,19.4484
104,104,11.778275,18.943392,19.630457,19.630457,19.630457,19.630457,19.630457
105,105,11.888531,19.120722,19.814219,19.814219,19.814219,19.814219,19.814219
106,106,11.99982,19.29971,19.9997,19.9997,19.9997,19.9997,19.9997
107,107,12.11215,19.480375,20.186916,20.186916,20.186916,20.186916,20.186916
108,108,12.225533,19.662731,20.375887,20.375887,20.375887,20.375887,20.375887
109,109,12.339975,19.846794,20.566626,20.566626,20.566626,20.566626,20.566626
110,110,12.45549,20.03258,20.75915,20.75915,20.75915,20.75915,20.75915
111,111,12.572085,20.220104,20.953476,20.953476,20.953476,20.953476,20.953476
112,112,12.689774,20.409386,21.149622,21.149622,21.149622,21.149622,21.149622
113,113,12.808562,20.600437,21.347603,21.347603,21.347603,21.347603,21.347603
114,114,12.928463,20.793278,21.54744,21.54744,21.54744,21.54744,21.54744
115,115,13.049487,20.987925,21.749144,21.749144,21.749144,21.749144,21.749144
116,116,13.171643,21.184393,21.952738,21.952738,21.952738,21.952738,21.952738
117,117,13.294943,21.3827,22.158237,22.158237,22.158237,22.158237,22.158237
118,118,13.419396,21.582863,22.365662,22.365662,22.365662,22.365662,22.365662
119,119,13.545016,21.7849,22.575026,22.575026,22.575026,22.575026,22.575026
120,120,13.671811,21.988829,22.786352,22.786352,22.786352,22.786352,22.786352
121,121,13.799792,22.194666,22.999655,22.999655,22.999655,22.999655,22.999655
122,122,13.928972,22.402431,23.214954,23.214954,23.214954,23.214954,23.214954
123,123,14.059361,22.61214,23.43227,23.43227,23.43227,23.43227,23.43227
124,124,14.190971,22.823812,23.651619,23.651619,23.651619,23.651619,23.651619
125,125,14.323813,23.037466,23.873022,23.873022,23.873022,23.873022,23.873022
126,126,14.457899,23.25312,24.096498,24.096498,24.096498,24.096498,24.096498
127,127,14.593239,23.470793,24.322065,24.322065,24.322065,24.322065,24.322065
128,128,14.729847,23.690504,24.549744,24.549744,24.549744,24.549744,24.549744
129,129,14.867733,23.91227,24.779554,24.779554,24.779554,24.779554,24.779554
130,130,15.006909,24.136112,25.011517,25.011517,25.011517,25.011517,25.011517
131,131,15.147389,24.362051,25.24565,25.24565,25.24565,25.24565,25.24565
132,132,15.289185,24.590105,25.481974,25.481974,25.481974,25.481974,25.481974
133,133,15.432306,24.820293,25.72051,25.72051,25.72051,25.72051,25.72051
134,134,15.576768,25.052635,25.96128,25.96128,25.96128,25.96128,25.96128
135,135,15.722583,25.287153,26.204304,26.204304,26.204304,26.204304,26.204304
136,136,15.869761,25.523867,26.449602,26.449602,26.449602,26.449602,26.449602
137,137,16.018318,25.762796,26.697197,26.697197,26.697197,26.697197,26.697197
138,138,16.168266,26.003962,26.947111,26.947111,26.947111,26.947111,26.947111
139,139,16.319618,26.247385,27.199362,27.199362,27.199362,27.199362,27.199362
140,140,16.472385,26.493086,27.453976,27.453976,27.453976,27.453976,27.453976
141,141,16.626583,26.741089,27.710972,27.710972,27.710972,27.710972,27.710972
142,142,16.782225,26.991411,27.970375,27.970375,27.970375,27.970375,27.970375
143,143,16.939323,27.24408,28.232206,28.232206,28.232206,28.232206,28.232206
144,144,17.097893,27.499111,28.496489,28.496489,28.496489,28.496489,28.496489
145,145,17.257946,27.75653,28.763243,28.763243,28.763243,28.763243,28.763243
146,146,17.419498,28.01636,29.032495,29.032495,29.032495,29.032495,29.032495
147,147,17.582561,28.27862,29.30427,29.30427,29.30427,29.30427,29.30427
148,148,17.747152,28.543337,29.578587,29.578587,29.578587,29.578587,29.578587
149,149,17.913284,28.810532,29.855473,29.855473,29.855473,29.855473,29.855473
150,150,18.08097,29.080227,30.13495,30.13495,30.13495,30.13495,30.13495
151,151,18.250225,29.352448,30.417044,30.417044,30.417044,30.417044,30.417044
152,152,18.421066,29.627214,30.701777,30.701777,30.701777,30.701777,30.701777
153,153,18.593506,29.904556,30.989178,30.989178,30.989178,30.989178,30.989178
154,154,18.76756,30.184492,31.279266,31.279266,31.279266,31.279266,31.279266
155,155,18.943243,30.467049,31.572071,31.572071,31.572071,31.572071,31.572071
156,156,19.120571,30.752253,31.867619,31.867619,31.867619,31.867619,31.867619
157,157,19.299559,31.040123,32.16593,32.16593,32.16593,32.16593,32.16593
158,158,19.480223,31.33069,32.467037,32.467037,32.467037,32.467037,32.467037
159,159,19.662577,31.623978,32.77096,32.77096,32.77096,32.77096,32.77096
160,160,19.846638,31.92001,33.07773,33.07773,33.07773,33.07773,33.07773
161,161,20.032423,32.21881,33.38737,33.38737,33.38737,33.38737,33.38737
162,162,20.219946,32.520412,33.69991,33.69991,33.69991,33.69991,33.69991
163,163,20.409225,32.824837,34.015377,34.015377,34.015377,34.015377,34.015377
164,164,20.600277,33.13211,34.333794,34.333794,34.333794,34.333794,34.333794
165,165,20.793116,33.44226,34.655193,34.655193,34.655193,34.655193,34.655193
166,166,20.98776,33.755314,34.9796,34.9796,34.9796,34.9796,34.9796
167,167,21.184227,34.071297,35.307045,35.307045,35.307045,35.307045,35.307045
168,168,21.382532,34.39024,35.637554,35.637554,35.637554,35.637554,35.637554
169,169,21.582693,34.712166,35.971157,35.971157,35.971157,35.971157,35.971157
170,170,21.784729,35.037106,36.307884,36.307884,36.307884,36.307884,36.307884
171,171,21.988657,35.36509,36.647762,36.647762,36.647762,36.647762,36.647762
172,172,22.194492,35.696144,36.99082,36.99082,36.99082,36.99082,36.99082
173,173,22.402256,36.030293,37.337093,37.337093,37.337093,37.337093,37.337093
174,174,22.611963,36.367573,37.686604,37.686604,37.686604,37.686604,37.686604
175,175,22.823633,36.70801,38.03939,38.03939,38.03939,38.03939,38.03939
176,176,23.037287,37.051636,38.395477,38.395477,38.395477,38.395477,38.395477
177,177,23.252937,37.398476,38.754898,38.754898,38.754898,38.754898,38.754898
178,178,23.47061,37.74856,39.117683,39.117683,39.117683,39.117683,39.117683
179,179,23.690317,38.10193,39.483864,39.483864,39.483864,39.483864,39.483864
180,180,23.912083,38.4586,39.85347,39.85347,39.85347,39.85347,39.85347
181,181,24.135923,38.81861,40.22654,40.22654,40.22654,40.22654,40.22654
182,182,24.36186,39.18199,40.6031,40.6031,40.6031,40.6031,40.6031
183,183,24.589912,39.548775,40.983185,40.983185,40.983185,40.983185,40.983185
184,184,24.820099,39.91899,41.36683,41.36683,41.36683,41.36683,41.36683
185,185,25.052439,40.29267,41.754066,41.754066,41.754066,41.754066,41.754066
186,186,25.286955,40.669853,42.144924,42.144924,42.144924,42.144924,42.144924
187,187,25.523666,41.050564,42.539444,42.539444,42.539444,42.539444,42.539444
188,188,25.762594,41.434837,42.937656,42.937656,42.937656,42.937656,42.937656
189,189,26.003757,41.82271,43.339596,43.339596,43.339596,43.339596,43.339596
190,190,26.247179,42.214214,43.745296,43.745296,43.745296,43.745296,43.745296
191,191,26.492878,42.60938,44.154797,44.154797,44.154797,44.154797,44.154797
192,192,26.74088,43.008247,44.56813,44.56813,44.56813,44.56813,44.56813
193,193,26.9912,43.410847,44.985332,44.985332,44.985332,44.985332,44.985332
194,194,27.243866,43.817215,45.40644,45.40644,45.40644,45.40644,45.40644
195,195,27.498896,44.22739,45.831493,45.831493,45.831493,45.831493,45.831493
196,196,27.756311,44.641403,46.26052,46.26052,46.26052,46.26052,46.26052
197,197,28.01614,45.05929,46.693565,46.693565,46.693565,46.693565,46.693565
198,198,28.278399,45.48109,47.130665,47.130665,47.130665,47.130665,47.130665
199,199,28.543114,45.90684,47.571854,47.571854,47.571854,47.571854,47.571854
200,200,28.810305,46.336575,48.017174,48.017174,48.017174,48.017174,48.017174
201,201,29.079998,46.770332,48.466663,48.466663,48.466663,48.466663,48.466663
202,202,29.352217,47.20815,48.92036,48.92036,48.92036,48.92036,48.92036
203,203,29.626984,47.650063,49.378304,49.378304,49.378304,49.378304,49.378304
204,204,29.904322,48.096115,49.840534,49.840534,49.840534,49.840534,49.840534
205,205,30.184256,48.546345,50.30709,50.30709,50.30709,50.30709,50.30709
206,206,30.46681,49.000786,50.77802,50.77802,50.77802,50.77802,50.77802
207,207,30.75201,49.459484,51.25335,51.25335,51.25335,51.25335,51.25335
208,208,31.03988,49.922474,51.733135,51.733135,51.733135,51.733135,51.733135
209,209,31.330444,50.389797,52.217407,52.217407,52.217407,52.217407,52.217407
210,210,31.62373,50.8615,52.706215,52.706215,52.706215,52.706215,52.706215
211,211,31.91976,51.337612,53.1996,53.1996,53.1996,53.1996,53.1996
212,212,32.21856,51.818184,53.6976,53.6976,53.6976,53.6976,53.6976
213,213,32.520157,52.303253,54.200264,54.200264,54.200264,54.200264,54.200264
214,214,32.82458,52.792866,54.707634,54.707634,54.707634,54.707634,54.707634
215,215,33.13185,53.28706,55.21975,55.21975,55.21975,55.21975,55.21975
216,216,33.441998,53.78588,55.736664,55.736664,55.736664,55.736664,55.736664
217,217,33.75505,54.28937,56.258415,56.258415,56.258415,56.258415,56.258415
218,218,34.07103,54.797573,56.78505,56.78505,56.78505,56.78505,56.78505
219,219,34.38997,55.310535,57.316616,57.316616,57.316616,57.316616,57.316616
220,220,34.711895,55.828297,57.853157,57.853157,57.853157,57.853157,57.853157
221,221,35.03683,56.350906,58.394722,58.394722,58.394722,58.394722,58.394722
222,222,35.36481,56.878407,58.941353,58.941353,58.941353,58.941353,58.941353
223,223,35.69586,57.410847,59.493103,59.493103,59.493103,59.493103,59.493103
224,224,36.03001,57.94827,60.05002,60.05002,60.05002,60.05002,60.05002
225,225,36.36729,58.490723,60.61215,60.61215,60.61215,60.61215,60.61215
226,226,36.70772,59.038254,61.17954,61.17954,61.17954,61.17954,61.17954
227,227,37.051346,59.59091,61.75224,61.75224,61.75224,61.75224,61.75224
228,228,37.398182,60.148743,62.330303,62.330303,62.330303,62.330303,62.330303
229,229,37.74827,60.711796,62.913776,62.913776,62.913776,62.913776,62.913776
230,230,38.101627,61.28012,63.502712,63.502712,63.502712,63.502712,63.502712
231,231,38.458298,61.853764,64.09716,64.09716,64.09716,64.09716,64.09716
232,232,38.818306,62.432777,64.697174,64.697174,64.697174,64.697174,64.697174
233,233,39.181686,63.01721,65.30281,65.30281,65.30281,65.30281,65.30281
234,234,39.548466,63.607113,65.91411,65.91411,65.91411,65.91411,65.91411
235,235,39.91868,64.20254,66.53113,66.53113,66.53113,66.53113,66.53113
236,236,40.29236,64.80354,67.15393,67.15393,67.15393,67.15393,67.15393
237,237,40.669533,65.410164,67.782555,67.782555,67.782555,67.782555,67.782555
238,238,41.050243,66.02247,68.41707,68.41707,68.41707,68.41707,68.41707
239,239,41.434513,66.64051,69.057526,69.057526,69.057526,69.057526,69.057526
240,240,41.82238,67.26433,69.70397,69.70397,69.70397,69.70397,69.70397
241,241,42.213882,67.89399,70.35647,70.35647,70.35647,70.35647,70.35647
242,242,42.609047,68.52955,71.015076,71.015076,71.015076,71.015076,71.015076
243,243,43.007908,69.17105,71.67985,71.67985,71.67985,71.67985,71.67985
244,244,43.410507,69.818565,72.350845,72.350845,72.350845,72.350845,72.350845
245,245,43.81687,70.47214,73.02812,73.02812,73.02812,73.02812,73.02812
246,246,44.227043,71.13183,73.71174,73.71174,73.71174,73.71174,73.71174
247,247,44.641052,71.79769,74.40176,74.40176,74.40176,74.40176,74.40176
248,248,45.058937,72.46979,75.09823,75.09823,75.09823,75.09823,75.09823
249,249,45.480736,73.14818,75.80122,75.80122,75.80122,75.80122,75.80122
250,250,45.90648,73.832924,76.5108,76.5108,76.5108,76.5108,76.5108
251,251,46.336212,74.52407,77.22702,77.22702,77.22702,77.22702,77.22702
252,252,46.769962,75.221695,77.94994,77.94994,77.94994,77.94994,77.94994
253,253,47.20778,75.92584,78.67963,78.67963,78.67963,78.67963,78.67963
254,254,47.64969,76.63658,79.41615,79.41615,79.41615,79.41615,79.41615
255,255,48.095737,77.35398,80.15957,80.15957,80.15957,80.15957,80.15957
256,256,48.545963,78.078094,80.90994,80.90994,80.90994,80.90994,80.90994
257,257,49.000404,78.80898,81.667336,81.667336,81.667336,81.667336,81.667336
258,258,49.459095,79.546715,82.43182,82.43182,82.43182,82.43182,82.43182
259,259,49.92208,80.29135,83.20347,83.20347,83.20347,83.20347,83.20347
260,260,50.389404,81.04296,83.98234,83.98234,83.98234,83.98234,83.98234
261,261,50.8611,81.8016,84.7685,84.7685,84.7685,84.7685,84.7685
262,262,51.33721,82.567345,85.56202,85.56202,85.56202,85.56202,85.56202
263,263,51.81778,83.34026,86.36296,86.36296,86.36296,86.36296,86.36296
264,264,52.302845,84.12041,87.17141,87.17141,87.17141,87.17141,87.17141
265,265,52.79245,84.90786,87.98742,87.98742,87.98742,87.98742,87.98742
266,266,53.286644,85.70268,88.81107,88.81107,88.81107,88.81107,88.81107
267,267,53.785458,86.504944,89.64243,89.64243,89.64243,89.64243,89.64243
268,268,54.288944,87.31472,90.481575,90.481575,90.481575,90.481575,90.481575
269,269,54.797142,88.13207,91.328575,91.328575,91.328575,91.328575,91.328575
270,270,55.3101,88.95708,92.1835,92.1835,92.1835,92.1835,92.1835
271,271,55.827858,89.7898,93.04643,93.04643,93.04643,93.04643,93.04643
272,272,56.350464,90.630325,93.91744,93.91744,93.91744,93.91744,93.91744
273,273,56.87796,91.47872,94.7966,94.7966,94.7966,94.7966,94.7966
274,274,57.410397,92.33505,95.68399,95.68399,95.68399,95.68399,95.68399
275,275,57.947815,93.1994,96.57969,96.57969,96.57969,96.57969,96.57969
276,276,58.490265,94.07184,97.48377,97.48377,97.48377,97.48377,97.48377
277,277,59.037792,94.952446,98.39632,98.39632,98.39632,98.39632,98.39632
278,278,59.590446,95.8413,99.317406,99.317406,99.317406,99.317406,99.317406
279,279,60.14827,96.73847,100.24712,100.24712,100.24712,100.24712,100.24712
280,280,60.71132,97.644035,101.18553,101.18553,101.18553,101.18553,101.18553
281,281,61.27964,98.55808,102.13273,102.13273,102.13273,102.13273,102.13273
282,282,61.85328,99.48069,103.0888,103.0888,103.0888,103.0888,103.0888
283,283,62.432285,100.41193,104.05381,104.05381,104.05381,104.05381,104.05381
284,284,63.016716,101.35188,105.02786,105.02786,105.02786,105.02786,105.02786
285,285,63.606617,102.30064,106.01102,106.01102,106.01102,106.01102,106.01102
286,286,64.202034,103.25828,107.0034,107.0034,107.0034,107.0034,107.0034
287,287,64.80303,104.22488,108.00505,108.00505,108.00505,108.00505,108.00505
288,288,65.40965,105.20052,109.01609,109.01609,109.01609,109.01609,109.01609
289,289,66.02196,106.18531,110.03659,110.03659,110.03659,110.03659,110.03659
290,290,66.639984,107.17931,111.06664,111.06664,111.06664,111.06664,111.06664
291,291,67.2638,108.18262,112.10634,112.10634,112.10634,112.10634,112.10634
292,292,67.89346,109.19531,113.15577,113.15577,113.15577,113.15577,113.15577
293,293,68.529015,110.21749,114.21502,114.21502,114.21502,114.21502,114.21502
294,294,69.17051,111.24924,115.28419,115.28419,115.28419,115.28419,115.28419
295,295,69.818016,112.29064,116.36337,116.36337,116.36337,116.36337,116.36337
296,296,70.47158,113.3418,117.45264,117.45264,117.45264,117.45264,117.45264
297,297,71.13127,114.40279,118.55212,118.55212,118.55212,118.55212,118.55212
298,298,71.79713,115.47372,119.66188,119.66188,119.66188,119.66188,119.66188
299,299,72.46922,116.55466,120.78204,120.78204,120.78204,120.78204,120.78204
300,300,73.147606,117.64574,121.91268,121.91268,121.91268,121.91268,121.91268
301,301,73.832344,118.74702,123.0539,123.0539,123.0539,123.0539,123.0539
302,302,74.52349,119.85861,124.20581,124.20581,124.20581,124.20581,124.20581
303,303,75.2211,120.98061,125.36851,125.36851,125.36851,125.36851,125.36851
304,304,75.92525,122.11311,126.54208,126.54208,126.54208,126.54208,126.54208
305,305,76.63599,123.25621,127.72664,127.72664,127.72664,127.72664,127.72664
306,306,77.35337,124.41001,128.92229,128.92229,128.92229,128.92229,128.92229
307,307,78.07748,125.57462,130.12914,130.12914,130.12914,130.12914,130.12914
308,308,78.808365,126.75011,131.34727,131.34727,131.34727,131.34727,131.34727
309,309,79.54609,127.93662,132.57681,132.57681,132.57681,132.57681,132.57681
310,310,80.29072,129.13425,133.81787,133.81787,133.81787,133.81787,133.81787
311,311,81.04232,130.34306,135.07054,135.07054,135.07054,135.07054,135.07054
312,312,81.80096,131.56322,136.33493,136.33493,136.33493,136.33493,136.33493
313,313,82.566696,132.79477,137.61116,137.61116,137.61116,137.61116,137.61116
314,314,83.33961,134.03787,138.89934,138.89934,138.89934,138.89934,138.89934
315,315,84.11975,135.2926,140.19958,140.19958,140.19958,140.19958,140.19958
316,316,84.907196,136.55907,141.512,141.512,141.512,141.512,141.512
317,317,85.70201,137.8374,142.83669,142.83669,142.83669,142.83669,142.83669
318,318,86.504265,139.1277,144.17378,144.17378,144.17378,144.17378,144.17378
319,319,87.31403,140.43007,145.52339,145.52339,145.52339,145.52339,145.52339
320,320,88.13138,141.74464,146.88564,146.88564,146.88564,146.88564,146.88564
321,321,88.95638,143.07152,148.26064,148.26064,148.26064,148.26064,148.26064
322,322,89.7891,144.4108,149.6485,149.6485,149.6485,149.6485,149.6485
323,323,90.629616,145.76263,151.04936,151.04936,151.04936,151.04936,151.04936
324,324,91.478004,147.12712,152.46333,152.46333,152.46333,152.46333,152.46333
325,325,92.33433,148.50438,153.89055,153.89055,153.89055,153.89055,153.89055
326,326,93.19867,149.89453,155.33112,155.33112,155.33112,155.33112,155.33112
327,327,94.071106,151.29768,156.78517,156.78517,156.78517,156.78517,156.78517
328,328,94.951706,152.71399,158.25284,158.25284,158.25284,158.25284,158.25284
329,329,95.840546,154.14354,159.73424,159.73424,159.73424,159.73424,159.73424
330,330,96.73771,155.58649,161.22952,161.22952,161.22952,161.22952,161.22952
331,331,97.64327,157.04294,162.73878,162.73878,162.73878,162.73878,162.73878
332,332,98.55731,158.51302,164.26219,164.26219,164.26219,164.26219,164.26219
333,333,99.479904,159.99686,165.79985,165.79985,165.79985,165.79985,165.79985
334,334,100.41114,161.49458,167.3519,167.3519,167.3519,167.3519,167.3519
335,335,101.35109,163.00633,168.91849,168.91849,168.91849,168.91849,168.91849
336,336,102.29984,164.53224,170.49973,170.49973,170.49973,170.49973,170.49973
337,337,103.25747,166.07242,172.09578,172.09578,172.09578,172.09578,172.09578
338,338,104.22406,167.62703,173.70677,173.70677,173.70677,173.70677,173.70677
339,339,105.1997,169.19618,175.33284,175.33284,175.33284,175.33284,175.33284
340,340,106.18448,170.78003,176.97412,176.97412,176.97412,176.97412,176.97412
341,341,107.17847,172.37871,178.63078,178.63078,178.63078,178.63078,178.63078
342,342,108.18177,173.99234,180.30295,180.30295,180.30295,180.30295,180.30295
343,343,109.19446,175.6211,181.99077,181.99077,181.99077,181.99077,181.99077
344,344,110.21663,177.26508,183.69438,183.69438,183.69438,183.69438,183.69438
345,345,111.24837,178.92445,185.41394,185.41394,185.41394,185.41394,185.41394
346,346,112.28976,180.59937,187.14961,187.14961,187.14961,187.14961,187.14961
347,347,113.34091,182.28996,188.90152,188.90152,188.90152,188.90152,188.90152
348,348,114.40189,183.99638,190.66983,190.66983,190.66983,190.66983,190.66983
349,349,115.47281,185.71877,192.45468,192.45468,192.45468,192.45468,192.45468
350,350,116.55375,187.45729,194.25626,194.25626,194.25626,194.25626,194.25626
