ID,TraitNodeGroupID,TraitNodeID,Index
18312,855,10021,39
18313,855,10004,38
18314,855,10002,37
18315,855,9990,36
18316,855,9972,35
18317,855,9951,34
18318,855,10014,33
18319,855,10029,32
18320,855,9991,31
18321,855,9950,30
18322,855,9964,29
18323,855,10077,28
18324,855,10066,27
18325,855,10047,26
18326,855,10052,25
18327,855,10041,24
18328,855,10048,0
18329,855,10079,0
18330,855,9959,0
18331,855,10042,0
18332,855,9961,0
18333,856,10008,32
18334,856,9985,31
18335,856,10071,30
18336,856,10056,29
18337,856,10024,28
18338,856,10009,27
18339,856,9948,26
18340,856,9983,25
18341,856,9970,24
18342,856,10022,23
18343,856,9945,22
18344,856,10043,21
18345,856,10073,20
18346,856,9971,19
18347,856,10025,18
18348,856,10055,17
18349,856,10023,16
18350,856,10057,15
18351,856,10044,14
18352,856,10026,13
18353,856,10054,12
18354,856,10045,11
18355,856,10007,10
18356,856,10010,9
18357,856,10072,8
18358,856,9984,7
18359,856,9968,6
18360,856,9946,5
18361,856,9947,4
18362,856,10027,3
18363,856,9969,2
18364,856,9986,1
18365,857,9944,36
18366,857,9952,35
18367,857,10018,34
18368,857,10011,33
18369,857,10021,32
18370,857,10004,31
18371,857,10015,30
18372,857,9963,29
18373,857,10030,28
18374,857,10060,27
18375,857,9989,26
18376,857,10002,25
18377,857,10058,24
18378,857,9990,23
18379,857,10028,22
18380,857,10031,21
18381,857,9972,20
18382,857,9951,19
18383,857,10006,18
18384,857,10012,17
18385,857,10017,16
18386,857,10014,15
18387,857,10020,14
18388,857,9949,13
18389,857,10029,12
18390,857,9988,11
18391,857,9991,10
18392,857,9987,9
18393,857,9950,8
18394,857,10061,7
18395,857,9965,6
18396,857,10059,5
18397,857,10016,4
18398,857,9966,3
18399,857,10005,2
18400,857,9964,1
18401,858,10067,34
18402,858,9978,33
18403,858,10076,32
18404,858,10068,31
18405,858,10078,30
18406,858,10019,29
18407,858,10037,28
18408,858,9997,27
18409,858,10042,26
18410,858,9959,25
18411,858,10049,24
18412,858,10041,23
18413,858,9980,22
18414,858,9998,21
18415,858,9999,20
18416,858,9939,19
18417,858,10051,18
18418,858,10069,17
18419,858,10050,16
18420,858,9979,15
18421,858,10052,14
18422,858,10075,13
18423,858,10048,12
18424,858,9962,11
18425,858,10039,10
18426,858,10040,9
18427,858,10047,8
18428,858,10077,7
18429,858,10053,6
18430,858,9961,5
18431,858,10079,4
18432,858,10038,3
18433,858,10066,2
18434,858,9960,1
18435,859,10048,93
18436,859,9959,92
18437,859,10041,91
18438,859,10052,90
18439,859,10066,89
18440,859,10077,88
18441,859,10079,87
18442,859,10042,86
18443,859,9961,85
18444,859,10047,84
18445,859,10008,83
18446,859,9985,82
18447,859,10056,81
18448,859,10024,80
18449,859,10009,79
18450,859,9948,78
18451,859,9970,77
18452,859,10022,76
18453,859,9945,75
18454,859,10073,74
18455,859,9971,73
18456,859,10025,72
18457,859,10055,71
18458,859,10023,70
18459,859,10057,69
18460,859,10044,68
18461,859,10054,67
18462,859,10007,66
18463,859,10010,65
18464,859,10072,64
18465,859,9968,63
18466,859,9946,62
18467,859,10027,61
18468,859,9986,60
18469,859,10018,59
18470,859,10021,58
18471,859,10004,57
18472,859,10015,56
18473,859,9963,55
18474,859,10060,54
18475,859,9989,53
18476,859,10002,52
18477,859,10058,51
18478,859,9990,50
18479,859,10028,49
18480,859,9972,48
18481,859,9951,47
18482,859,10017,46
18483,859,10014,45
18484,859,10020,44
18485,859,10029,43
18486,859,9991,42
18487,859,9987,41
18488,859,9950,40
18489,859,9965,39
18490,859,10059,38
18491,859,10016,37
18492,859,9966,36
18493,859,10005,35
18494,859,9964,34
18495,859,10069,33
18496,859,10039,32
18497,859,10038,31
18498,859,10067,30
18499,859,10040,29
18500,859,10019,28
18501,859,10051,0
18502,859,9999,0
18503,859,10050,0
18504,859,10049,0
18505,859,9980,0
18506,859,9998,0
18507,860,9976,38
18508,860,10000,37
18509,860,10074,36
18510,860,10034,35
18511,860,10001,34
18512,860,10033,33
18513,860,9993,32
18514,860,9982,31
18515,860,10063,30
18516,860,10032,29
18517,860,10003,28
18518,860,9953,27
18519,860,9943,26
18520,860,10035,25
18521,860,10046,24
18522,860,9967,23
18523,860,9975,22
18524,860,9954,21
18525,860,10036,20
18526,860,9955,0
18527,860,9994,0
18528,860,9995,0
18529,860,9957,0
18530,860,9977,0
18531,860,10062,0
18532,860,9958,0
18533,861,10064,1
18534,862,9937,76
18535,862,10070,75
18536,862,10064,74
18537,862,9956,73
18538,862,9958,72
18539,862,10035,71
18540,862,10013,69
18541,862,9940,68
18542,862,9936,67
18543,862,9974,67
18544,862,9967,66
18545,862,10046,65
18546,862,9942,64
18547,862,9982,63
18548,862,10065,62
18549,862,10034,61
18550,862,9975,60
18551,862,9954,58
18552,862,10000,57
18553,862,10063,56
18554,862,9955,55
18555,862,9943,54
18556,862,9941,53
18557,862,10074,52
18558,862,9976,51
18559,862,10032,50
18560,862,9994,49
18561,862,10036,48
18562,862,9957,47
18563,862,10062,46
18564,862,9992,45
18565,862,10003,44
18566,862,10033,43
18567,862,10001,42
18568,862,9973,41
18569,862,9938,39
18570,862,9996,39
18571,862,9977,38
18572,862,9981,37
18573,862,9993,36
18574,862,9953,35
18575,862,9995,34
18576,863,9996,1
19937,898,10968,35
19938,898,10967,34
19939,898,10942,33
19940,898,10971,32
19941,898,10955,31
19942,898,10940,30
19943,898,10941,29
19944,898,10962,28
19945,898,10965,27
19946,898,10963,26
19947,898,10950,25
19948,898,10944,24
19949,898,10952,23
19950,898,10959,22
19951,898,10949,21
19952,898,10948,20
19953,898,10958,19
19954,898,10956,18
19955,898,10970,17
19956,898,10954,16
19957,898,10943,15
19958,898,10964,14
19959,898,10966,13
19960,898,10947,12
19961,898,10953,11
19962,898,10945,10
19963,898,10946,9
19964,898,10951,8
19965,898,10961,7
19966,898,10972,6
19967,898,10957,5
19968,898,10969,4
19969,898,10939,3
19970,898,10938,2
19971,898,10960,1
19972,899,10904,34
19973,899,10905,33
19974,899,10910,32
19975,899,10929,31
19976,899,10937,30
19977,899,10922,29
19978,899,10906,28
19979,899,10907,27
19980,899,10908,26
19981,899,10920,25
19982,899,10911,24
19983,899,10909,23
19984,899,10912,22
19985,899,10914,21
19986,899,10915,20
19987,899,10916,19
19988,899,10917,18
19989,899,10919,17
19990,899,10927,16
19991,899,10921,15
19992,899,10918,14
19993,899,10923,13
19994,899,10924,12
19995,899,10925,11
19996,899,10926,10
19997,899,10928,9
19998,899,10930,8
19999,899,10931,7
20000,899,10932,6
20001,899,10933,5
20002,899,10934,4
20003,899,10935,3
20004,899,10936,2
20005,899,10913,1
20006,900,11051,1
20007,901,10981,104
20008,901,10933,103
20009,901,10937,102
20010,901,10928,101
20011,901,10932,100
20012,901,10922,99
20013,901,10908,98
20014,901,10916,97
20015,901,10923,96
20016,901,10934,95
20017,901,10912,94
20018,901,10906,93
20019,901,10921,92
20020,901,10927,91
20021,901,10935,90
20022,901,10917,89
20023,901,10907,88
20024,901,10913,87
20025,901,10918,86
20026,901,10919,85
20027,901,10910,84
20028,901,10911,83
20029,901,10931,82
20030,901,10929,81
20031,901,10909,80
20032,901,10930,79
20033,901,10925,78
20034,901,10920,77
20035,901,10926,76
20036,901,10904,75
20037,901,10914,74
20038,901,10936,73
20039,901,10905,72
20040,901,10915,71
20041,901,10924,70
20042,901,10958,69
20043,901,10940,68
20044,901,10951,67
20045,901,10956,66
20046,901,10948,65
20047,901,10966,64
20048,901,10969,63
20049,901,10950,62
20050,901,10967,61
20051,901,10953,60
20052,901,10970,59
20053,901,10942,58
20054,901,10946,57
20055,901,10960,56
20056,901,10963,55
20057,901,10954,54
20058,901,10952,53
20059,901,10949,52
20060,901,10947,51
20061,901,10939,50
20062,901,10941,49
20063,901,10943,48
20064,901,10968,47
20065,901,10962,46
20066,901,10945,45
20067,901,10957,44
20068,901,10965,43
20069,901,10961,42
20070,901,10971,41
20071,901,10955,40
20072,901,10972,39
20073,901,10944,38
20074,901,10964,37
20075,901,10938,36
20076,901,10959,35
20077,901,10976,33
20078,901,10977,32
20079,901,10978,31
20080,901,10984,30
20081,901,10987,29
20082,901,10988,28
20083,901,10989,27
20084,901,10990,26
20085,901,10993,25
20086,901,10994,24
20087,901,11004,23
20088,901,11007,22
20089,901,11008,21
20090,901,11009,20
20091,901,11010,19
20092,901,11011,18
20093,901,11012,17
20094,901,11013,16
20095,901,11027,15
20096,901,11028,14
20097,901,11029,13
20098,901,11033,12
20099,901,10973,11
20100,901,11034,11
20101,901,11035,10
20102,901,11038,9
20103,901,11039,8
20104,901,11041,7
20105,901,11042,6
20106,901,11044,5
20107,901,11045,4
20108,901,11047,3
20109,901,11048,2
20110,901,10975,1
20111,901,11049,1
20112,902,11000,8
20113,902,10991,6
20114,902,11031,3
20115,902,11032,2
20116,902,11052,1
20117,902,10992,0
20118,902,10998,0
20119,902,11002,0
20120,902,10986,0
20121,902,10982,0
20122,902,10983,0
20123,902,10996,0
20124,903,10981,32
20125,903,10984,31
20126,903,10976,30
20127,903,10977,30
20128,903,10978,30
20129,903,10987,29
20130,903,10988,28
20131,903,10989,27
20132,903,10990,26
20133,903,10993,25
20134,903,10994,24
20135,903,11004,23
20136,903,11007,22
20137,903,11008,21
20138,903,11009,20
20139,903,11010,19
20140,903,11011,18
20141,903,11012,17
20142,903,11013,16
20143,903,11027,15
20144,903,11028,14
20145,903,11029,13
20146,903,11033,12
20147,903,10973,11
20148,903,11034,11
20149,903,11035,10
20150,903,11038,9
20151,903,11039,8
20152,903,11041,7
20153,903,11042,6
20154,903,11044,5
20155,903,11045,4
20156,903,11047,3
20157,903,11048,2
20158,903,10975,1
20159,903,11049,1
20160,904,10992,20
20161,904,10991,19
20162,904,10982,18
20163,904,11032,17
20164,904,10996,16
20165,904,10986,15
20166,904,11052,14
20167,904,10983,13
20168,904,10998,12
20169,904,11002,11
20170,904,11000,10
20171,904,11031,9
20172,904,10979,8
20173,904,11023,2
20174,904,11026,1
20175,904,11040,0
20176,904,11037,0
20177,904,11016,0
20178,904,11006,0
20179,904,11019,0
20180,904,10985,0
20181,904,10999,0
20182,904,10980,0
20183,904,11021,0
20184,904,11005,0
20185,904,11014,0
20186,904,11036,0
20187,905,10981,67
20188,905,10973,66
20189,905,11013,65
20190,905,10984,64
20191,905,11033,63
20192,905,10994,62
20193,905,11011,61
20194,905,11034,60
20195,905,10993,59
20196,905,10987,58
20197,905,10988,57
20198,905,11012,56
20199,905,10931,55
20200,905,10907,54
20201,905,10932,53
20202,905,10927,52
20203,905,10914,51
20204,905,10911,50
20205,905,10924,49
20206,905,10936,48
20207,905,10905,47
20208,905,10937,46
20209,905,10921,45
20210,905,10917,44
20211,905,10925,43
20212,905,10933,42
20213,905,10934,41
20214,905,10920,40
20215,905,10913,39
20216,905,10915,38
20217,905,10930,37
20218,905,10906,36
20219,905,10904,35
20220,905,10928,34
20221,905,10910,33
20222,905,10916,32
20223,905,10929,31
20224,905,10944,30
20225,905,10972,29
20226,905,10941,28
20227,905,10963,27
20228,905,10952,26
20229,905,10953,25
20230,905,10970,24
20231,905,10957,23
20232,905,10949,22
20233,905,10965,21
20234,905,10964,20
20235,905,10956,19
20236,905,10948,18
20237,905,10954,17
20238,905,10943,16
20239,905,10955,15
20240,905,10942,14
20241,905,10945,13
20242,905,10962,12
20243,905,10947,11
20244,905,10966,10
20245,905,10971,9
20246,905,10969,8
20247,905,10968,7
20248,905,10950,6
20249,905,10940,5
20250,905,10976,4
20251,905,10977,4
20252,905,10978,4
20253,905,11007,3
20254,905,11027,2
20255,905,11042,1
20256,905,11010,0
20257,905,11009,0
20258,905,11008,0
20259,905,10989,0
20260,905,11028,0
20261,905,11029,0
20262,905,11038,0
20263,905,10990,0
20264,906,10934,23
20265,906,10927,22
20266,906,10906,21
20267,906,10924,20
20268,906,10913,19
20269,906,10917,18
20270,906,10904,17
20271,906,10930,16
20272,906,10905,15
20273,906,10915,14
20274,906,10943,13
20275,906,10948,12
20276,906,10969,11
20277,906,10941,10
20278,906,10945,9
20279,906,10972,8
20280,906,10970,7
20281,906,10950,6
20282,906,10965,5
20283,906,10947,4
20284,906,10994,3
20285,906,11011,2
20286,906,11033,1
20287,906,11012,0
20288,906,11034,0
20289,906,10973,0
20290,906,10984,0
20291,906,11013,0
20292,906,10987,0
20293,906,10981,0
20294,906,10988,0
20295,906,10993,0
20296,907,11020,45
20297,907,10983,44
20298,907,10982,43
20299,907,10980,42
20300,907,10979,41
20301,907,10985,40
20302,907,10986,39
20303,907,10991,38
20304,907,10992,37
20305,907,10995,36
20306,907,10996,35
20307,907,10974,34
20308,907,10997,34
20309,907,10998,33
20310,907,10999,32
20311,907,11000,31
20312,907,11001,30
20313,907,11002,29
20314,907,11003,28
20315,907,11005,27
20316,907,11006,26
20317,907,11014,25
20318,907,11015,24
20319,907,11016,23
20320,907,11017,22
20321,907,11018,21
20322,907,11019,20
20323,907,11021,17
20324,907,11022,16
20325,907,11023,15
20326,907,11024,14
20327,907,11025,13
20328,907,11026,12
20329,907,11030,11
20330,907,11031,10
20331,907,11032,9
20332,907,11036,8
20333,907,11037,7
20334,907,11040,6
20335,907,11043,5
20336,907,11046,4
20337,907,11050,3
20338,907,11051,2
20339,907,11052,1
20868,922,11276,97
20869,922,11262,96
20870,922,11270,95
20871,922,11267,94
20872,922,11292,93
20873,922,11263,92
20874,922,11293,91
20875,922,11268,90
20876,922,11261,89
20877,922,11278,88
20878,922,11294,87
20879,922,11266,86
20880,922,11264,85
20881,922,11277,84
20882,922,11259,83
20883,922,11275,82
20884,922,11291,81
20885,922,11265,80
20886,922,11272,79
20887,922,11274,78
20888,922,11269,77
20889,922,11271,76
20890,922,11281,75
20891,922,11273,74
20892,922,11279,73
20893,922,11295,72
20894,922,11308,71
20895,922,11318,70
20896,922,11307,69
20897,922,11303,68
20898,922,11313,67
20899,922,11310,66
20900,922,11326,65
20901,922,11306,64
20902,922,11314,63
20903,922,11296,62
20904,922,11324,61
20905,922,11301,60
20906,922,11325,59
20907,922,11300,58
20908,922,11305,57
20909,922,11298,56
20910,922,11311,55
20911,922,11327,54
20912,922,11304,53
20913,922,11312,52
20914,922,11315,51
20915,922,11302,50
20916,922,11309,49
20917,922,11328,48
20918,922,11335,47
20919,922,11338,46
20920,922,11345,45
20921,922,11348,44
20922,922,11359,43
20923,922,11343,42
20924,922,11332,41
20925,922,11349,40
20926,922,11346,39
20927,922,11358,38
20928,922,11337,37
20929,922,11329,36
20930,922,11341,35
20931,922,11360,34
20932,922,11331,33
20933,922,11347,32
20934,922,11333,31
20935,922,11340,30
20936,922,11334,29
20937,922,11342,28
20938,922,11361,27
20939,922,11339,26
20940,922,11344,25
20941,922,11336,24
20942,922,11362,23
20943,922,11372,22
20944,922,11365,21
20945,922,11370,20
20946,922,11369,19
20947,922,11375,18
20948,922,11366,17
20949,922,11368,16
20950,922,11364,15
20951,922,11382,14
20952,922,11374,13
20953,922,11371,12
20954,922,11363,11
20955,922,11373,10
20956,922,11367,9
20957,922,11376,8
20958,922,11384,7
20959,922,11254,6
20960,922,11390,2
20961,922,11383,0
20962,922,11381,0
20963,922,11377,0
20964,922,11257,0
20965,922,11255,0
20966,922,11380,0
20967,922,11391,0
20968,923,11372,40
20969,923,11366,39
20970,923,11363,38
20971,923,11380,37
20972,923,11370,36
20973,923,11383,35
20974,923,11374,34
20975,923,11254,33
20976,923,11386,32
20977,923,11384,31
20978,923,11387,30
20979,923,11371,29
20980,923,11381,27
20981,923,11373,26
20982,923,11365,25
20983,923,11382,24
20984,923,11368,23
20985,923,11389,21
20986,923,11391,19
20987,923,11252,18
20988,923,11378,17
20989,923,11388,16
20990,923,11253,15
20991,923,11385,14
20992,923,11369,13
20993,923,11364,12
20994,923,11375,11
20995,923,11390,10
20996,923,11255,9
20997,923,11367,8
20998,923,11256,7
20999,923,11376,5
21000,923,11257,4
21001,923,11377,3
21002,923,11379,2
21003,924,11417,57
21004,924,11245,56
21005,924,11395,55
21006,924,11244,54
21007,924,11406,53
21008,924,11393,51
21009,924,11403,48
21010,924,11425,47
21011,924,11251,46
21012,924,11408,45
21013,924,11405,44
21014,924,11411,43
21015,924,11396,43
21016,924,11409,41
21017,924,11413,40
21018,924,11394,39
21019,924,11400,38
21020,924,11398,35
21021,924,11404,34
21022,924,11247,33
21023,924,11412,32
21024,924,11430,30
21025,924,11416,29
21026,924,11246,28
21027,924,11421,27
21028,924,11399,25
21029,924,11422,23
21030,924,11250,22
21031,924,11392,21
21032,924,11248,20
21033,924,11423,19
21034,924,11419,18
21035,924,11418,17
21036,924,11407,16
21037,924,11249,14
21038,924,11414,13
21039,924,11401,11
21040,924,11402,10
21041,924,11410,9
21042,924,11397,8
21043,924,11420,7
21044,924,11428,6
21045,924,11415,5
21046,924,11424,4
21047,924,11429,3
21048,924,11427,3
21049,924,11426,2
21050,925,11425,12
21051,925,11400,11
21052,925,11398,10
21053,925,11426,9
21054,925,11393,8
21055,925,11399,7
21056,925,11401,6
21057,925,11402,5
21058,925,11395,4
21059,925,11424,3
21060,925,11403,2
21061,925,11394,1
21062,925,11247,0
21063,925,11392,0
21064,925,11404,0
21065,925,11396,0
21066,925,11397,0
21067,925,11248,0
21068,925,11423,0
21069,925,11406,0
21070,925,11412,0
21071,925,11249,0
21072,925,11251,0
21073,925,11422,0
21074,925,11405,0
21075,925,11407,0
21076,925,11411,0
21077,925,11413,0
21078,926,11416,2
21079,926,11415,1
21080,927,11417,2
21081,927,11416,1
21082,928,11315,45
21083,928,11302,44
21084,928,11310,43
21085,928,11300,42
21086,928,11324,41
21087,928,11304,40
21088,928,11301,39
21089,928,11325,38
21090,928,11319,37
21091,928,11328,36
21092,928,11323,35
21093,928,11321,33
21094,928,11308,32
21095,928,11312,31
21096,928,11296,30
21097,928,11311,28
21098,928,11314,26
21099,928,11326,24
21100,928,11307,23
21101,928,11327,22
21102,928,11317,20
21103,928,11303,18
21104,928,11297,16
21105,928,11316,14
21106,928,11298,11
21107,928,11299,10
21108,928,11306,9
21109,928,11309,7
21110,928,11305,6
21111,928,11313,5
21112,928,11320,4
21113,928,11318,3
21114,928,11322,2
21115,929,11395,11
21116,929,11403,10
21117,929,11393,9
21118,929,11398,7
21119,929,11424,1
21120,929,11426,0
21121,929,11401,0
21122,929,11394,0
21123,929,11425,0
21124,929,11402,0
21125,929,11400,0
21126,929,11399,0
21127,930,11338,36
21128,930,11329,35
21129,930,11344,34
21130,930,11352,33
21131,930,11350,30
21132,930,11345,29
21133,930,11356,28
21134,930,11362,27
21135,930,11339,26
21136,930,11330,25
21137,930,11359,24
21138,930,11360,23
21139,930,11351,22
21140,930,11340,21
21141,930,11346,20
21142,930,11358,19
21143,930,11341,18
21144,930,11342,17
21145,930,11357,16
21146,930,11334,15
21147,930,11348,14
21148,930,11354,13
21149,930,11332,12
21150,930,11353,11
21151,930,11333,10
21152,930,11335,9
21153,930,11347,8
21154,930,11336,7
21155,930,11331,6
21156,930,11355,5
21157,930,11337,4
21158,930,11343,3
21159,930,11349,2
21160,930,11361,1
21161,931,11288,145
21162,931,11276,144
21163,931,11258,143
21164,931,11280,142
21165,931,11262,141
21166,931,11270,140
21167,931,11267,139
21168,931,11274,138
21169,931,11282,137
21170,931,11291,136
21171,931,11269,135
21172,931,11278,134
21173,931,11261,133
21174,931,11295,132
21175,931,11292,131
21176,931,11293,130
21177,931,11294,129
21178,931,11266,128
21179,931,11287,127
21180,931,11264,126
21181,931,11277,125
21182,931,11284,124
21183,931,11259,123
21184,931,11275,122
21185,931,11286,121
21186,931,11268,120
21187,931,11265,119
21188,931,11272,118
21189,931,11290,117
21190,931,11283,116
21191,931,11263,115
21192,931,11285,114
21193,931,11271,113
21194,931,11281,112
21195,931,11289,111
21196,931,11273,110
21197,931,11279,109
21198,931,11260,108
21199,931,11323,107
21200,931,11308,106
21201,931,11297,105
21202,931,11316,104
21203,931,11322,103
21204,931,11318,102
21205,931,11307,101
21206,931,11303,100
21207,931,11313,99
21208,931,11310,98
21209,931,11326,97
21210,931,11306,96
21211,931,11314,95
21212,931,11319,94
21213,931,11296,93
21214,931,11324,92
21215,931,11321,91
21216,931,11301,90
21217,931,11325,89
21218,931,11300,88
21219,931,11305,87
21220,931,11298,86
21221,931,11311,85
21222,931,11327,84
21223,931,11304,83
21224,931,11312,82
21225,931,11317,81
21226,931,11315,80
21227,931,11299,79
21228,931,11302,78
21229,931,11309,77
21230,931,11328,76
21231,931,11320,75
21232,931,11335,74
21233,931,11338,73
21234,931,11345,72
21235,931,11348,71
21236,931,11359,70
21237,931,11351,69
21238,931,11332,68
21239,931,11349,67
21240,931,11346,66
21241,931,11358,65
21242,931,11352,64
21243,931,11350,63
21244,931,11342,62
21245,931,11360,61
21246,931,11356,60
21247,931,11341,59
21248,931,11331,58
21249,931,11340,57
21250,931,11354,56
21251,931,11343,55
21252,931,11330,54
21253,931,11334,53
21254,931,11361,52
21255,931,11347,51
21256,931,11333,50
21257,931,11353,49
21258,931,11337,48
21259,931,11357,47
21260,931,11355,46
21261,931,11329,45
21262,931,11339,44
21263,931,11344,43
21264,931,11336,42
21265,931,11362,41
21266,931,11372,40
21267,931,11378,39
21268,931,11363,38
21269,931,11380,37
21270,931,11370,36
21271,931,11383,34
21272,931,11374,33
21273,931,11386,32
21274,931,11384,31
21275,931,11387,30
21276,931,11371,29
21277,931,11381,27
21278,931,11373,26
21279,931,11365,25
21280,931,11382,24
21281,931,11368,23
21282,931,11389,21
21283,931,11391,19
21284,931,11366,17
21285,931,11252,17
21286,931,11388,16
21287,931,11253,15
21288,931,11385,14
21289,931,11369,13
21290,931,11364,12
21291,931,11375,11
21292,931,11390,10
21293,931,11255,9
21294,931,11367,8
21295,931,11256,7
21296,931,11376,5
21297,931,11257,4
21298,931,11377,3
21299,931,11379,2
21300,932,11419,2
21301,932,11420,1
21302,933,11262,55
21303,933,11270,54
21304,933,11267,53
21305,933,11263,52
21306,933,11268,51
21307,933,11261,50
21308,933,11294,49
21309,933,11264,48
21310,933,11265,47
21311,933,11269,46
21312,933,11271,45
21313,933,11295,44
21314,933,11308,43
21315,933,11307,42
21316,933,11310,41
21317,933,11306,40
21318,933,11296,39
21319,933,11301,38
21320,933,11300,37
21321,933,11305,36
21322,933,11327,35
21323,933,11304,34
21324,933,11302,33
21325,933,11309,32
21326,933,11328,31
21327,933,11335,30
21328,933,11338,29
21329,933,11345,28
21330,933,11332,27
21331,933,11346,26
21332,933,11331,25
21333,933,11333,24
21334,933,11340,23
21335,933,11334,22
21336,933,11361,21
21337,933,11339,20
21338,933,11344,19
21339,933,11336,18
21340,933,11362,17
21341,933,11363,16
21342,933,11375,15
21343,933,11370,14
21344,933,11369,13
21345,933,11367,12
21346,933,11364,11
21347,933,11372,10
21348,933,11366,9
21349,933,11365,8
21350,933,11371,7
21351,933,11368,6
21352,933,11382,5
21353,933,11374,4
21354,933,11373,2
21355,933,11376,1
21356,934,11261,64
21357,934,11263,61
21358,934,11293,60
21359,934,11258,59
21360,934,11285,58
21361,934,11281,57
21362,934,11264,56
21363,934,11294,55
21364,934,11266,54
21365,934,11275,52
21366,934,11277,50
21367,934,11259,49
21368,934,11295,48
21369,934,11290,47
21370,934,11270,44
21371,934,11276,43
21372,934,11260,42
21373,934,11286,41
21374,934,11282,40
21375,934,11268,35
21376,934,11279,34
21377,934,11265,33
21378,934,11262,32
21379,934,11269,31
21380,934,11292,30
21381,934,11288,29
21382,934,11284,28
21383,934,11280,27
21384,934,11273,26
21385,934,11278,25
21386,934,11267,24
21387,934,11291,21
21388,934,11271,19
21389,934,11289,18
21390,934,11272,17
21391,934,11274,16
21392,934,11287,6
21393,934,11283,4
21394,935,11427,2
21395,935,11430,1
26810,1884,15558,50
26811,1884,15595,49
26812,1884,15597,48
26813,1884,15536,47
26814,1884,15520,46
26815,1884,15557,45
26816,1884,15596,44
26817,1884,15586,43
26818,1884,15506,41
26819,1884,15570,40
26820,1884,15571,39
26821,1884,15460,38
26822,1884,15537,37
26823,1884,15504,36
26824,1884,15481,35
26825,1884,15538,32
26826,1884,15519,31
26827,1884,15559,30
26828,1884,15503,28
26829,1884,15461,27
26830,1884,15505,24
26831,1884,15556,23
26832,1884,15502,22
26833,1884,15585,21
26834,1884,15482,20
26835,1884,15572,19
26836,1884,15521,17
26837,1884,15479,16
26838,1884,15522,15
26839,1884,15598,14
26840,1884,15555,13
26841,1884,15452,9
26842,1884,15446,8
26843,1884,15480,7
26844,1884,15459,5
26845,1884,15535,4
26846,1885,15501,40
26847,1885,15507,39
26848,1885,15551,38
26849,1885,15554,37
26850,1885,15490,36
26851,1885,15477,35
26852,1885,15571,34
26853,1885,15485,33
26854,1885,15536,32
26855,1885,15599,31
26856,1885,15520,30
26857,1885,15516,29
26858,1885,15506,28
26859,1885,15586,27
26860,1885,15489,26
26861,1885,15458,25
26862,1885,15539,24
26863,1885,15460,23
26864,1885,15560,22
26865,1885,15558,21
26866,1885,15491,20
26867,1885,15513,19
26868,1885,15487,18
26869,1885,15537,17
26870,1885,15602,16
26871,1885,15584,15
26872,1885,15557,14
26873,1885,15570,13
