ID,MapID,SoundOverrideID,ChunkX,ChunkY,SubchunkX,SubchunkY
1986,1116,13,19,26,6,0
1987,1116,13,19,26,7,0
1988,1116,13,19,25,7,15
1989,1116,13,19,25,8,15
1990,1116,13,19,25,9,14
1991,1116,13,19,25,9,13
1992,1116,13,19,25,10,13
1993,1116,13,19,25,10,12
1994,1116,13,19,25,11,11
1995,1116,13,19,25,11,10
1996,1116,13,19,25,10,10
1997,1116,13,19,25,10,9
1998,1116,13,19,25,10,8
1999,1116,13,19,25,10,7
2000,1116,13,19,25,11,7
2001,1116,13,19,25,11,6
2002,1116,13,19,25,11,5
2003,1116,13,19,25,12,5
2004,1116,13,19,25,12,4
2005,1116,13,19,25,13,4
2006,1116,13,19,25,13,3
2007,1116,13,19,25,14,3
2008,1116,13,19,25,14,2
2009,1116,13,19,25,14,1
2010,1116,13,19,25,13,1
2011,1116,13,19,25,13,2
2012,1116,13,19,25,12,1
2013,1116,13,19,25,11,1
2014,1116,13,19,25,10,1
2015,1116,13,19,25,9,1
2016,1116,13,19,25,8,1
2017,1116,13,19,25,8,0
2018,1116,13,19,25,7,0
2019,1116,13,19,25,6,0
2020,1116,13,19,25,5,0
2021,1116,13,19,25,4,0
2022,1116,13,19,24,4,15
2023,1116,13,19,24,3,15
2024,1116,13,19,24,2,15
2025,1116,13,19,24,1,15
2026,1116,13,19,24,0,15
2027,1116,13,18,24,15,15
2028,1116,13,18,24,14,15
2029,1116,13,18,24,14,14
2030,1116,13,18,24,13,14
2031,1116,13,18,24,13,13
2032,1116,13,18,24,12,13
2033,1116,13,18,24,11,13
2034,1116,13,18,24,6,14
2035,1116,13,18,24,7,14
2036,1116,13,18,24,8,14
2037,1116,13,18,24,9,14
2038,1116,13,18,24,6,15
2039,1116,13,18,24,7,15
2040,1116,13,18,24,8,15
2041,1116,13,18,24,9,15
2042,1116,13,18,25,6,0
2043,1116,13,18,25,7,0
2044,1116,13,18,25,8,0
2045,1116,13,18,25,9,0
2046,1116,13,18,25,6,1
2047,1116,13,18,25,7,1
2048,1116,13,18,25,8,1
2049,1116,13,18,25,9,1
2050,1116,13,18,25,4,1
2051,1116,13,18,25,5,1
2052,1116,13,18,25,4,2
2053,1116,13,18,25,5,2
2054,1116,13,18,25,6,2
2055,1116,13,18,25,7,2
2056,1116,13,18,25,4,3
2057,1116,13,18,25,5,3
2058,1116,13,18,25,6,3
2059,1116,13,18,25,7,3
2060,1116,13,18,25,4,4
2061,1116,13,18,25,5,4
2062,1116,13,18,25,6,4
2063,1116,13,18,25,7,4
2064,1116,13,18,25,5,0
2065,1116,13,18,25,3,1
2066,1116,13,18,25,3,2
2067,1116,13,18,25,3,3
2068,1116,13,18,25,3,4
2069,1116,13,18,25,2,2
2070,1116,13,18,25,2,3
2071,1116,13,18,25,3,5
2072,1116,13,18,25,4,5
2073,1116,13,18,25,5,5
2074,1116,13,18,25,6,5
2075,1116,13,18,25,7,5
2076,1116,13,18,25,4,6
2077,1116,13,18,25,5,6
2078,1116,13,18,25,6,6
2079,1116,13,18,25,7,6
2080,1116,13,18,25,8,3
2081,1116,13,18,25,8,4
2082,1116,13,18,25,8,5
2083,1116,13,18,25,8,6
2084,1116,13,18,25,9,3
2085,1116,13,18,25,9,4
2086,1116,13,18,25,9,5
2087,1116,13,18,25,9,6
2088,1116,13,18,25,10,3
2089,1116,13,18,25,10,4
2090,1116,13,18,25,10,5
2091,1116,13,18,25,10,6
2092,1116,13,18,25,11,3
2093,1116,13,18,25,11,4
2094,1116,13,18,25,11,5
2095,1116,13,18,25,11,6
2096,1116,13,18,25,12,3
2097,1116,13,18,25,12,4
2098,1116,13,18,25,12,5
2099,1116,13,18,25,12,6
2100,1116,13,18,25,13,3
2101,1116,13,18,25,13,4
2102,1116,13,18,25,13,5
2103,1116,13,18,25,13,6
2104,1116,13,18,25,14,3
2105,1116,13,18,25,14,4
2106,1116,13,18,25,14,5
2107,1116,13,18,25,14,6
2132,1116,13,19,25,0,1
2133,1116,13,19,25,1,1
2134,1116,13,19,25,2,1
2135,1116,13,19,25,3,1
2136,1116,13,19,25,0,0
2137,1116,13,19,25,1,0
2138,1116,13,19,25,2,0
2139,1116,13,19,25,3,0
2140,1116,13,19,25,4,1
2142,1116,13,18,25,14,0
2143,1116,13,18,25,15,0
2144,1116,13,18,25,14,1
2145,1116,13,18,25,15,1
2146,1116,13,18,25,14,2
2147,1116,13,18,25,15,2
2148,1116,13,18,25,13,0
2149,1116,13,18,25,13,1
2150,1116,13,18,25,13,2
2151,1116,13,18,25,12,0
2152,1116,13,18,25,12,1
2153,1116,13,18,25,12,2
2154,1116,13,18,24,11,15
2155,1116,13,18,24,12,15
2156,1116,13,18,24,13,15
2157,1116,13,18,25,11,0
2158,1116,13,18,25,11,1
2159,1116,13,18,25,11,2
2160,1116,13,18,24,10,14
2161,1116,13,18,24,11,14
2162,1116,13,18,24,12,14
2163,1116,13,18,24,10,15
2164,1116,13,18,25,10,0
2165,1116,13,18,25,10,1
2166,1116,13,18,24,10,13
2167,1116,13,18,25,9,2
2168,1116,13,18,25,10,2
2169,1116,13,18,25,8,2
2170,1116,13,19,25,5,1
2171,1116,13,19,25,6,1
2180,1116,13,19,25,7,1
2182,1116,13,19,25,8,2
2187,1116,13,19,25,9,2
2188,1116,13,19,25,9,3
2189,1116,13,19,25,9,4
2193,1116,13,19,25,9,5
2194,1116,13,19,25,10,2
2195,1116,13,19,25,11,2
2196,1116,13,19,25,10,3
2197,1116,13,19,25,11,3
2198,1116,13,19,25,10,4
2199,1116,13,19,25,11,4
2200,1116,13,19,25,10,5
2201,1116,13,19,25,12,2
2202,1116,13,19,25,12,3
2204,1116,13,19,25,8,6
2205,1116,13,19,25,9,6
2206,1116,13,19,25,10,6
2209,1116,13,19,25,7,7
2210,1116,13,19,25,8,7
2211,1116,13,19,25,9,7
2212,1116,13,19,25,6,8
2213,1116,13,19,25,7,8
2214,1116,13,19,25,8,8
2215,1116,13,19,25,9,8
2216,1116,13,19,25,6,9
2217,1116,13,19,25,7,9
2218,1116,13,19,25,8,9
2219,1116,13,19,25,9,9
2220,1116,13,19,25,6,10
2221,1116,13,19,25,7,10
2222,1116,13,19,25,8,10
2223,1116,13,19,25,9,10
2224,1116,13,19,25,6,11
2225,1116,13,19,25,7,11
2226,1116,13,19,25,8,11
2227,1116,13,19,25,9,11
2228,1116,13,19,25,10,11
2229,1116,13,19,25,6,12
2230,1116,13,19,25,7,12
2231,1116,13,19,25,8,12
2232,1116,13,19,25,9,12
2233,1116,13,19,25,5,9
2234,1116,13,19,25,5,10
2235,1116,13,19,25,5,11
2236,1116,13,19,25,5,12
2237,1116,13,19,25,4,9
2238,1116,13,19,25,4,10
2239,1116,13,19,25,4,11
2240,1116,13,19,25,4,12
2241,1116,13,19,25,3,9
2242,1116,13,19,25,3,10
2243,1116,13,19,25,3,11
2244,1116,13,19,25,3,12
2245,1116,13,19,25,2,9
2246,1116,13,19,25,2,10
2247,1116,13,19,25,2,11
2248,1116,13,19,25,2,12
2249,1116,13,19,25,1,9
2250,1116,13,19,25,1,10
2251,1116,13,19,25,1,11
2252,1116,13,19,25,1,12
2253,1116,13,19,25,0,9
2254,1116,13,19,25,0,10
2255,1116,13,19,25,0,11
2256,1116,13,19,25,0,12
2257,1116,13,18,25,15,9
2258,1116,13,18,25,15,10
2259,1116,13,18,25,15,11
2260,1116,13,18,25,15,12
2261,1116,13,18,25,14,9
2262,1116,13,18,25,14,10
2263,1116,13,18,25,14,11
2264,1116,13,18,25,14,12
2265,1116,13,18,25,13,9
2266,1116,13,18,25,13,10
2267,1116,13,18,25,13,11
2268,1116,13,18,25,13,12
2269,1116,13,18,25,13,8
2270,1116,13,18,25,14,8
2271,1116,13,18,25,15,8
2273,1116,13,18,25,12,8
2274,1116,13,18,25,12,9
2275,1116,13,18,25,12,10
2276,1116,13,18,25,12,11
2277,1116,13,18,25,11,8
2278,1116,13,18,25,11,9
2279,1116,13,18,25,11,10
2280,1116,13,18,25,11,11
2281,1116,13,18,25,10,8
2282,1116,13,18,25,10,9
2283,1116,13,18,25,10,10
2284,1116,13,18,25,10,11
2285,1116,13,18,25,9,8
2286,1116,13,18,25,9,9
2287,1116,13,18,25,9,10
2288,1116,13,18,25,9,11
2289,1116,13,18,25,10,7
2290,1116,13,18,25,11,7
2291,1116,13,18,25,12,7
2292,1116,13,18,25,13,7
2293,1116,13,18,25,14,7
2310,1116,13,18,25,9,7
2311,1116,13,18,25,8,7
2312,1116,13,18,25,8,8
2313,1116,13,18,25,8,9
2314,1116,13,18,25,7,7
2315,1116,13,18,25,7,8
2316,1116,13,18,25,7,9
2317,1116,13,18,25,6,7
2318,1116,13,18,25,6,8
2319,1116,13,18,25,6,9
2320,1116,13,18,25,6,10
2321,1116,13,18,25,7,10
2322,1116,13,18,25,8,10
2323,1116,13,18,25,6,11
2324,1116,13,18,25,7,11
2325,1116,13,18,25,8,11
2326,1116,13,18,25,6,12
2327,1116,13,18,25,7,12
2328,1116,13,18,25,8,12
2329,1116,13,18,25,9,12
2330,1116,13,18,25,6,13
2331,1116,13,18,25,7,13
2332,1116,13,18,25,8,13
2333,1116,13,18,25,9,13
2334,1116,13,18,25,5,13
2335,1116,13,18,25,5,14
2336,1116,13,18,25,6,14
2337,1116,13,18,25,7,14
2338,1116,13,18,25,8,14
2339,1116,13,18,25,5,15
2340,1116,13,18,25,6,15
2341,1116,13,18,25,7,15
2342,1116,13,18,25,8,15
2343,1116,13,18,25,4,13
2344,1116,13,18,25,4,14
2345,1116,13,18,25,4,15
2346,1116,13,18,25,1,14
2347,1116,13,18,25,2,14
2348,1116,13,18,25,3,14
2349,1116,13,18,25,1,15
2350,1116,13,18,25,2,15
2351,1116,13,18,25,3,15
2352,1116,13,18,26,1,0
2353,1116,13,18,26,2,0
2354,1116,13,18,26,3,0
2355,1116,13,18,26,4,0
2356,1116,13,17,25,14,13
2357,1116,13,17,25,15,13
2358,1116,13,17,25,14,14
2359,1116,13,17,25,15,14
2360,1116,13,18,25,0,14
2361,1116,13,17,25,14,15
2362,1116,13,17,25,15,15
2363,1116,13,18,25,0,15
2364,1116,13,17,26,14,0
2365,1116,13,17,26,15,0
2366,1116,13,18,26,0,0
2367,1116,13,17,25,13,14
2368,1116,13,17,25,13,15
2369,1116,13,17,26,13,0
2370,1116,13,17,26,13,1
2371,1116,13,17,26,14,1
2372,1116,13,17,26,15,1
2373,1116,13,18,26,0,1
2374,1116,13,17,25,12,15
2375,1116,13,17,26,11,0
2376,1116,13,17,26,12,0
2377,1116,13,17,26,11,1
2378,1116,13,17,26,12,1
2379,1116,13,17,26,12,2
2380,1116,13,17,26,13,2
2381,1116,13,17,26,14,2
2382,1116,13,17,26,15,2
2383,1116,13,18,26,0,2
2384,1116,13,17,26,13,3
2385,1116,13,17,26,14,3
2386,1116,13,17,26,15,3
2387,1116,13,18,26,0,3
2388,1116,13,17,26,14,4
2389,1116,13,17,26,15,4
2390,1116,13,18,26,0,4
2391,1116,13,18,26,1,1
2392,1116,13,18,26,1,2
2393,1116,13,18,26,1,3
2394,1116,13,18,26,1,4
2395,1116,13,17,26,15,5
2396,1116,13,18,26,0,5
2397,1116,13,18,26,1,5
2398,1116,13,18,26,2,2
2399,1116,13,18,26,2,3
2400,1116,13,18,26,2,4
2401,1116,13,18,26,2,5
2402,1116,13,18,26,3,2
2403,1116,13,18,26,3,3
2404,1116,13,18,26,3,4
2405,1116,13,18,26,3,5
2406,1116,13,18,26,4,2
2407,1116,13,18,26,4,3
2408,1116,13,18,26,4,4
2409,1116,13,18,26,4,5
2410,1116,13,18,26,5,2
2411,1116,13,18,26,5,3
2412,1116,13,18,26,5,4
2413,1116,13,18,26,5,5
2414,1116,13,18,26,2,1
2415,1116,13,18,26,3,1
2416,1116,13,18,26,4,1
2417,1116,13,18,26,5,1
2418,1116,13,18,26,6,1
2419,1116,13,18,26,6,2
2420,1116,13,18,26,6,3
2421,1116,13,18,26,6,4
2422,1116,13,18,26,5,0
2423,1116,13,18,26,6,0
2424,1116,13,18,26,7,0
2425,1116,13,18,26,7,1
2426,1116,13,18,26,7,2
2427,1116,13,18,26,7,3
2428,1116,13,18,26,8,0
2429,1116,13,18,26,8,1
2430,1116,13,18,26,8,2
2431,1116,13,18,26,8,3
2432,1116,13,18,26,7,4
2433,1116,13,18,26,9,0
2434,1116,13,18,26,9,1
2435,1116,13,18,26,9,2
2436,1116,13,18,26,9,3
2437,1116,13,18,26,10,0
2438,1116,13,18,26,10,1
2439,1116,13,18,26,10,2
2440,1116,13,18,26,10,3
2441,1116,13,18,25,9,15
2442,1116,13,18,25,10,15
2443,1116,13,18,25,11,15
2444,1116,13,18,26,11,0
2445,1116,13,18,26,11,1
2446,1116,13,18,26,11,2
2447,1116,13,18,26,11,3
2448,1116,13,18,26,12,1
2449,1116,13,18,26,12,2
2450,1116,13,18,26,12,3
2451,1116,13,18,26,12,0
2452,1116,13,18,26,13,0
2453,1116,13,18,26,13,1
2454,1116,13,18,26,13,2
2455,1116,13,18,26,13,3
2456,1116,13,18,26,14,0
2457,1116,13,18,26,14,1
2458,1116,13,18,26,14,2
2459,1116,13,18,26,14,3
2460,1116,13,18,26,14,4
2461,1116,13,18,26,15,1
2462,1116,13,18,26,15,2
2463,1116,13,18,26,15,3
2464,1116,13,18,26,15,4
2465,1116,13,19,26,0,1
2466,1116,13,19,26,0,2
2467,1116,13,19,26,0,3
2468,1116,13,18,26,15,0
2469,1116,13,19,26,0,0
2470,1116,13,19,26,1,0
2471,1116,13,19,26,1,1
2472,1116,13,19,26,1,2
2473,1116,13,19,26,1,3
2474,1116,13,18,25,15,15
2475,1116,13,19,25,0,15
2476,1116,13,19,25,1,15
2477,1116,13,19,25,2,15
2478,1116,13,19,26,2,0
2479,1116,13,19,26,2,1
2480,1116,13,19,26,2,2
2481,1116,13,19,25,3,15
2482,1116,13,19,26,3,0
2483,1116,13,19,26,3,1
2484,1116,13,19,26,3,2
2485,1116,13,19,25,0,14
2486,1116,13,19,25,1,14
2487,1116,13,19,25,2,14
2488,1116,13,19,25,3,14
2489,1116,13,19,25,4,14
2490,1116,13,19,25,4,15
2491,1116,13,19,26,4,0
2492,1116,13,19,26,4,1
2493,1116,13,19,25,5,14
2494,1116,13,19,25,5,15
2495,1116,13,19,26,5,0
2496,1116,13,19,25,2,13
2497,1116,13,19,25,3,13
2498,1116,13,19,25,4,13
2499,1116,13,19,25,5,13
2500,1116,13,19,25,6,13
2501,1116,13,19,25,6,14
2502,1116,13,19,25,6,15
2503,1116,13,19,25,7,13
2504,1116,13,19,25,7,14
2505,1116,13,19,25,8,13
2506,1116,13,19,25,8,14
2507,1116,13,19,25,1,13
2508,1116,13,19,25,0,13
2509,1116,13,18,25,15,13
2510,1116,13,18,25,15,14
2511,1116,13,18,25,14,13
2512,1116,13,18,25,14,14
2513,1116,13,18,25,14,15
2514,1116,13,18,25,13,13
2515,1116,13,18,25,13,14
2516,1116,13,18,25,13,15
2517,1116,13,18,25,12,12
2518,1116,13,18,25,12,13
2519,1116,13,18,25,12,14
2520,1116,13,18,25,12,15
2521,1116,13,18,25,11,12
2522,1116,13,18,25,11,13
2523,1116,13,18,25,11,14
2524,1116,13,18,25,10,12
2525,1116,13,18,25,10,13
2526,1116,13,18,25,10,14
2527,1116,13,18,25,9,14
2528,1116,13,17,26,10,0
2529,1116,15,27,32,9,1
2530,1116,15,27,32,10,1
2531,1116,15,27,32,10,0
2532,1116,15,27,32,11,1
2533,1116,15,27,32,10,2
2534,1116,15,27,32,9,2
2535,1116,15,27,32,11,2
2536,1116,15,27,32,11,0
2537,1116,15,27,31,10,15
2538,1116,15,27,31,11,15
2539,1116,15,27,32,12,0
2540,1116,15,27,31,12,15
2541,1116,15,27,32,12,1
2542,1116,15,27,32,12,2
2543,1116,15,27,32,8,1
2544,1116,15,27,32,8,2
2545,1116,15,27,32,7,1
2546,1116,15,27,32,7,2
2547,1116,15,27,32,6,2
2548,1116,15,27,32,6,1
2549,1116,15,27,32,7,3
2550,1116,15,27,32,7,4
2551,1116,15,27,32,8,4
2552,1116,15,27,32,8,3
2553,1116,15,27,32,9,3
2554,1116,15,27,31,13,15
2555,1116,15,27,31,13,14
2556,1116,15,27,31,14,14
2557,1116,15,27,31,14,15
2558,1116,15,27,31,14,13
2559,1116,15,27,31,13,13
2560,1116,15,27,31,13,12
2561,1116,15,27,31,13,11
2562,1116,15,27,31,13,10
2563,1116,15,27,31,14,10
2564,1116,15,27,31,14,12
2565,1116,15,27,31,14,11
2566,1116,15,27,31,15,10
2567,1116,15,27,31,15,11
2568,1116,15,27,31,15,12
2569,1116,15,27,31,15,13
2570,1116,15,27,32,9,0
2571,1116,16,26,28,4,10
2572,1116,16,26,28,5,10
2573,1116,16,26,28,6,10
2574,1116,16,26,28,4,11
2575,1116,16,26,28,5,11
2576,1116,16,26,28,6,11
2577,1116,16,26,28,4,12
2578,1116,16,26,28,5,12
2579,1116,16,26,28,6,12
2580,1116,16,26,28,3,10
2581,1116,16,26,28,3,11
2582,1116,16,26,28,3,12
2583,1116,16,26,28,2,10
2584,1116,16,26,28,2,11
2585,1116,16,26,28,2,12
2586,1116,16,26,28,2,13
2587,1116,16,26,28,3,13
2588,1116,16,26,28,4,13
2589,1116,16,26,28,1,11
2590,1116,16,26,28,1,12
2591,1116,16,26,28,1,13
2592,1116,16,26,28,1,14
2593,1116,16,26,28,2,14
2594,1116,16,26,28,3,14
2595,1116,16,26,28,1,15
2596,1116,16,26,28,2,15
2597,1116,16,26,28,3,15
2598,1116,16,26,29,1,0
2599,1116,16,26,29,2,0
2600,1116,16,26,29,3,0
2601,1116,16,26,29,1,1
2602,1116,16,26,29,2,1
2603,1116,16,26,29,3,1
2604,1116,16,26,29,1,2
2605,1116,16,26,29,2,2
2606,1116,16,26,29,3,2
2607,1116,16,26,29,1,3
2608,1116,16,26,29,2,3
2609,1116,16,26,29,3,3
2610,1116,16,26,29,4,1
2611,1116,16,26,29,4,2
2612,1116,16,26,29,4,3
2613,1116,16,26,29,2,4
2614,1116,16,26,29,3,4
2615,1116,16,26,29,4,4
2616,1116,16,26,29,5,2
2617,1116,16,26,29,5,3
2618,1116,16,26,29,5,4
2619,1116,16,26,29,3,5
2620,1116,16,26,29,4,5
2621,1116,16,26,29,5,5
2622,1116,16,26,29,6,3
2623,1116,16,26,29,6,4
2624,1116,16,26,29,6,5
2625,1116,16,26,29,6,2
2626,1116,16,26,29,5,1
2627,1116,16,26,29,6,1
2628,1116,16,26,29,4,0
2629,1116,16,26,29,5,0
2630,1116,16,26,29,6,0
2631,1116,16,26,28,4,15
2632,1116,16,26,28,5,15
2633,1116,16,26,28,6,15
2634,1116,16,26,28,4,14
2635,1116,16,26,28,5,14
2636,1116,16,26,28,6,14
2637,1116,16,26,28,5,13
2638,1116,16,26,28,6,13
2639,1116,16,26,28,7,13
2640,1116,16,26,28,7,14
2641,1116,16,26,28,7,15
2642,1116,16,26,28,7,12
2643,1116,16,26,28,8,12
2644,1116,16,26,28,8,13
2645,1116,16,26,28,8,14
2646,1116,16,26,28,7,11
2647,1116,16,26,28,8,11
2648,1116,16,26,28,9,11
2649,1116,16,26,28,9,12
2650,1116,16,26,28,9,13
2651,1116,16,26,28,10,11
2652,1116,16,26,28,10,12
2653,1116,16,26,28,10,13
2654,1116,16,26,28,9,14
2655,1116,16,26,28,10,14
2656,1116,16,26,28,8,15
2657,1116,16,26,28,9,15
2658,1116,16,26,28,10,15
2659,1116,16,26,29,8,0
2660,1116,16,26,29,9,0
2661,1116,16,26,29,10,0
2662,1116,16,26,29,7,0
2663,1116,16,26,29,7,1
2664,1116,16,26,29,8,1
2665,1116,16,26,29,9,1
2666,1116,16,26,29,7,2
2667,1116,16,26,29,8,2
2668,1116,16,26,29,9,2
2669,1116,16,26,29,7,3
2670,1116,16,26,29,8,3
2671,1116,16,26,29,7,4
2672,1116,16,26,29,8,4
2673,1116,16,26,29,9,3
2674,1116,16,26,29,9,4
2675,1116,16,26,29,7,5
2676,1116,16,26,29,8,5
2677,1116,16,26,29,9,5
2678,1116,16,26,29,10,3
2679,1116,16,26,29,10,4
2680,1116,16,26,29,10,5
2681,1116,16,26,29,10,2
2682,1116,16,26,29,11,2
2683,1116,16,26,29,11,3
2684,1116,16,26,29,11,4
2685,1116,16,26,29,10,1
2686,1116,16,26,29,11,1
2687,1116,16,26,29,12,1
2688,1116,16,26,29,12,2
2689,1116,16,26,29,12,3
2690,1116,16,26,29,11,0
2691,1116,16,26,29,12,0
2692,1116,16,26,28,11,15
2693,1116,16,26,28,12,15
2694,1116,16,26,28,11,14
2695,1116,16,26,28,12,14
2696,1116,16,26,28,11,13
2697,1116,16,26,28,12,13
2698,1116,16,26,28,11,12
2699,1116,16,26,28,12,12
2700,1116,16,26,28,11,11
2701,1116,16,26,28,8,10
2702,1116,16,26,28,9,10
2703,1116,16,26,28,10,10
2704,1116,16,26,28,7,10
2705,1116,16,26,28,7,9
2706,1116,16,26,28,8,9
2707,1116,16,26,28,9,9
2708,1116,16,26,28,6,9
2709,1116,16,26,28,5,9
2710,1116,16,26,28,4,9
2711,1116,16,26,28,3,9
2712,1116,16,26,28,3,8
2713,1116,16,26,28,4,8
2714,1116,16,26,28,5,8
2715,1116,16,26,28,6,8
2716,1116,16,26,28,4,7
2717,1116,16,26,28,5,7
2718,1116,16,26,28,6,7
2719,1116,16,26,28,7,7
2720,1116,16,26,28,7,8
2721,1116,16,26,28,8,7
2722,1116,16,26,28,8,8
2723,1116,16,26,28,6,6
2724,1116,16,26,28,7,6
2725,1116,16,26,28,8,6
2726,1116,16,26,28,9,6
2727,1116,16,26,28,9,7
2728,1116,16,26,28,9,8
2729,1116,16,26,28,10,6
2730,1116,16,26,28,10,7
2731,1116,16,26,28,10,8
2732,1116,16,26,28,11,6
2733,1116,16,26,28,11,7
2734,1116,16,26,28,11,8
2735,1116,16,26,28,10,9
2736,1116,16,26,28,11,9
2737,1116,16,26,28,12,7
2738,1116,16,26,28,12,8
2739,1116,16,26,28,12,9
2740,1116,16,26,28,13,7
2741,1116,16,26,28,13,8
2742,1116,16,26,28,13,9
2743,1116,16,26,28,14,7
2744,1116,16,26,28,14,8
2745,1116,16,26,28,14,9
2746,1116,16,26,28,12,10
2747,1116,16,26,28,13,10
2748,1116,16,26,28,14,10
2749,1116,16,26,28,15,8
2750,1116,16,26,28,15,9
2751,1116,16,26,28,15,10
2752,1116,16,26,28,13,11
2753,1116,16,26,28,14,11
2754,1116,16,26,28,15,11
2755,1116,16,27,28,0,9
2756,1116,16,27,28,0,10
2757,1116,16,27,28,0,11
2758,1116,16,27,28,1,9
2759,1116,16,27,28,1,10
2760,1116,16,27,28,1,11
2761,1116,16,26,28,15,12
2762,1116,16,27,28,0,12
2763,1116,16,27,28,1,12
2764,1116,16,26,28,15,13
2765,1116,16,27,28,0,13
2766,1116,16,27,28,1,13
2767,1116,16,27,28,2,11
2768,1116,16,27,28,2,12
2769,1116,16,27,28,2,13
2770,1116,16,27,28,0,14
2771,1116,16,27,28,1,14
2772,1116,16,27,28,2,14
2773,1116,16,27,28,0,15
2774,1116,16,27,28,1,15
2775,1116,16,27,28,2,15
2776,1116,16,27,29,0,0
2777,1116,16,27,29,1,0
2778,1116,16,27,29,2,0
2779,1116,16,27,28,3,14
2780,1116,16,27,28,3,15
2781,1116,16,27,29,3,0
2782,1116,16,27,29,1,1
2783,1116,16,27,29,2,1
2784,1116,16,27,29,3,1
2785,1116,16,27,29,1,2
2786,1116,16,27,29,2,2
2787,1116,16,27,29,3,2
2788,1116,16,27,29,1,3
2789,1116,16,27,29,2,3
2790,1116,16,27,29,3,3
2791,1116,16,27,29,1,4
2792,1116,16,27,29,2,4
2793,1116,16,27,29,3,4
2794,1116,16,27,29,0,2
2795,1116,16,27,29,0,3
2796,1116,16,27,29,0,4
2797,1116,16,27,29,0,5
2798,1116,16,27,29,1,5
2799,1116,16,27,29,2,5
2800,1116,16,27,29,0,6
2801,1116,16,27,29,1,6
2802,1116,16,27,29,2,6
2803,1116,16,26,29,15,4
2804,1116,16,26,29,15,5
2805,1116,16,26,29,15,6
2806,1116,16,26,29,15,7
2807,1116,16,27,29,0,7
2808,1116,16,27,29,1,7
