ID,ItemLevel,Quality[0],Quality[1],Quality[2],Quality[3],Quality[4],Quality[5],Quality[6]
25,25,1.4075735,2.2638474,2.3459558,2.3459558,2.3459558,2.3459558,2.3459558
26,26,1.463398,2.3536317,2.4389968,2.4389968,2.4389968,2.4389968,2.4389968
27,27,1.5196981,2.4441812,2.5328302,2.5328302,2.5328302,2.5328302,2.5328302
28,28,1.5764742,2.535496,2.6274571,2.6274571,2.6274571,2.6274571,2.6274571
29,29,1.634002,2.6280198,2.7233367,2.7233367,2.7233367,2.7233367,2.7233367
30,30,1.6926795,2.7223928,2.8211324,2.8211324,2.8211324,2.8211324,2.8211324
31,31,1.7529416,2.8193142,2.9215693,2.9215693,2.9215693,2.9215693,2.9215693
32,32,1.8152617,2.919546,3.0254362,3.0254362,3.0254362,3.0254362,3.0254362
33,33,1.880155,3.0239158,3.1335917,3.1335917,3.1335917,3.1335917,3.1335917
34,34,1.9294772,3.1032426,3.2157953,3.2157953,3.2157953,3.2157953,3.2157953
35,35,1.9900626,3.200684,3.316771,3.316771,3.316771,3.316771,3.316771
36,36,2.0531077,3.3020816,3.4218462,3.4218462,3.4218462,3.4218462,3.4218462
37,37,2.1187248,3.407616,3.531208,3.531208,3.531208,3.531208,3.531208
38,38,2.1870325,3.517477,3.6450539,3.6450539,3.6450539,3.6450539,3.6450539
39,39,2.2581544,3.6318653,3.7635908,3.7635908,3.7635908,3.7635908,3.7635908
40,40,2.3322217,3.7509902,3.8870363,3.8870363,3.8870363,3.8870363,3.8870363
41,41,2.4093716,3.8750725,4.0156193,4.0156193,4.0156193,4.0156193,4.0156193
42,42,2.489748,4.0043445,4.14958,4.14958,4.14958,4.14958,4.14958
43,43,2.573503,4.1390505,4.2891717,4.2891717,4.2891717,4.2891717,4.2891717
44,44,2.660796,4.2794466,4.43466,4.43466,4.43466,4.43466,4.43466
45,45,2.751795,4.4258037,4.5863247,4.5863247,4.5863247,4.5863247,4.5863247
46,46,2.8466766,4.578405,4.744461,4.744461,4.744461,4.744461,4.744461
47,47,2.945627,4.73755,4.909378,4.909378,4.909378,4.909378,4.909378
48,48,3.0488415,4.9035535,5.0814023,5.0814023,5.0814023,5.0814023,5.0814023
49,49,3.1343503,5.04108,5.223917,5.223917,5.223917,5.223917,5.223917
50,50,3.2229545,5.183585,5.3715906,5.3715906,5.3715906,5.3715906,5.3715906
51,51,3.2913146,5.293531,5.485524,5.485524,5.485524,5.485524,5.485524
52,52,3.3616698,5.4066854,5.6027827,5.6027827,5.6027827,5.6027827,5.6027827
53,53,3.4095912,5.483759,5.682652,5.682652,5.682652,5.682652,5.682652
54,54,3.4830394,5.601888,5.8050656,5.8050656,5.8050656,5.8050656,5.8050656
55,55,3.5330727,5.6823587,5.8884544,5.8884544,5.8884544,5.8884544,5.8884544
56,56,3.6097662,5.8057075,6.0162773,6.0162773,6.0162773,6.0162773,6.0162773
57,57,3.6620157,5.889742,6.1033597,6.1033597,6.1033597,6.1033597,6.1033597
58,58,3.7421145,6.0185676,6.236858,6.236858,6.236858,6.236858,6.236858
59,59,3.8037717,6.117733,6.3396196,6.3396196,6.3396196,6.3396196,6.3396196
60,60,3.8736565,6.2301307,6.456094,6.456094,6.456094,6.456094,6.456094
61,61,3.923781,6.3107476,6.539635,6.539635,6.539635,6.539635,6.539635
62,62,3.9819677,6.404331,6.636613,6.636613,6.636613,6.636613,6.636613
63,63,4.019243,6.4642825,6.698738,6.698738,6.698738,6.698738,6.698738
64,64,4.056867,6.5247946,6.761445,6.761445,6.761445,6.761445,6.761445
65,65,4.0948434,6.585873,6.824739,6.824739,6.824739,6.824739,6.824739
66,66,4.1331754,6.6475234,6.8886256,6.8886256,6.8886256,6.8886256,6.8886256
67,67,4.171866,6.709751,6.9531097,6.9531097,6.9531097,6.9531097,6.9531097
68,68,4.210919,6.772561,7.018198,7.018198,7.018198,7.018198,7.018198
69,69,4.250337,6.835959,7.083895,7.083895,7.083895,7.083895,7.083895
70,70,4.2901244,6.8999505,7.1502075,7.1502075,7.1502075,7.1502075,7.1502075
71,71,4.3302846,6.964541,7.2171407,7.2171407,7.2171407,7.2171407,7.2171407
72,72,4.3708205,7.029736,7.2847004,7.2847004,7.2847004,7.2847004,7.2847004
73,73,4.4117355,7.0955415,7.352893,7.352893,7.352893,7.352893,7.352893
74,74,4.453034,7.161963,7.4217234,7.4217234,7.4217234,7.4217234,7.4217234
75,75,4.4947186,7.229006,7.491198,7.491198,7.491198,7.491198,7.491198
76,76,4.5367937,7.2966766,7.561323,7.561323,7.561323,7.561323,7.561323
77,77,4.5792627,7.364981,7.632105,7.632105,7.632105,7.632105,7.632105
78,78,4.6221294,7.4339247,7.703549,7.703549,7.703549,7.703549,7.703549
79,79,4.665397,7.503514,7.775662,7.775662,7.775662,7.775662,7.775662
80,80,4.7090697,7.5737543,7.8484497,7.8484497,7.8484497,7.8484497,7.8484497
81,81,4.7531514,7.644652,7.9219193,7.9219193,7.9219193,7.9219193,7.9219193
82,82,4.797646,7.7162137,7.9960766,7.9960766,7.9960766,7.9960766,7.9960766
83,83,4.8425565,7.788445,8.070928,8.070928,8.070928,8.070928,8.070928
84,84,4.887888,7.861353,8.14648,8.14648,8.14648,8.14648,8.14648
85,85,4.9336433,7.934943,8.222739,8.222739,8.222739,8.222739,8.222739
86,86,4.9798274,8.009222,8.299712,8.299712,8.299712,8.299712,8.299712
87,87,5.0264435,8.084196,8.377406,8.377406,8.377406,8.377406,8.377406
88,88,5.073496,8.159873,8.455827,8.455827,8.455827,8.455827,8.455827
89,89,5.120989,8.236258,8.534982,8.534982,8.534982,8.534982,8.534982
90,90,5.1689267,8.313357,8.614878,8.614878,8.614878,8.614878,8.614878
91,91,5.217313,8.391178,8.695521,8.695521,8.695521,8.695521,8.695521
92,92,5.2661524,8.469728,8.77692,8.77692,8.77692,8.77692,8.77692
93,93,5.3154488,8.549013,8.859081,8.859081,8.859081,8.859081,8.859081
94,94,5.3652067,8.629041,8.942011,8.942011,8.942011,8.942011,8.942011
95,95,5.4154305,8.709817,9.025718,9.025718,9.025718,9.025718,9.025718
96,96,5.466124,8.791349,9.110208,9.110208,9.110208,9.110208,9.110208
97,97,5.5172925,8.873646,9.195488,9.195488,9.195488,9.195488,9.195488
98,98,5.56894,8.956712,9.281567,9.281567,9.281567,9.281567,9.281567
99,99,5.621071,9.040556,9.368452,9.368452,9.368452,9.368452,9.368452
100,100,5.67369,9.125184,9.45615,9.45615,9.45615,9.45615,9.45615
101,101,5.7268014,9.210606,9.544669,9.544669,9.544669,9.544669,9.544669
102,102,5.78041,9.296826,9.634017,9.634017,9.634017,9.634017,9.634017
103,103,5.8345203,9.383854,9.7242,9.7242,9.7242,9.7242,9.7242
104,104,5.8891373,9.471696,9.815228,9.815228,9.815228,9.815228,9.815228
105,105,5.9442654,9.560361,9.907109,9.907109,9.907109,9.907109,9.907109
106,106,5.99991,9.649855,9.99985,9.99985,9.99985,9.99985,9.99985
107,107,6.056075,9.740188,10.093458,10.093458,10.093458,10.093458,10.093458
108,108,6.1127663,9.831366,10.187943,10.187943,10.187943,10.187943,10.187943
109,109,6.1699877,9.923397,10.283313,10.283313,10.283313,10.283313,10.283313
110,110,6.227745,10.01629,10.379575,10.379575,10.379575,10.379575,10.379575
111,111,6.2860427,10.110052,10.476738,10.476738,10.476738,10.476738,10.476738
112,112,6.344887,10.204693,10.574811,10.574811,10.574811,10.574811,10.574811
113,113,6.404281,10.300219,10.673801,10.673801,10.673801,10.673801,10.673801
114,114,6.4642315,10.396639,10.77372,10.77372,10.77372,10.77372,10.77372
115,115,6.5247436,10.493962,10.874572,10.874572,10.874572,10.874572,10.874572
116,116,6.5858216,10.592196,10.976369,10.976369,10.976369,10.976369,10.976369
117,117,6.6474714,10.69135,11.079119,11.079119,11.079119,11.079119,11.079119
118,118,6.709698,10.791431,11.182831,11.182831,11.182831,11.182831,11.182831
119,119,6.772508,10.89245,11.287513,11.287513,11.287513,11.287513,11.287513
120,120,6.8359056,10.994414,11.393176,11.393176,11.393176,11.393176,11.393176
121,121,6.899896,11.097333,11.499827,11.499827,11.499827,11.499827,11.499827
122,122,6.964486,11.201216,11.607477,11.607477,11.607477,11.607477,11.607477
123,123,7.0296807,11.30607,11.716135,11.716135,11.716135,11.716135,11.716135
124,124,7.0954857,11.411906,11.825809,11.825809,11.825809,11.825809,11.825809
125,125,7.1619067,11.518733,11.936511,11.936511,11.936511,11.936511,11.936511
126,126,7.2289495,11.62656,12.048249,12.048249,12.048249,12.048249,12.048249
127,127,7.2966194,11.735396,12.161033,12.161033,12.161033,12.161033,12.161033
128,128,7.3649235,11.845252,12.274872,12.274872,12.274872,12.274872,12.274872
129,129,7.4338665,11.956135,12.389777,12.389777,12.389777,12.389777,12.389777
130,130,7.5034547,12.068056,12.505758,12.505758,12.505758,12.505758,12.505758
131,131,7.5736947,12.181026,12.622825,12.622825,12.622825,12.622825,12.622825
132,132,7.6445923,12.295053,12.740987,12.740987,12.740987,12.740987,12.740987
133,133,7.716153,12.410147,12.860255,12.860255,12.860255,12.860255,12.860255
134,134,7.788384,12.526318,12.98064,12.98064,12.98064,12.98064,12.98064
135,135,7.8612914,12.643577,13.102152,13.102152,13.102152,13.102152,13.102152
136,136,7.9348807,12.761933,13.224801,13.224801,13.224801,13.224801,13.224801
137,137,8.009159,12.881398,13.348598,13.348598,13.348598,13.348598,13.348598
138,138,8.084133,13.001981,13.473556,13.473556,13.473556,13.473556,13.473556
139,139,8.159809,13.123693,13.599681,13.599681,13.599681,13.599681,13.599681
140,140,8.236193,13.246543,13.726988,13.726988,13.726988,13.726988,13.726988
141,141,8.313292,13.370544,13.855486,13.855486,13.855486,13.855486,13.855486
142,142,8.391112,13.495706,13.985188,13.985188,13.985188,13.985188,13.985188
143,143,8.469662,13.62204,14.116103,14.116103,14.116103,14.116103,14.116103
144,144,8.548946,13.749556,14.248244,14.248244,14.248244,14.248244,14.248244
145,145,8.628973,13.878265,14.381621,14.381621,14.381621,14.381621,14.381621
146,146,8.709749,14.00818,14.516248,14.516248,14.516248,14.516248,14.516248
147,147,8.791281,14.13931,14.652135,14.652135,14.652135,14.652135,14.652135
148,148,8.873576,14.271668,14.789293,14.789293,14.789293,14.789293,14.789293
149,149,8.956642,14.405266,14.927736,14.927736,14.927736,14.927736,14.927736
150,150,9.040485,14.540113,15.067475,15.067475,15.067475,15.067475,15.067475
151,151,9.125113,14.676224,15.208522,15.208522,15.208522,15.208522,15.208522
152,152,9.210533,14.813607,15.350888,15.350888,15.350888,15.350888,15.350888
153,153,9.296753,14.952278,15.494589,15.494589,15.494589,15.494589,15.494589
154,154,9.38378,15.092246,15.639633,15.639633,15.639633,15.639633,15.639633
155,155,9.4716215,15.233524,15.786036,15.786036,15.786036,15.786036,15.786036
156,156,9.560286,15.376126,15.933809,15.933809,15.933809,15.933809,15.933809
157,157,9.649779,15.520061,16.082966,16.082966,16.082966,16.082966,16.082966
158,158,9.740111,15.665345,16.233519,16.233519,16.233519,16.233519,16.233519
159,159,9.831288,15.811989,16.38548,16.38548,16.38548,16.38548,16.38548
160,160,9.923319,15.960005,16.538864,16.538864,16.538864,16.538864,16.538864
161,161,10.016212,16.109406,16.693686,16.693686,16.693686,16.693686,16.693686
162,162,10.109973,16.260206,16.849955,16.849955,16.849955,16.849955,16.849955
163,163,10.204613,16.412418,17.007689,17.007689,17.007689,17.007689,17.007689
164,164,10.300138,16.566055,17.166897,17.166897,17.166897,17.166897,17.166897
165,165,10.396558,16.72113,17.327597,17.327597,17.327597,17.327597,17.327597
166,166,10.49388,16.877657,17.4898,17.4898,17.4898,17.4898,17.4898
167,167,10.592113,17.035648,17.653522,17.653522,17.653522,17.653522,17.653522
168,168,10.691266,17.19512,17.818777,17.818777,17.818777,17.818777,17.818777
169,169,10.791347,17.356083,17.985579,17.985579,17.985579,17.985579,17.985579
170,170,10.892365,17.518553,18.153942,18.153942,18.153942,18.153942,18.153942
171,171,10.994328,17.682545,18.323881,18.323881,18.323881,18.323881,18.323881
172,172,11.097246,17.848072,18.49541,18.49541,18.49541,18.49541,18.49541
173,173,11.201128,18.015146,18.668547,18.668547,18.668547,18.668547,18.668547
174,174,11.305982,18.183786,18.843302,18.843302,18.843302,18.843302,18.843302
175,175,11.411817,18.354006,19.019695,19.019695,19.019695,19.019695,19.019695
176,176,11.518643,18.525818,19.197739,19.197739,19.197739,19.197739,19.197739
177,177,11.626469,18.699238,19.377449,19.377449,19.377449,19.377449,19.377449
178,178,11.735305,18.87428,19.558842,19.558842,19.558842,19.558842,19.558842
179,179,11.845159,19.050964,19.741932,19.741932,19.741932,19.741932,19.741932
180,180,11.956041,19.2293,19.926735,19.926735,19.926735,19.926735,19.926735
181,181,12.067962,19.409306,20.11327,20.11327,20.11327,20.11327,20.11327
182,182,12.18093,19.590996,20.30155,20.30155,20.30155,20.30155,20.30155
183,183,12.294956,19.774387,20.491592,20.491592,20.491592,20.491592,20.491592
184,184,12.410049,19.959496,20.683414,20.683414,20.683414,20.683414,20.683414
185,185,12.526219,20.146336,20.877033,20.877033,20.877033,20.877033,20.877033
186,186,12.643477,20.334927,21.072462,21.072462,21.072462,21.072462,21.072462
187,187,12.761833,20.525282,21.269722,21.269722,21.269722,21.269722,21.269722
188,188,12.881297,20.717419,21.468828,21.468828,21.468828,21.468828,21.468828
189,189,13.001879,20.911354,21.669798,21.669798,21.669798,21.669798,21.669798
190,190,13.12359,21.107107,21.872648,21.872648,21.872648,21.872648,21.872648
191,191,13.246439,21.30469,22.077398,22.077398,22.077398,22.077398,22.077398
192,192,13.37044,21.504124,22.284065,22.284065,22.284065,22.284065,22.284065
193,193,13.4956,21.705423,22.492666,22.492666,22.492666,22.492666,22.492666
194,194,13.621933,21.908607,22.70322,22.70322,22.70322,22.70322,22.70322
195,195,13.749448,22.113695,22.915747,22.915747,22.915747,22.915747,22.915747
196,196,13.878156,22.320702,23.13026,23.13026,23.13026,23.13026,23.13026
197,197,14.00807,22.529646,23.346783,23.346783,23.346783,23.346783,23.346783
198,198,14.139199,22.740545,23.565332,23.565332,23.565332,23.565332,23.565332
199,199,14.271557,22.95342,23.785927,23.785927,23.785927,23.785927,23.785927
200,200,14.405152,23.168287,24.008587,24.008587,24.008587,24.008587,24.008587
201,201,14.539999,23.385166,24.233332,24.233332,24.233332,24.233332,24.233332
202,202,14.676108,23.604074,24.46018,24.46018,24.46018,24.46018,24.46018
203,203,14.813492,23.825031,24.689152,24.689152,24.689152,24.689152,24.689152
204,204,14.952161,24.048058,24.920267,24.920267,24.920267,24.920267,24.920267
205,205,15.092128,24.273172,25.153545,25.153545,25.153545,25.153545,25.153545
206,206,15.233405,24.500393,25.38901,25.38901,25.38901,25.38901,25.38901
207,207,15.376005,24.729742,25.626675,25.626675,25.626675,25.626675,25.626675
208,208,15.51994,24.961237,25.866568,25.866568,25.866568,25.866568,25.866568
209,209,15.665222,25.194899,26.108704,26.108704,26.108704,26.108704,26.108704
210,210,15.811865,25.43075,26.353107,26.353107,26.353107,26.353107,26.353107
211,211,15.95988,25.668806,26.5998,26.5998,26.5998,26.5998,26.5998
212,212,16.10928,25.909092,26.8488,26.8488,26.8488,26.8488,26.8488
213,213,16.260078,26.151627,27.100132,27.100132,27.100132,27.100132,27.100132
214,214,16.41229,26.396433,27.353817,27.353817,27.353817,27.353817,27.353817
215,215,16.565926,26.64353,27.609875,27.609875,27.609875,27.609875,27.609875
216,216,16.720999,26.89294,27.868332,27.868332,27.868332,27.868332,27.868332
217,217,16.877525,27.144686,28.129208,28.129208,28.129208,28.129208,28.129208
218,218,17.035515,27.398787,28.392525,28.392525,28.392525,28.392525,28.392525
219,219,17.194984,27.655268,28.658308,28.658308,28.658308,28.658308,28.658308
220,220,17.355947,27.914148,28.926579,28.926579,28.926579,28.926579,28.926579
221,221,17.518415,28.175453,29.197361,29.197361,29.197361,29.197361,29.197361
222,222,17.682405,28.439203,29.470676,29.470676,29.470676,29.470676,29.470676
223,223,17.84793,28.705423,29.746552,29.746552,29.746552,29.746552,29.746552
224,224,18.015005,28.974134,30.02501,30.02501,30.02501,30.02501,30.02501
225,225,18.183645,29.245361,30.306074,30.306074,30.306074,30.306074,30.306074
226,226,18.35386,29.519127,30.58977,30.58977,30.58977,30.58977,30.58977
227,227,18.525673,29.795456,30.87612,30.87612,30.87612,30.87612,30.87612
228,228,18.699091,30.074371,31.165152,31.165152,31.165152,31.165152,31.165152
229,229,18.874134,30.355898,31.456888,31.456888,31.456888,31.456888,31.456888
230,230,19.050814,30.64006,31.751356,31.751356,31.751356,31.751356,31.751356
231,231,19.229149,30.926882,32.04858,32.04858,32.04858,32.04858,32.04858
232,232,19.409153,31.216389,32.348587,32.348587,32.348587,32.348587,32.348587
233,233,19.590843,31.508604,32.651405,32.651405,32.651405,32.651405,32.651405
234,234,19.774233,31.803556,32.957054,32.957054,32.957054,32.957054,32.957054
235,235,19.95934,32.10127,33.265564,33.265564,33.265564,33.265564,33.265564
236,236,20.14618,32.40177,33.576965,33.576965,33.576965,33.576965,33.576965
237,237,20.334766,32.705082,33.891277,33.891277,33.891277,33.891277,33.891277
238,238,20.525122,33.011234,34.208534,34.208534,34.208534,34.208534,34.208534
239,239,20.717257,33.320255,34.528763,34.528763,34.528763,34.528763,34.528763
240,240,20.91119,33.632164,34.851986,34.851986,34.851986,34.851986,34.851986
241,241,21.106941,33.946995,35.178234,35.178234,35.178234,35.178234,35.178234
242,242,21.304523,34.264774,35.507538,35.507538,35.507538,35.507538,35.507538
243,243,21.503954,34.585526,35.839924,35.839924,35.839924,35.839924,35.839924
244,244,21.705254,34.909283,36.175423,36.175423,36.175423,36.175423,36.175423
245,245,21.908436,35.23607,36.51406,36.51406,36.51406,36.51406,36.51406
246,246,22.113522,35.565914,36.85587,36.85587,36.85587,36.85587,36.85587
247,247,22.320526,35.898846,37.20088,37.20088,37.20088,37.20088,37.20088
248,248,22.529469,36.234894,37.549114,37.549114,37.549114,37.549114,37.549114
249,249,22.740368,36.57409,37.90061,37.90061,37.90061,37.90061,37.90061
250,250,22.95324,36.916462,38.2554,38.2554,38.2554,38.2554,38.2554
251,251,23.168106,37.262035,38.61351,38.61351,38.61351,38.61351,38.61351
252,252,23.384981,37.610847,38.97497,38.97497,38.97497,38.97497,38.97497
253,253,23.60389,37.96292,39.339813,39.339813,39.339813,39.339813,39.339813
254,254,23.824844,38.31829,39.708076,39.708076,39.708076,39.708076,39.708076
255,255,24.047869,38.67699,40.079784,40.079784,40.079784,40.079784,40.079784
256,256,24.272982,39.039047,40.45497,40.45497,40.45497,40.45497,40.45497
257,257,24.500202,39.40449,40.833668,40.833668,40.833668,40.833668,40.833668
258,258,24.729548,39.773357,41.21591,41.21591,41.21591,41.21591,41.21591
259,259,24.96104,40.145676,41.601734,41.601734,41.601734,41.601734,41.601734
260,260,25.194702,40.52148,41.99117,41.99117,41.99117,41.99117,41.99117
261,261,25.43055,40.9008,42.38425,42.38425,42.38425,42.38425,42.38425
262,262,25.668606,41.283672,42.78101,42.78101,42.78101,42.78101,42.78101
263,263,25.90889,41.67013,43.18148,43.18148,43.18148,43.18148,43.18148
264,264,26.151423,42.060204,43.585705,43.585705,43.585705,43.585705,43.585705
265,265,26.396225,42.45393,43.99371,43.99371,43.99371,43.99371,43.99371
266,266,26.643322,42.85134,44.405537,44.405537,44.405537,44.405537,44.405537
267,267,26.892729,43.252472,44.821217,44.821217,44.821217,44.821217,44.821217
268,268,27.144472,43.65736,45.240788,45.240788,45.240788,45.240788,45.240788
269,269,27.398571,44.066036,45.664288,45.664288,45.664288,45.664288,45.664288
270,270,27.65505,44.47854,46.09175,46.09175,46.09175,46.09175,46.09175
271,271,27.913929,44.8949,46.523216,46.523216,46.523216,46.523216,46.523216
272,272,28.175232,45.315163,46.95872,46.95872,46.95872,46.95872,46.95872
273,273,28.43898,45.73936,47.3983,47.3983,47.3983,47.3983,47.3983
274,274,28.705198,46.167526,47.841995,47.841995,47.841995,47.841995,47.841995
275,275,28.973907,46.5997,48.289845,48.289845,48.289845,48.289845,48.289845
276,276,29.245132,47.03592,48.741886,48.741886,48.741886,48.741886,48.741886
277,277,29.518896,47.476223,49.19816,49.19816,49.19816,49.19816,49.19816
278,278,29.795223,47.92065,49.658703,49.658703,49.658703,49.658703,49.658703
279,279,30.074135,48.369236,50.123558,50.123558,50.123558,50.123558,50.123558
280,280,30.35566,48.822018,50.592766,50.592766,50.592766,50.592766,50.592766
281,281,30.63982,49.27904,51.066364,51.066364,51.066364,51.066364,51.066364
282,282,30.92664,49.740345,51.5444,51.5444,51.5444,51.5444,51.5444
283,283,31.216143,50.205963,52.026905,52.026905,52.026905,52.026905,52.026905
284,284,31.508358,50.67594,52.51393,52.51393,52.51393,52.51393,52.51393
285,285,31.803308,51.15032,53.005512,53.005512,53.005512,53.005512,53.005512
286,286,32.101017,51.62914,53.501698,53.501698,53.501698,53.501698,53.501698
287,287,32.401516,52.11244,54.002525,54.002525,54.002525,54.002525,54.002525
288,288,32.704826,52.60026,54.508045,54.508045,54.508045,54.508045,54.508045
289,289,33.01098,53.092655,55.018295,55.018295,55.018295,55.018295,55.018295
290,290,33.319992,53.589657,55.53332,55.53332,55.53332,55.53332,55.53332
291,291,33.6319,54.09131,56.05317,56.05317,56.05317,56.05317,56.05317
292,292,33.94673,54.597656,56.577885,56.577885,56.577885,56.577885,56.577885
293,293,34.264507,55.108746,57.10751,57.10751,57.10751,57.10751,57.10751
294,294,34.585255,55.62462,57.642094,57.642094,57.642094,57.642094,57.642094
295,295,34.909008,56.14532,58.181683,58.181683,58.181683,58.181683,58.181683
296,296,35.23579,56.6709,58.72632,58.72632,58.72632,58.72632,58.72632
297,297,35.565636,57.201397,59.27606,59.27606,59.27606,59.27606,59.27606
298,298,35.898563,57.73686,59.83094,59.83094,59.83094,59.83094,59.83094
299,299,36.23461,58.277332,60.391018,60.391018,60.391018,60.391018,60.391018
300,300,36.573803,58.82287,60.95634,60.95634,60.95634,60.95634,60.95634
301,301,36.916172,59.37351,61.52695,61.52695,61.52695,61.52695,61.52695
302,302,37.261745,59.929306,62.102905,62.102905,62.102905,62.102905,62.102905
303,303,37.61055,60.490303,62.684254,62.684254,62.684254,62.684254,62.684254
304,304,37.962624,61.056553,63.271038,63.271038,63.271038,63.271038,63.271038
305,305,38.317993,61.628105,63.86332,63.86332,63.86332,63.86332,63.86332
306,306,38.676685,62.205006,64.46114,64.46114,64.46114,64.46114,64.46114
307,307,39.03874,62.787308,65.06457,65.06457,65.06457,65.06457,65.06457
308,308,39.404182,63.375057,65.67364,65.67364,65.67364,65.67364,65.67364
309,309,39.773045,63.96831,66.28841,66.28841,66.28841,66.28841,66.28841
310,310,40.14536,64.56712,66.908936,66.908936,66.908936,66.908936,66.908936
311,311,40.52116,65.17153,67.53527,67.53527,67.53527,67.53527,67.53527
312,312,40.90048,65.78161,68.167465,68.167465,68.167465,68.167465,68.167465
313,313,41.283348,66.397385,68.80558,68.80558,68.80558,68.80558,68.80558
314,314,41.669804,67.018936,69.44967,69.44967,69.44967,69.44967,69.44967
315,315,42.059875,67.6463,70.09979,70.09979,70.09979,70.09979,70.09979
316,316,42.453598,68.27953,70.756,70.756,70.756,70.756,70.756
317,317,42.851006,68.9187,71.41834,71.41834,71.41834,71.41834,71.41834
318,318,43.252132,69.56385,72.08689,72.08689,72.08689,72.08689,72.08689
319,319,43.657017,70.215034,72.761696,72.761696,72.761696,72.761696,72.761696
320,320,44.06569,70.87232,73.44282,73.44282,73.44282,73.44282,73.44282
321,321,44.47819,71.53576,74.13032,74.13032,74.13032,74.13032,74.13032
322,322,44.89455,72.2054,74.82425,74.82425,74.82425,74.82425,74.82425
323,323,45.314808,72.88132,75.52468,75.52468,75.52468,75.52468,75.52468
324,324,45.739002,73.56356,76.23167,76.23167,76.23167,76.23167,76.23167
325,325,46.167164,74.25219,76.945274,76.945274,76.945274,76.945274,76.945274
326,326,46.599335,74.947266,77.66556,77.66556,77.66556,77.66556,77.66556
327,327,47.035553,75.64884,78.392586,78.392586,78.392586,78.392586,78.392586
328,328,47.475853,76.356995,79.12642,79.12642,79.12642,79.12642,79.12642
329,329,47.920273,77.07177,79.86712,79.86712,79.86712,79.86712,79.86712
330,330,48.368855,77.79324,80.61476,80.61476,80.61476,80.61476,80.61476
331,331,48.821636,78.52147,81.36939,81.36939,81.36939,81.36939,81.36939
332,332,49.278656,79.25651,82.131096,82.131096,82.131096,82.131096,82.131096
333,333,49.739952,79.99843,82.899925,82.899925,82.899925,82.899925,82.899925
334,334,50.20557,80.74729,83.67595,83.67595,83.67595,83.67595,83.67595
335,335,50.675545,81.50317,84.45924,84.45924,84.45924,84.45924,84.45924
336,336,51.149918,82.26612,85.24986,85.24986,85.24986,85.24986,85.24986
337,337,51.628735,83.03621,86.04789,86.04789,86.04789,86.04789,86.04789
338,338,52.11203,83.813515,86.853386,86.853386,86.853386,86.853386,86.853386
339,339,52.59985,84.59809,87.66642,87.66642,87.66642,87.66642,87.66642
340,340,53.09224,85.390015,88.48706,88.48706,88.48706,88.48706,88.48706
341,341,53.589237,86.189354,89.31539,89.31539,89.31539,89.31539,89.31539
342,342,54.090885,86.99617,90.151474,90.151474,90.151474,90.151474,90.151474
343,343,54.59723,87.81055,90.995384,90.995384,90.995384,90.995384,90.995384
344,344,55.108315,88.63254,91.84719,91.84719,91.84719,91.84719,91.84719
345,345,55.624184,89.46223,92.70697,92.70697,92.70697,92.70697,92.70697
