ID,TraitCondID,TraitNodeID
4800,5493,19685
4801,5494,19686
4802,5495,19687
4803,5496,19688
4804,5497,19689
4805,5498,19690
4806,5499,19691
4807,5500,19692
4808,5501,19693
4809,5502,19694
4810,5503,19695
4811,5504,19696
4812,5505,19697
4813,5506,19698
4814,5507,19699
4815,5508,19700
4816,5509,19701
4817,5510,19702
4818,5511,19703
4819,5512,19704
4820,5513,19705
4821,5514,19706
4822,5515,19707
4823,5516,19708
4824,5517,19709
4825,5518,19710
4826,5519,19711
4827,5520,19712
4828,5521,19713
4829,5522,19714
4830,5523,19715
4831,5524,19716
4832,5525,19717
4833,5526,19718
4834,5527,19719
4835,5528,19720
4836,5529,19721
4837,5530,19722
4838,5531,19723
4839,5532,19724
4840,5533,19725
4841,5534,19726
4842,5535,19727
4843,5536,19728
4844,5537,19740
4845,5538,19741
4846,5539,19742
4847,5540,19743
4848,5541,19744
4849,5542,19745
4850,5543,19746
4851,5544,19747
4852,5545,19748
4853,5546,19749
4854,5547,19750
4855,5548,19751
4856,5549,19752
4857,5550,19753
4858,5551,19754
4859,5552,19755
4860,5553,19756
4861,5554,19757
4862,5555,19758
4863,5556,19759
4864,5557,19760
4865,5558,19761
4866,5559,19762
4867,5560,19763
4868,5561,19764
4869,5562,19765
4870,5563,19766
4871,5564,19767
4872,5565,19768
4873,5566,19769
4874,5567,19770
4875,5568,19771
4876,5569,19772
4877,5570,19773
4878,5571,19774
4879,5572,19775
4880,5573,19776
4881,5574,19777
4882,5575,19778
4883,5576,19779
4884,5577,19780
4885,5578,19781
4886,5579,19782
4887,5580,19783
4888,5581,19784
4889,5582,19785
4890,5583,19786
4891,5584,19787
4892,5585,19788
4893,5586,19789
4894,5587,19790
4895,5588,19791
4896,5589,19792
4897,5590,19793
4898,5591,19794
4899,5592,19795
4900,5593,19796
4901,5594,19797
4902,5595,19798
4903,5596,19799
4904,5597,19800
4942,5635,19855
4943,5636,19856
4944,5637,19857
4945,5638,19858
4946,5639,19859
4947,5640,19860
4948,5641,19861
4949,5642,19862
4950,5643,19863
4951,5644,19864
4952,5645,19865
4953,5646,19866
4954,5647,19867
4955,5648,19868
4956,5649,19869
4957,5650,19870
4958,5651,19871
4959,5652,19872
4960,5653,19873
4961,5654,19874
4962,5655,19875
4963,5656,19876
4964,5657,19877
4965,5658,19878
4966,5659,19879
4967,5660,19880
4968,5661,19881
4969,5662,19882
4970,5663,19883
4971,5664,19884
4972,5665,19885
4973,5666,19886
4974,5667,19887
4975,5668,19888
4976,5669,19889
4977,5670,19890
4978,5671,19891
4979,5672,19892
4980,5673,19893
4981,5674,19894
4982,5675,19895
4983,5676,19896
4984,5677,19897
4985,5678,19898
4986,5679,19899
4987,5680,19900
4988,5681,19901
4989,5682,19902
4990,5683,19903
4991,5684,19904
4992,5685,19905
4993,5686,19906
4994,5687,19907
4995,5688,19908
4996,5689,19909
4997,5690,19910
4998,5691,19911
4999,5692,19912
5000,5693,19913
5001,5694,19914
5002,5695,19915
5003,5696,19916
5004,5697,19917
5005,5698,19918
5006,5699,19919
5007,5700,19920
5008,5701,19921
5009,5702,19922
5010,5703,19923
5011,5704,19924
5012,5705,19925
5013,5706,19926
5014,5707,19927
5015,5708,19928
5016,5709,19929
5017,5710,19930
5018,5711,19931
5019,5712,19932
5020,5713,19933
5021,5714,19934
5022,5715,19935
5023,5716,19936
5024,5717,19937
5025,5718,19938
5026,5719,19939
5027,5720,19940
5028,5721,19941
5029,5722,19942
5030,5723,19943
5031,5724,19944
5032,5725,19945
5070,5763,20002
5071,5764,20003
5072,5765,20004
5073,5766,20005
5074,5767,20006
5075,5768,20007
5076,5769,20008
5077,5770,20009
5078,5771,20010
5079,5772,20011
5080,5773,20012
5081,5774,20013
5082,5775,20014
5083,5776,20015
5084,5777,20016
5085,5778,20017
5086,5779,20018
5087,5780,20019
5088,5781,20020
5089,5782,20021
5090,5783,20022
5091,5784,20023
5092,5785,20024
5093,5786,20025
5094,5787,20026
5095,5788,20027
5096,5789,20028
5097,5790,20029
5098,5791,20030
5099,5792,20031
5100,5793,20032
5101,5794,20033
5102,5795,20034
5103,5796,20035
5104,5797,20036
5105,5798,20037
5106,5799,20038
5107,5800,20039
5108,5801,20040
5109,5802,20041
5110,5803,20042
5111,5804,20043
5112,5805,20044
5113,5806,20045
5114,5807,20046
5115,5808,20047
5116,5809,20048
5117,5810,20049
5118,5811,20050
5119,5812,20051
5120,5813,20052
5121,5814,20053
5122,5815,20054
5123,5816,20055
5124,5817,20056
5125,5818,20057
5126,5819,20058
5127,5820,20059
5128,5821,20060
5129,5822,20061
5130,5823,20062
5131,5824,20063
5132,5825,20064
5133,5826,20065
5134,5827,20066
5135,5828,20067
5136,5829,20068
5137,5830,20069
5138,5831,20070
5139,5832,20071
5140,5833,20072
5141,5834,20073
5142,5835,20074
5143,5836,20075
5144,5837,20076
5145,5838,20077
5146,5839,20078
5147,5840,20079
5148,5841,20080
5149,5842,20081
5150,5843,20082
5151,5844,20083
5152,5845,20084
5153,5846,20085
5154,5847,20086
5155,5848,20087
5156,5849,20088
5157,5850,20089
5158,5851,20090
5159,5852,20091
5160,5853,20092
5823,6553,21123
5824,6549,21124
5825,6577,21125
5826,6560,21126
5827,6562,21127
5828,6564,21128
5829,6565,21129
5830,6555,21130
5831,6571,21131
5832,6578,21132
5833,6556,21133
5834,6572,21134
5835,6557,21135
5836,6573,21136
5837,6576,21137
5838,6574,21138
5839,6570,21139
5840,6558,21140
5841,6568,21141
5842,6543,21142
5843,6559,21143
5844,6575,21144
5845,6569,21145
5846,6566,21146
5847,6544,21147
5848,6545,21148
5849,6561,21149
5850,6546,21150
5851,6547,21151
5852,6563,21152
5853,6579,21153
5854,6548,21154
5855,6550,21155
5856,6551,21156
5857,6567,21157
5858,6552,21158
5859,6554,21159
5860,6580,21160
5898,6700,22398
5899,6701,22399
5900,6702,22400
5901,6703,22401
5902,6704,22402
5903,6705,22403
5904,6706,22404
5905,6707,22405
5906,6708,22406
5907,6709,22407
5908,6710,22408
5909,6711,22409
5910,6712,22410
5911,6713,22411
5912,6714,22412
5913,6715,22413
5914,6716,22414
5915,6717,22415
5916,6718,22416
5917,6719,22417
5918,6720,22418
5919,6721,22419
5920,6722,22420
5921,6723,22421
5922,6724,22422
5923,6725,22423
5924,6726,22424
5925,6727,22425
5926,6728,22426
5927,6729,22427
5928,6730,22428
5929,6731,22429
5930,6732,22430
5931,6733,22431
5932,6734,22432
5933,6735,22433
5934,6736,22434
5935,6737,22441
5936,6738,22442
5937,6739,22443
5938,6740,22444
5939,6741,22445
5940,6742,22446
5941,6743,22447
5942,6744,22448
5943,6745,22449
5944,6746,22450
5945,6747,22451
5946,6748,22452
5947,6749,22453
5948,6750,22454
5949,6751,22455
5950,6752,22456
5951,6753,22457
5952,6754,22458
5953,6755,22459
5954,6756,22460
5955,6757,22461
5956,6758,22462
5957,6759,22463
5958,6760,22464
5959,6761,22465
5960,6762,22466
5961,6763,22467
5962,6764,22468
5963,6765,22469
5964,6766,22470
5965,6767,22471
5966,6768,22472
5967,6769,22473
5968,6770,22474
5969,6771,22475
5970,6772,22476
5971,6773,22477
5972,6774,22484
5973,6775,22485
5974,6776,22486
5975,6777,22487
5976,6778,22488
5977,6779,22489
5978,6780,22490
5979,6781,22491
5980,6782,22492
5981,6783,22493
5982,6784,22494
5983,6785,22495
5984,6786,22496
5985,6787,22497
5986,6788,22498
5987,6789,22499
5988,6790,22500
5989,6791,22501
5990,6792,22502
5991,6793,22503
5992,6794,22504
5993,6795,22505
5994,6796,22506
5995,6797,22507
5996,6798,22508
5997,6799,22509
5998,6800,22510
5999,6801,22511
6000,6802,22512
6001,6803,22513
6002,6804,22514
6003,6805,22515
6004,6806,22516
6005,6807,22517
6006,6808,22518
6007,6809,22519
6008,6810,22520
6009,6811,22527
6010,6812,22528
6011,6813,22529
6012,6814,22530
6013,6815,22531
6014,6816,22532
6015,6817,22533
6016,6818,22534
6017,6819,22535
6018,6820,22536
6019,6821,22537
6020,6822,22538
6021,6823,22539
6022,6824,22540
6023,6825,22541
6024,6826,22542
6025,6827,22543
6026,6828,22544
6027,6829,22545
6028,6830,22546
6029,6831,22547
6030,6832,22548
6031,6833,22549
6032,6834,22550
6033,6835,22551
6034,6836,22552
6035,6837,22553
6036,6838,22554
6037,6839,22555
6038,6840,22556
6039,6841,22557
6040,6842,22558
6041,6843,22559
6042,6844,22560
6043,6845,22561
6044,6846,22562
6045,6847,22563
6046,6848,22570
6047,6849,22571
6048,6850,22572
6049,6851,22573
6050,6852,22574
6051,6853,22575
6052,6854,22576
6053,6855,22577
6054,6856,22578
6055,6857,22579
6056,6858,22580
6057,6859,22581
6058,6860,22582
6059,6861,22583
6060,6862,22584
6061,6863,22585
6062,6864,22586
6063,6865,22587
6064,6866,22588
6065,6867,22589
6066,6868,22590
6067,6869,22591
6068,6870,22592
6069,6871,22593
6070,6872,22594
6071,6873,22595
6072,6874,22596
6073,6875,22597
6074,6876,22598
6075,6877,22599
6076,6878,22600
6077,6879,22601
6078,6880,22602
6079,6881,22603
6080,6882,22604
6081,6883,22605
6082,6884,22606
6083,6885,22613
6084,6886,22614
6085,6887,22615
6086,6888,22616
6087,6889,22617
6088,6890,22618
6089,6891,22619
6090,6892,22620
6091,6893,22621
6092,6894,22622
6093,6895,22623
6094,6896,22624
6095,6897,22625
6096,6898,22626
6097,6899,22627
6098,6900,22628
6099,6901,22629
6100,6902,22630
6101,6903,22631
6102,6904,22632
6103,6905,22633
6104,6906,22634
6105,6907,22635
6106,6908,22636
6107,6909,22637
6108,6910,22638
6109,6911,22639
6110,6912,22640
6111,6913,22641
6112,6914,22642
6113,6915,22643
6114,6916,22644
6115,6917,22645
6116,6918,22646
6117,6919,22647
6118,6920,22648
6119,6921,22649
6120,6922,22650
6121,6923,22651
6122,6924,22652
6123,6925,22653
6124,6926,22654
6125,6927,22655
6126,6928,22656
6127,6929,22657
6128,6930,22658
6129,6931,22665
6130,6932,22666
6131,6933,22667
6132,6934,22668
6133,6935,22669
6134,6936,22670
6135,6937,22671
6136,6938,22672
6137,6939,22673
6138,6940,22674
6139,6941,22675
6140,6942,22676
6141,6943,22677
6142,6944,22678
6143,6945,22679
6144,6946,22680
6145,6947,22681
6146,6948,22682
6147,6949,22683
6148,6950,22684
6149,6951,22685
6150,6952,22686
6151,6953,22687
6152,6954,22688
6153,6955,22689
6154,6956,22690
6155,6957,22691
6156,6958,22692
6157,6959,22693
6158,6960,22694
6159,6961,22695
6160,6962,22696
6161,6963,22697
6162,6964,22698
6163,6965,22699
6164,6966,22700
6165,6967,22701
6166,6968,22702
6167,6969,22703
6168,6970,22704
6169,6971,22705
6170,6972,22706
6171,6973,22707
6172,6974,22708
6173,6975,22709
6174,6976,22710
6179,7006,22975
6180,7010,22977
6181,7014,22977
6182,7016,22977
6690,7526,23672
6691,7527,23673
6692,7528,23674
6693,7529,23675
6694,7530,23676
6695,7531,23677
6696,7532,23678
6697,7533,23679
6698,7534,23680
6699,7535,23681
6700,7536,23682
6701,7537,23683
6702,7538,23684
6703,7539,23685
6704,7540,23686
6705,7541,23687
6706,7542,23688
6707,7543,23689
6708,7544,23690
6709,7545,23691
6710,7546,23692
6711,7547,23693
6712,7548,23694
6713,7549,23695
6714,7550,23696
6715,7551,23697
6716,7552,23698
6717,7553,23699
6718,7554,23700
6719,7555,23701
6720,7556,23702
6721,7557,23703
6722,7558,23704
6723,7559,23705
6724,7560,23706
6725,7561,23707
6726,7562,23708
6727,7563,23709
6728,7564,23710
6729,7565,23711
6730,7566,23712
6731,7567,23713
6732,7568,23714
6733,7569,23715
6734,7570,23716
6735,7571,23717
6736,7572,23718
6737,7573,23719
6738,7574,23720
6739,7575,23728
6740,7576,23729
6741,7577,23730
6742,7578,23731
6743,7579,23732
6744,7580,23733
6745,7581,23734
6746,7582,23735
6747,7583,23736
6748,7584,23737
6749,7585,23738
6750,7586,23739
6751,7587,23740
6752,7588,23741
6753,7589,23742
6754,7590,23743
6755,7591,23744
6756,7592,23745
6757,7593,23746
6758,7594,23747
6759,7595,23748
6760,7596,23749
6761,7597,23750
6762,7598,23751
6763,7599,23752
6764,7600,23753
6765,7601,23754
6766,7602,23755
6767,7603,23756
6768,7604,23757
6769,7605,23758
6770,7606,23759
6771,7607,23760
6809,7645,23809
6810,7646,23810
6811,7647,23811
6812,7648,23812
6813,7649,23813
6814,7650,23814
6815,7651,23815
6816,7652,23816
6817,7653,23817
6818,7654,23818
6819,7655,23819
6820,7656,23820
6821,7657,23821
6822,7658,23822
6823,7659,23823
6824,7660,23824
6825,7661,23825
6826,7662,23826
6827,7663,23827
6828,7664,23828
6829,7665,23829
6830,7666,23830
6831,7667,23831
6832,7668,23832
6833,7669,23833
6834,7670,23834
6835,7671,23835
6836,7672,23836
6837,7673,23837
6838,7674,23838
6839,7675,23839
6840,7676,23840
6841,7677,23841
6842,7678,23842
6843,7679,23843
6844,7680,23844
6845,7681,23845
6846,7682,23846
6847,7683,23847
6848,7684,23848
6849,7685,23849
6850,7686,23850
6851,7687,23851
6852,7688,23852
6853,7689,23853
6854,7690,23854
6855,7691,23855
6856,7692,23856
6857,7693,23857
6858,7694,23858
6859,7695,23859
6860,7696,23860
6861,7697,23861
6862,7698,23862
6863,7699,23863
6864,7700,23864
6865,7701,23865
6866,7702,23866
6867,7703,23867
6868,7704,23868
6869,7705,23869
6870,7706,23870
6871,7707,23871
6872,7708,23872
6873,7709,23873
6874,7710,23874
6875,7711,23875
6876,7712,23876
6877,7713,23877
6878,7714,23878
6879,7715,23879
6880,7716,23880
6881,7717,23881
6882,7718,23882
6883,7719,23883
6884,7720,23884
6885,7721,23885
6886,7722,23886
6887,7723,23887
6888,7724,23888
6889,7725,23889
6890,7726,23890
6891,7727,23891
6892,7728,23892
6893,7729,23893
6894,7730,23894
6895,7731,23895
6896,7732,23896
6897,7733,23897
6898,7734,23898
6899,7735,23899
6900,7736,23913
6901,7737,23914
6902,7738,23915
6903,7739,23916
6904,7740,23917
6905,7741,23918
6906,7742,23919
6907,7743,23920
6908,7744,23921
6909,7745,23922
6910,7746,23923
6911,7747,23924
6912,7748,23925
6913,7749,23926
6914,7750,23927
6915,7751,23928
6916,7752,23929
6917,7753,23930
6918,7754,23931
6919,7755,23932
7035,7891,24405
7036,7892,24553
7046,7943,25085
7047,7942,25086
7048,7944,25233
7052,7969,25425
7053,7968,25426
7054,7970,25573
7079,8058,26181
7080,8061,26183
7081,8063,26184
7082,8064,26185
7083,8065,26186
7084,8062,26264
7402,8686,27571
7403,8687,27572
7404,8688,27573
7405,8689,27574
7406,8690,27575
7407,8691,27576
7408,8692,27577
7409,8693,27578
7410,8694,27579
7411,8695,27580
7412,8696,27581
7413,8697,27582
7414,8698,27583
7415,8699,27584
7416,8700,27585
7417,8701,27586
7418,8702,27587
7419,8703,27588
7420,8704,27589
7421,8705,27590
7422,8706,27591
7423,8707,27592
7424,8708,27593
7425,8709,27594
7426,8710,27595
7427,8711,27596
7428,8712,27597
7429,8713,27598
7430,8714,27599
7431,8715,27600
7432,8716,27601
7433,8717,27602
7434,8718,27603
7435,8719,27604
7436,8720,27605
7437,8721,27606
7438,8722,27607
7439,8723,27608
7440,8724,27609
7441,8725,27610
7442,8726,27611
7443,8727,27612
7444,8728,27613
7445,8729,27614
7446,8730,27615
7447,8731,27616
7448,8732,27617
7449,8733,27618
7450,8734,27619
7451,8756,28005
7452,8757,28006
7453,8758,28007
7454,8759,28008
7455,8760,28009
7456,8761,28010
7457,8762,28011
7458,8763,28012
7459,8764,28013
7460,8765,28014
7461,8766,28015
7462,8767,28016
7463,8768,28017
7464,8769,28018
7465,8770,28019
7466,8771,28020
7467,8772,28021
7468,8773,28022
7469,8774,28023
7470,8775,28024
7471,8776,28025
7472,8777,28026
7473,8778,28027
7474,8779,28028
7475,8780,28029
7476,8781,28030
7477,8782,28035
7478,8783,28036
7479,8784,28037
7480,8785,28038
7481,8786,28039
7482,8787,28040
7483,8788,28041
7484,8789,28042
7485,8790,28043
7486,8791,28044
7487,8792,28045
7488,8793,28046
7489,8794,28047
7490,8795,28048
7491,8796,28049
7492,8797,28050
7493,8798,28051
7494,8799,28052
7495,8800,28053
7496,8801,28054
7497,8802,28055
7498,8803,28056
7499,8804,28057
7500,8805,28058
7501,8806,28059
7502,8807,28060
7503,8808,28061
7504,8809,28062
7505,8810,28063
7506,8811,28064
7507,8812,28065
7508,8813,28071
7509,8814,28072
7510,8815,28073
7511,8816,28074
7512,8817,28075
7513,8818,28076
7514,8819,28077
7515,8820,28078
7516,8821,28079
7517,8822,28080
7518,8823,28081
7519,8824,28082
7520,8825,28083
7521,8826,28084
7522,8827,28085
7523,8828,28086
7524,8829,28087
7525,8830,28088
7526,8831,28089
7527,8832,28090
7528,8833,28091
7529,8834,28092
7530,8835,28093
7531,8836,28094
7532,8837,28095
7533,8838,28096
7534,8839,28097
7535,8840,28098
7536,8841,28099
7537,8842,28100
7538,8843,28101
7539,8844,28102
7540,8845,28103
7541,8846,28104
7542,8847,28105
7543,8848,28106
7544,8849,28107
7545,8850,28108
7546,8851,28109
7547,8852,28110
7548,8853,28111
7549,8854,28112
7550,8855,28113
7551,8856,28114
7552,8857,28115
7553,8858,28116
7554,8859,28117
7555,8860,28118
7556,8861,28119
7557,8862,28120
7558,8863,28121
7559,8864,28122
7560,8865,28123
7561,8866,28124
7562,8867,28125
7563,8868,28126
7564,8869,28127
7565,8870,28128
7566,8871,28129
7567,8872,28130
7568,8873,28131
7569,8874,28143
7570,8875,28144
7571,8876,28145
7572,8877,28146
7573,8878,28147
7574,8879,28148
7575,8880,28149
7576,8881,28150
7577,8882,28151
7578,8883,28152
7579,8884,28153
7580,8885,28154
7581,8886,28155
7582,8887,28156
7583,8888,28157
7584,8889,28158
7585,8890,28159
7586,8891,28160
7587,8892,28161
7588,8893,28162
7589,8894,28163
7590,8895,28164
7591,8896,28165
7592,8897,28166
7593,8898,28167
7594,8899,28168
7595,8900,28169
7596,8901,28170
7597,8902,28171
7598,8903,28172
7599,8904,28173
7600,8905,28174
7601,8906,28175
7602,8907,28176
7603,8908,28177
7604,8909,28178
7605,8910,28179
7606,8911,28180
7607,8912,28181
7608,8913,28182
7609,8914,28183
7610,8915,28184
7611,8916,28185
7612,8917,28186
7613,8918,28187
7614,8919,28188
7615,8920,28189
7616,8921,28190
7617,8922,28191
7618,8923,28192
7619,8924,28193
7620,8925,28194
7621,8926,28195
7622,8927,28196
7623,8928,28197
7624,8929,28198
7625,8930,28199
7626,8931,28200
7627,8932,28201
7628,8933,28202
7629,8934,28203
7630,8935,28215
7631,8936,28216
7632,8937,28217
7633,8938,28218
7634,8939,28219
7635,8940,28220
7636,8941,28221
7637,8942,28222
7638,8943,28223
7639,8944,28224
7640,8945,28225
7641,8946,28226
7642,8947,28227
7643,8948,28228
7644,8949,28229
7645,8950,28230
7646,8951,28231
7647,8952,28232
7648,8953,28233
7649,8954,28234
7650,8955,28235
