ID,VisualStyle,LeftTraitNodeID,RightTraitNodeID,Type
8524,1,11355,11356,2
8525,1,11372,11371,2
8526,1,11249,11423,2
8527,1,11422,11423,2
8528,1,11382,11372,2
8529,1,11373,11372,2
8530,1,11288,11283,2
8531,1,11286,11283,2
8532,1,11283,11260,2
8533,1,11289,11260,2
8534,1,11304,11305,2
8535,1,11381,11376,2
8536,1,11377,11376,2
8537,1,11422,11406,2
8538,1,11405,11406,2
8539,1,11407,11406,2
8540,1,11285,11280,2
8541,1,11291,11292,2
8542,1,11312,11326,2
8543,1,11325,11326,2
8544,1,11352,11330,2
8545,1,11398,11399,2
8546,1,11390,11377,2
8547,1,11409,11408,2
8548,1,11357,11343,2
8549,1,11311,11310,2
8550,1,11333,11332,2
8551,1,11249,11248,2
8552,1,11413,11412,2
8553,1,11270,11269,2
8554,1,11266,11265,2
8555,1,11301,11300,2
8556,1,11341,11340,2
8557,1,11390,11391,2
8558,1,11252,11254,2
8559,1,11253,11254,2
8560,1,11392,11393,2
8561,1,11425,11426,2
8562,1,11321,11299,2
8563,1,11351,11358,2
8564,1,11357,11358,2
8565,1,11385,11384,2
8566,1,11294,11262,2
8567,1,11267,11264,2
8568,1,11289,11290,2
8569,1,11320,11321,2
8570,1,11350,11351,2
8571,1,11352,11351,2
8572,1,11406,11404,2
8573,1,11416,11414,2
8574,1,11387,11388,2
8575,1,11323,11324,2
8576,1,11354,11353,2
8577,1,11286,11285,2
8578,1,11430,11429,2
8579,1,11317,11318,2
8580,1,11359,11341,2
8581,1,11342,11341,2
8582,1,11408,11407,2
8583,1,11242,11243,2
8584,1,11403,11402,2
8585,1,11283,11284,2
8586,1,11285,11284,2
8587,1,11283,11282,2
8588,1,11327,11308,2
8589,1,11309,11308,2
8590,1,11362,11331,2
8591,1,11400,11401,2
8592,1,11402,11401,2
8593,1,11421,11422,2
9800,1,15549,15442,2
9801,1,15549,15457,2
9802,1,15552,15443,2
9803,1,15518,15445,2
9804,1,15457,15581,2
9805,1,15457,15498,2
9806,1,15488,15552,2
9807,1,15495,15456,2
9808,1,15444,15488,2
9809,1,15518,15553,2
9810,1,15444,15553,2
9811,1,15518,15549,2
9812,1,15454,15518,2
9813,1,15440,15450,2
9814,1,15565,15440,2
9815,1,15440,15468,2
9816,1,15580,15528,2
9817,1,15440,15528,2
9818,1,15600,15440,2
9819,1,15467,15471,2
9820,1,15467,15561,2
9821,1,15529,15467,2
9822,1,15467,15468,2
9823,1,15565,15467,2
9824,1,15564,15565,2
9825,1,15531,15565,2
9826,1,15580,15483,2
9827,1,15600,15580,2
9828,1,15476,15441,2
9829,1,15511,15578,2
9830,1,15509,15546,2
9831,1,15591,15546,2
9832,1,15473,15513,2
9833,1,15551,15489,2
9834,1,15505,15502,2
9835,1,15503,15519,2
9836,1,15503,15535,2
9837,1,15505,15555,2
9838,1,15537,15570,2
9839,1,15572,15446,2
9840,1,15586,15595,2
9841,1,15520,15595,2
9842,1,15585,15459,2
9843,1,15571,15520,2
9844,1,15460,15520,2
9845,1,15460,15536,2
9846,1,15479,15556,2
9847,1,15482,15556,2
9848,1,15461,15482,2
9849,1,15570,15596,2
9850,1,15555,15460,2
9851,1,15503,15504,2
9852,1,15572,15481,2
9853,1,15479,15481,2
9854,1,15538,15480,2
9855,1,15571,15557,2
9856,1,15535,15479,2
9857,1,15482,15585,2
9858,1,15460,15597,2
9859,1,15504,15461,2
9860,1,15572,15505,2
9861,1,15556,15521,2
9862,1,15459,15537,2
9863,1,15597,15558,2
9864,1,15452,15572,2
9865,1,15537,15586,2
9866,1,15571,15586,2
9867,1,15538,15598,2
9868,1,15505,15598,2
9869,1,15519,15452,2
9870,1,15537,15506,2
9871,1,15482,15522,2
9872,1,15479,15538,2
9873,1,15452,15559,2
9874,1,15512,15573,2
9875,1,15602,15599,2
9876,1,15473,15599,2
9877,1,15577,15462,2
9878,1,15539,15507,2
9879,1,15548,15507,2
9880,1,15514,15523,2
9881,1,15477,15539,2
9882,1,15560,15539,2
9883,1,15578,15560,2
9884,1,15468,15574,2
9885,1,15526,15587,2
9886,1,15590,15511,2
9887,1,15464,15463,2
9888,1,15530,15508,2
9889,1,15587,15524,2
9890,1,15592,15540,2
9891,1,15543,15561,2
9892,1,15509,15575,2
9893,1,15563,15588,2
9894,1,15564,15600,2
9895,1,15601,15464,2
9896,1,15594,15509,2
9897,1,15478,15525,2
9898,1,15468,15541,2
9899,1,15590,15562,2
9900,1,15468,15474,2
9901,1,15527,15589,2
9902,1,15539,15472,2
9903,1,15602,15472,2
9904,1,15603,15465,2
9905,1,15576,15510,2
9906,1,15508,15526,2
9907,1,15577,15526,2
9908,1,15527,15542,2
9909,1,15526,15601,2
9910,1,15576,15466,2
9911,1,15528,15478,2
9912,1,15577,15527,2
9913,1,15529,15543,2
9914,1,15534,15563,2
9915,1,15508,15576,2
9916,1,15526,15590,2
9917,1,15548,15485,2
9918,1,15534,15447,2
9919,1,15457,15551,2
9920,1,15534,15530,2
9921,1,15498,15486,2
9922,1,15517,15486,2
9923,1,15489,15487,2
9924,1,15443,15458,2
9925,1,15554,15458,2
9926,1,15540,15602,2
9927,1,15477,15602,2
9928,1,15575,15512,2
9929,1,15508,15544,2
9930,1,15563,15577,2
9931,1,15530,15484,2
9932,1,15549,15496,2
9933,1,15553,15493,2
9934,1,15552,15497,2
9935,1,15493,15515,2
9936,1,15496,15448,2
9937,1,15493,15550,2
9938,1,15488,15495,2
9939,1,15490,15582,2
9940,1,15458,15582,2
9941,1,15594,15591,2
9942,1,15501,15455,2
9943,1,15494,15498,2
9944,1,15493,15494,2
9945,1,15531,15529,2
9946,1,15574,15545,2
9947,1,15497,15583,2
9948,1,15524,15592,2
9949,1,15587,15603,2
9950,1,15551,15499,2
9951,1,15490,15499,2
9952,1,15486,15516,2
9953,1,15581,15492,2
9954,1,15458,15491,2
9955,1,15443,15491,2
9956,1,15554,15584,2
9957,1,15454,15444,2
9958,1,15492,15500,2
9959,1,15550,15517,2
9960,1,15552,15517,2
9961,1,15554,15490,2
9962,1,15551,15490,2
9963,1,15543,15566,2
9964,1,15530,15579,2
9965,1,15563,15579,2
9966,1,15529,15593,2
9967,1,15569,15604,2
9968,1,15443,15501,2
9969,1,15525,15567,2
9970,1,15451,15567,2
9971,1,15541,15451,2
9972,1,15540,15473,2
9973,1,15547,15475,2
9974,1,15531,15470,2
9975,1,15569,15532,2
9976,1,15532,15469,2
9977,1,15533,15568,2
9978,1,15561,15594,2
9979,1,15564,15605,2
9980,1,15574,15476,2
9981,1,15604,15514,2
9982,1,15478,15533,2
9983,1,15568,15547,2
9984,1,15476,15569,2
9985,1,15600,15453,2
9986,1,15469,15449,2
9987,1,15560,15548,2
10179,1,15867,15946,2
10180,1,15917,15944,2
10181,1,15988,15996,2
10182,1,15991,15943,2
10183,1,15918,15942,2
10184,1,16005,15894,2
10185,1,15980,15939,2
10186,1,15916,15997,2
10187,1,15907,15837,2
10188,1,15843,15837,2
10189,1,15933,15850,2
10190,1,15886,15870,2
10191,1,15837,15937,2
10192,1,15944,15936,2
10193,1,15991,15935,2
10194,1,15926,15838,2
10195,1,15927,15851,2
10196,1,15848,15934,2
10197,1,15885,15923,2
10198,1,15934,15933,2
10199,1,15898,15932,2
10200,1,15867,15852,2
10201,1,15960,15895,2
10202,1,15850,15950,2
10203,1,15904,15930,2
10204,1,15921,15853,2
10205,1,15876,15896,2
10206,1,15985,15961,2
10207,1,15952,15972,2
10208,1,15929,15839,2
10209,1,15999,15854,2
10210,1,15979,15871,2
10211,1,15988,15897,2
10212,1,15982,15917,2
10213,1,15971,15917,2
10214,1,15890,15980,2
10215,1,15910,15916,2
10216,1,15987,15872,2
10217,1,15897,15914,2
10218,1,15961,15924,2
10219,1,15885,15951,2
10220,1,15999,15951,2
10221,1,15893,15855,2
10222,1,15875,15913,2
10223,1,15913,15999,2
10224,1,15835,15999,2
10225,1,15946,15912,2
10226,1,15961,15873,2
10227,1,15891,15909,2
10228,1,15891,15952,2
10229,1,15900,15981,2
10230,1,15920,16000,2
10231,1,15994,15840,2
10232,1,15890,15840,2
10233,1,15904,15908,2
10234,1,15864,15907,2
10235,1,15858,15918,2
10236,1,15834,15982,2
10237,1,15979,15982,2
10238,1,15941,15945,2
10239,1,15994,15856,2
10240,1,15990,15856,2
10241,1,15980,15941,2
10242,1,15944,15962,2
10243,1,15892,15968,2
10244,1,15925,15892,2
10245,1,15906,15983,2
10246,1,15985,16001,2
10247,1,15892,15891,2
10248,1,15929,15890,2
10249,1,15975,15874,2
10250,1,15951,15889,2
10251,1,15895,15953,2
10252,1,15879,15984,2
10253,1,15893,15984,2
10254,1,15878,15888,2
10255,1,16004,15888,2
10256,1,15993,15898,2
10257,1,15981,15926,2
10258,1,15869,15954,2
10259,1,15834,15985,2
10260,1,15973,16002,2
10261,1,15900,15841,2
10262,1,15996,15899,2
10263,1,15923,15986,2
10264,1,16004,15887,2
10265,1,15893,15887,2
10266,1,15850,15842,2
10267,1,15935,15885,2
10268,1,15943,15885,2
10269,1,15894,16003,2
10270,1,15864,15843,2
10271,1,15845,15900,2
10272,1,15881,15884,2
10273,1,16000,15883,2
10274,1,15879,15882,2
10275,1,15901,15882,2
10276,1,15959,15844,2
10277,1,16000,15881,2
10278,1,15915,15901,2
10279,1,15958,15955,2
10280,1,15921,15987,2
10281,1,15867,15987,2
10282,1,15916,16004,2
10283,1,16005,15880,2
10284,1,15868,15857,2
10285,1,15926,15879,2
10286,1,15957,15878,2
10287,1,15888,15886,2
10288,1,15912,15875,2
10289,1,15937,15988,2
10290,1,15851,15910,2
10291,1,15926,15915,2
10292,1,15956,15919,2
10293,1,15859,15940,2
10294,1,15904,15902,2
10295,1,15977,15931,2
10296,1,15942,15938,2
10297,1,15970,15994,2
10298,1,15855,15858,2
10299,1,15870,15963,2
10300,1,15841,15903,2
10301,1,15937,15956,2
10302,1,15894,15956,2
10303,1,15852,15992,2
10304,1,15854,15859,2
10305,1,15994,15876,2
10306,1,15976,15866,2
10307,1,15862,15989,2
10308,1,15881,16005,2
10309,1,15883,16005,2
10310,1,15888,15846,2
10311,1,15847,15877,2
10312,1,15863,15904,2
10313,1,16002,15928,2
10314,1,15916,15957,2
10315,1,15866,15865,2
10316,1,15920,15864,2
10317,1,15851,15847,2
10318,1,15927,15863,2
10319,1,15845,15863,2
10320,1,15931,15862,2
10321,1,15837,15905,2
10322,1,15853,15861,2
10323,1,15907,15860,2
10324,1,15896,15906,2
10325,1,15924,15929,2
10326,1,15977,15958,2
10327,1,15885,15958,2
10328,1,15972,15990,2
10329,1,15919,15993,2
10330,1,15949,15993,2
10331,1,15995,15867,2
10332,1,15861,15991,2
10333,1,15920,15976,2
10334,1,15842,15977,2
10335,1,15950,15977,2
10336,1,15848,15975,2
10337,1,15914,15974,2
10338,1,15998,15848,2
10339,1,15964,15973,2
10340,1,15911,15921,2
10341,1,15960,15947,2
10342,1,15925,15971,2
10343,1,15979,15971,2
10344,1,15944,15970,2
10345,1,15986,15849,2
10346,1,15882,15969,2
10347,1,15927,15967,2
10348,1,15845,15948,2
10349,1,15972,15965,2
10350,1,15894,15964,2
10351,1,15875,15835,2
10352,1,15908,15893,2
10353,1,15882,15922,2
10354,1,15956,15949,2
10355,1,15953,15978,2
10356,1,15945,15836,2
10357,1,15964,15868,2
10358,1,15922,15959,2
10359,1,15990,15960,2
10360,1,15937,15966,2
10361,1,15848,15869,2
10362,1,15921,15869,2
10377,1,16170,16166,0
10378,1,16170,16167,0
10379,1,16170,16168,0
10380,1,16170,16169,0
10381,1,16222,16220,0
10382,1,16222,16221,0
10383,1,16226,16222,0
10384,1,16225,16223,0
10385,1,16225,16224,0
10386,1,16226,16225,0
10560,1,16546,16486,2
10561,1,16579,16577,2
10562,1,16571,16559,2
10563,1,16546,16547,2
10564,1,16556,16547,2
10565,1,16587,16567,2
10566,1,16545,16534,2
10567,1,16582,16575,2
10568,1,16592,16482,2
10569,1,16534,16535,2
10570,1,16546,16535,2
10571,1,16531,16530,2
10572,1,16500,16501,2
10573,1,16538,16525,2
10574,1,16535,16528,2
10575,1,16533,16528,2
10576,1,16573,16574,2
10577,1,16583,16574,2
10578,1,16575,16574,2
10579,1,16511,16491,2
10580,1,16534,16533,2
10581,1,16499,16500,2
10582,1,16509,16510,2
10583,1,16548,16541,2
10584,1,16540,16541,2
10585,1,16523,16524,2
10586,1,16521,16522,2
10587,1,16556,16557,2
10588,1,16512,16523,2
10589,1,16522,16523,2
10590,1,16551,16550,2
10591,1,16500,16498,2
10592,1,16570,16560,2
10593,1,16520,16488,2
10594,1,16582,16573,2
10595,1,16579,16593,2
10596,1,16592,16593,2
10597,1,16515,16514,2
10598,1,16528,16529,2
10599,1,16531,16529,2
10600,1,16536,16549,2
10601,1,16548,16549,2
10602,1,16540,16539,2
10603,1,16592,16588,2
10604,1,16589,16588,2
10605,1,16511,16506,2
10606,1,16523,16506,2
10607,1,16520,16513,2
10608,1,16514,16513,2
10609,1,16537,16527,2
10610,1,16529,16527,2
10611,1,16553,16544,2
10612,1,16505,16490,2
10613,1,16528,16537,2
10614,1,16536,16537,2
10615,1,16519,16520,2
10616,1,16494,16492,2
10617,1,16578,16579,2
10618,1,16589,16587,2
10619,1,16588,16587,2
10620,1,16496,16503,2
10621,1,16502,16503,2
10622,1,16567,16568,2
10623,1,16551,16554,2
10624,1,16553,16554,2
10625,1,16594,16595,2
10626,1,16596,16595,2
10627,1,16590,16589,2
