ID,Region,Looping,HolidayNameID,HolidayDescriptionID,Priority,CalendarFilterType,Flags,Duration[0],Duration[1],Duration[2],Duration[3],Duration[4],Duration[5],Duration[6],Duration[7],Duration[8],Duration[9],Date[0],Date[1],Date[2],Date[3],Date[4],Date[5],Date[6],Date[7],Date[8],Date[9],Date[10],Date[11],Date[12],Date[13],Date[14],Date[15],Date[16],Date[17],Date[18],Date[19],Date[20],Date[21],Date[22],Date[23],Date[24],Date[25],CalendarFlags[0],CalendarFlags[1],CalendarFlags[2],CalendarFlags[3],CalendarFlags[4],CalendarFlags[5],CalendarFlags[6],CalendarFlags[7],CalendarFlags[8],CalendarFlags[9],TextureFileDataID[0],TextureFileDataID[1],TextureFileDataID[2]
491,0,0,23,23,0,2,1,72,1776,0,0,0,0,0,0,0,0,128251904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
492,0,0,24,24,0,2,1,72,1776,0,0,0,0,0,0,0,0,128366592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
493,0,0,121,121,0,2,1,72,1776,0,0,0,0,0,0,0,0,129382400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
494,0,0,222,204,0,2,1,72,1776,0,0,0,0,0,0,0,0,127367168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
495,0,0,41,41,0,2,1,72,1776,0,0,0,0,0,0,0,0,129267712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
496,0,0,223,205,0,2,1,72,1776,0,0,0,0,0,0,0,0,128022528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
497,0,0,162,162,0,2,1,72,1776,0,0,0,0,0,0,0,0,127137792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
498,0,0,163,163,0,2,1,72,1776,0,0,0,0,0,0,0,0,127252480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,25,25,0,2,1,72,1776,0,0,0,0,0,0,0,0,129153024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
507,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,536855872,536856000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
508,0,0,0,0,0,-1,0,7,0,0,0,0,0,0,0,0,0,536855552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
509,0,0,229,188,0,-1,1,336,0,0,0,0,0,0,0,0,0,228883072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
514,0,0,231,188,0,-1,1,168,0,0,0,0,0,0,0,0,0,251755136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1084434,1084433,1084432
515,0,0,230,215,0,2,1,96,1752,0,0,0,0,0,0,0,0,129316864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
516,0,0,230,215,0,2,1,72,1776,0,0,0,0,0,0,0,0,128137216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
517,0,0,0,0,0,-1,0,7,0,0,0,0,0,0,0,0,0,536855680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
518,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,536855744,536855894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
519,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,536855808,536855936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
559,961,0,239,222,0,0,13,165,0,0,0,0,0,0,0,0,0,359709184,364313024,373340672,377584128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129674,1129673,1129672
560,961,0,240,223,0,0,1,165,0,0,0,0,0,0,0,0,0,274135552,275921408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129668,1129667,1129666
561,961,0,238,221,0,0,13,165,0,0,0,0,0,0,0,0,0,364083648,370162112,371669504,373570048,375585280,376928768,378944000,380844480,0,338033088,339933696,341277184,343177728,345307648,352401856,353745344,355678720,357579264,358939136,360823296,362183168,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129680,1129679,1129678
562,961,0,237,220,0,0,13,165,0,0,0,0,0,0,0,0,0,360167936,369392064,373684736,377928192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129686,1129685,1129684
563,961,0,236,219,0,0,13,165,0,0,0,0,0,0,0,0,0,363067840,369162688,370506176,372554240,374454784,376470016,377813504,379828672,337000896,338917888,340818432,342178304,344062464,345078272,347208128,352745920,354679296,356579840,357923328,359823872,361167360,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129671,1129670,1129669
564,961,0,235,218,0,0,1,165,0,0,0,0,0,0,0,0,0,274807296,276036096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129683,1129682,1129681
565,961,0,234,217,0,0,13,165,0,0,0,0,0,0,0,0,0,363297216,369506752,371440128,373455360,374798848,376814080,378714624,380729792,0,339147264,341047808,342948352,344291840,345192960,347437504,353515968,354908672,356809216,358709760,360053248,361953792,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129677,1129676,1129675
566,0,0,233,188,0,-1,1,336,0,0,0,0,0,0,0,0,0,262404736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1084434,1084433,1084432
587,961,0,239,224,0,0,13,165,0,0,0,0,0,0,0,0,0,0,370276800,374569472,378829312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1304688,1304687,1304686
589,0,0,241,188,0,-1,1,336,0,0,0,0,0,0,0,0,0,279181952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1084434,1084433,1084432
590,991,0,242,188,0,-1,3,504,0,0,0,0,0,0,0,0,0,279181952,295959168,312736384,329366016,346045056,363051648,379828224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084434,1084433,1084432
591,961,0,243,225,0,0,13,165,0,0,0,0,0,0,0,0,0,278280704,280181184,285718976,287652352,289552896,290896384,292796928,294697472,296040896,302135744,303479232,305412608,307313152,308673024,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467047,1467046,1467045
592,961,0,244,226,0,0,13,165,0,0,0,0,0,0,0,0,0,362838528,364198336,370391488,372324864,373799424,375699968,377698816,379599360,381073856,338147840,340048384,341948928,343292416,345422336,352516544,354449856,355793408,357693952,359053824,360937984,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467050,1467049,1467048
593,4,0,240,223,0,0,1,165,0,0,0,0,0,0,0,0,0,274152000,275937856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129668,1129667,1129666
594,24,0,240,223,0,0,1,165,0,0,0,0,0,0,0,0,0,274168256,275954112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129668,1129667,1129666
595,2,0,240,223,0,0,1,165,0,0,0,0,0,0,0,0,0,274168320,275954176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129668,1129667,1129666
596,4,0,235,218,0,0,1,165,0,0,0,0,0,0,0,0,0,274823744,276052544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129683,1129682,1129681
597,24,0,235,218,0,0,1,165,0,0,0,0,0,0,0,0,0,274840000,276068800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129683,1129682,1129681
598,2,0,235,218,0,0,1,165,0,0,0,0,0,0,0,0,0,274840064,276068864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129683,1129682,1129681
599,4,0,234,217,0,0,13,165,0,0,0,0,0,0,0,0,0,363870720,369523200,371456576,373471808,374815296,376830528,378731072,380746240,0,339163712,341064256,342964800,344308288,345209408,347453952,353532416,354925120,356825664,358726208,360069696,361970240,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129677,1129676,1129675
600,24,0,234,217,0,0,13,165,0,0,0,0,0,0,0,0,0,363887040,369539520,371472832,373488064,374831552,376846784,378747328,380762560,0,339179968,341080512,342981056,344324544,345225664,347470272,353548736,355482048,356841920,358742464,360085952,361986496,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129677,1129676,1129675
601,2,0,234,217,0,0,13,165,0,0,0,0,0,0,0,0,0,363887104,369539584,371472896,373488128,374831616,376846848,378747392,380762624,0,339180032,341080576,342981120,344324608,345225728,347470336,353548800,355482112,356841984,358742528,360086016,361986560,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129677,1129676,1129675
602,4,0,236,219,0,0,13,165,0,0,0,0,0,0,0,0,0,363084288,369179136,370522624,372570688,374471232,376486464,377829952,379845120,337017344,338934336,340834880,342194752,344078912,345094720,347224576,352762368,354695680,356596288,357939776,359840320,361183808,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129671,1129670,1129669
603,24,0,236,219,0,0,13,165,0,0,0,0,0,0,0,0,0,363100608,369195456,370538944,372586944,374487488,376502720,377846208,379861440,337033664,338950592,340851136,342211008,344095168,345110976,347240896,352778688,354712000,356612544,357956032,359856576,361200064,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129671,1129670,1129669
604,2,0,236,219,0,0,13,165,0,0,0,0,0,0,0,0,0,363100672,369195520,370539008,372587008,374487552,376502784,377846272,379861504,337033728,338950656,340851200,342211072,344095232,345111040,347240960,352778752,354712064,356612608,357956096,359856640,361200128,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129671,1129670,1129669
605,4,0,243,225,0,0,13,165,0,0,0,0,0,0,0,0,0,278297152,280197632,286276096,287668736,289569344,290912832,292813376,294713920,296057344,302152192,303495680,305429056,307329600,308689472,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467047,1467046,1467045
606,24,0,243,225,0,0,13,165,0,0,0,0,0,0,0,0,0,278313408,280213952,286292416,287685056,289585600,290929088,292829632,294730176,296073664,302168512,304101824,305445312,307345856,308705728,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467047,1467046,1467045
607,2,0,243,225,0,0,13,165,0,0,0,0,0,0,0,0,0,278313472,280214016,286292480,287685120,289585664,290929152,292829696,294730240,296073728,302168576,304101888,305445376,307345920,308705792,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467047,1467046,1467045
610,4,0,238,221,0,0,13,165,0,0,0,0,0,0,0,0,0,364100096,370178560,371685952,373586496,375601728,376945216,378960448,380860928,0,338049536,339950144,341850688,343210560,345324096,352418304,353761792,355695168,357595712,358955584,360839744,362199616,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129680,1129679,1129678
611,24,0,238,221,0,0,13,165,0,0,0,0,0,0,0,0,0,364116416,370194880,371702208,373602752,375617984,377502144,378976704,380877248,0,338065856,339966400,341866944,343210432,345340352,352434624,353778112,355711424,357611968,358971840,360856000,362215872,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129680,1129679,1129678
612,2,0,238,221,0,0,13,165,0,0,0,0,0,0,0,0,0,364116480,370194944,371702272,373602816,375618048,377502208,378976768,380877312,0,338065920,339966464,341867008,343210496,345340416,352434688,353778176,355711488,357612032,358971904,360856064,362215936,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129680,1129679,1129678
613,4,0,244,226,0,0,13,165,0,0,0,0,0,0,0,0,0,362854976,364214784,370407936,372341312,374356544,375716416,377715264,379615808,381090304,338704960,340064832,341965376,343308864,345438720,352532992,354466304,355809856,357710400,359070272,360954432,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467050,1467049,1467048
614,24,0,244,226,0,0,13,165,0,0,0,0,0,0,0,0,0,362871232,364231104,370424256,372357568,374372800,375732672,377731520,379632064,381106624,338721216,340081088,341981632,343325120,345455040,352549312,354482624,355826112,357726656,359086528,360970688,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467050,1467049,1467048
615,2,0,244,226,0,0,13,165,0,0,0,0,0,0,0,0,0,362871296,364231168,370424320,372357632,374372864,375732736,377731584,379632128,381106688,338721280,340081152,341981696,343325184,345455104,352549376,354482688,355826176,357726720,359086592,360970752,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467050,1467049,1467048
616,4,0,237,220,0,0,13,165,0,0,0,0,0,0,0,0,0,360725056,369408512,373701184,377944640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129686,1129685,1129684
617,24,0,237,220,0,0,13,165,0,0,0,0,0,0,0,0,0,360741312,369424832,373717440,377960896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129686,1129685,1129684
618,2,0,237,220,0,0,13,165,0,0,0,0,0,0,0,0,0,360741376,369424896,373717504,377960960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129686,1129685,1129684
622,4,0,239,222,0,0,13,165,0,0,0,0,0,0,0,0,0,359725632,364329472,373357120,377600576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129674,1129673,1129672
623,24,0,239,222,0,0,13,165,0,0,0,0,0,0,0,0,0,359741888,364345792,373373376,377616832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129674,1129673,1129672
624,2,0,239,222,0,0,13,165,0,0,0,0,0,0,0,0,0,359741952,364345856,373373440,377616896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129674,1129673,1129672
628,4,0,239,224,0,0,13,165,0,0,0,0,0,0,0,0,0,0,370293248,374585920,378845760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1304688,1304687,1304686
629,24,0,239,224,0,0,13,165,0,0,0,0,0,0,0,0,0,0,370309568,374602176,378862016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1304688,1304687,1304686
630,2,0,239,224,0,0,13,165,0,0,0,0,0,0,0,0,0,0,370309632,374602240,378862080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1304688,1304687,1304686
634,0,0,245,230,10,-1,1,24,0,0,0,0,0,0,0,0,0,521517056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1574966,0,0
635,0,0,246,227,10,-1,1,24,0,0,0,0,0,0,0,0,0,523696128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1572479,0,0
638,0,0,248,229,10,-1,1,72,0,0,0,0,0,0,0,0,0,520435712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1574965,1574964,1574963
642,0,0,249,231,10,-1,1,72,0,0,0,0,0,0,0,0,0,525432832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1572478,1572477,1572476
643,961,0,239,237,0,0,13,165,0,0,0,0,0,0,0,0,0,362068480,371210688,375470592,379713984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1530590,1530589,1530588
644,0,0,250,232,10,-1,1,72,0,0,0,0,0,0,0,0,0,522467328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1574970,1574969,1580529
645,0,0,251,233,10,-1,1,72,0,0,0,0,0,0,0,0,0,524449792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1572475,1572474,1572473
646,0,0,252,234,10,-1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1574967,0,0
