ID,ItemLevel,Quality[0],Quality[1],Quality[2],Quality[3],Quality[4],Quality[5],Quality[6]
45,45,2.0777938,3.3417852,3.4629898,3.4629898,3.4629898,3.4629898,3.4629898
46,46,2.149436,3.4570096,3.5823934,3.5823934,3.5823934,3.5823934,3.5823934
47,47,2.2241502,3.577175,3.706917,3.706917,3.706917,3.706917,3.706917
48,48,2.3020842,3.702519,3.8368073,3.8368073,3.8368073,3.8368073,3.8368073
49,49,2.3666494,3.806361,3.9444156,3.9444156,3.9444156,3.9444156,3.9444156
50,50,2.4335515,3.9139621,4.055919,4.055919,4.055919,4.055919,4.055919
51,51,2.4851682,3.9969788,4.141947,4.141947,4.141947,4.141947,4.141947
52,52,2.5382912,4.0824184,4.2304854,4.2304854,4.2304854,4.2304854,4.2304854
53,53,2.574475,4.140614,4.290792,4.290792,4.290792,4.290792,4.290792
54,54,2.6299336,4.2298098,4.3832226,4.3832226,4.3832226,4.3832226,4.3832226
55,55,2.6677122,4.2905703,4.446187,4.446187,4.446187,4.446187,4.446187
56,56,2.725621,4.383707,4.5427017,4.5427017,4.5427017,4.5427017,4.5427017
57,57,2.765073,4.447159,4.6084547,4.6084547,4.6084547,4.6084547,4.6084547
58,58,2.8255532,4.544431,4.709255,4.709255,4.709255,4.709255,4.709255
59,59,2.8721085,4.6193075,4.786847,4.786847,4.786847,4.786847,4.786847
60,60,2.9248762,4.704176,4.8747935,4.8747935,4.8747935,4.8747935,4.8747935
61,61,2.9627237,4.765047,4.937873,4.937873,4.937873,4.937873,4.937873
62,62,3.0066586,4.835709,5.0110974,5.0110974,5.0110974,5.0110974,5.0110974
63,63,3.0348039,4.880976,5.058007,5.058007,5.058007,5.058007,5.058007
64,64,3.0632126,4.926667,5.105355,5.105355,5.105355,5.105355,5.105355
65,65,3.0918875,4.972786,5.153146,5.153146,5.153146,5.153146,5.153146
66,66,3.1208308,5.019336,5.2013845,5.2013845,5.2013845,5.2013845,5.2013845
67,67,3.1500447,5.066322,5.250075,5.250075,5.250075,5.250075,5.250075
68,68,3.1795323,5.113748,5.2992206,5.2992206,5.2992206,5.2992206,5.2992206
69,69,3.209296,5.1616178,5.348827,5.348827,5.348827,5.348827,5.348827
70,70,3.2393382,5.2099357,5.398897,5.398897,5.398897,5.398897,5.398897
71,71,3.2696617,5.258706,5.449436,5.449436,5.449436,5.449436,5.449436
72,72,3.3002691,5.307933,5.500448,5.500448,5.500448,5.500448,5.500448
73,73,3.331163,5.3576202,5.551938,5.551938,5.551938,5.551938,5.551938
74,74,3.362346,5.407773,5.60391,5.60391,5.60391,5.60391,5.60391
75,75,3.3938208,5.458395,5.6563683,5.6563683,5.6563683,5.6563683,5.6563683
76,76,3.4255905,5.5094914,5.709317,5.709317,5.709317,5.709317,5.709317
77,77,3.4576573,5.5610657,5.762762,5.762762,5.762762,5.762762,5.762762
78,78,3.4900246,5.613123,5.8167076,5.8167076,5.8167076,5.8167076,5.8167076
79,79,3.5226946,5.665667,5.8711576,5.8711576,5.8711576,5.8711576,5.8711576
80,80,3.5556707,5.7187037,5.926118,5.926118,5.926118,5.926118,5.926118
81,81,3.5889552,5.7722363,5.981592,5.981592,5.981592,5.981592,5.981592
82,82,3.6225514,5.82627,6.0375857,6.0375857,6.0375857,6.0375857,6.0375857
83,83,3.6564622,5.8808103,6.094104,6.094104,6.094104,6.094104,6.094104
84,84,3.6906903,5.93586,6.1511507,6.1511507,6.1511507,6.1511507,6.1511507
85,85,3.725239,5.991426,6.2087317,6.2087317,6.2087317,6.2087317,6.2087317
86,86,3.7601109,6.0475116,6.2668514,6.2668514,6.2668514,6.2668514,6.2668514
87,87,3.7953093,6.1041226,6.3255157,6.3255157,6.3255157,6.3255157,6.3255157
88,88,3.8308372,6.1612635,6.384729,6.384729,6.384729,6.384729,6.384729
89,89,3.8666978,6.218939,6.444496,6.444496,6.444496,6.444496,6.444496
90,90,3.902894,6.2771544,6.504823,6.504823,6.504823,6.504823,6.504823
91,91,3.939429,6.335915,6.565715,6.565715,6.565715,6.565715,6.565715
92,92,3.976306,6.3952255,6.627177,6.627177,6.627177,6.627177,6.627177
93,93,4.0135283,6.455091,6.6892138,6.6892138,6.6892138,6.6892138,6.6892138
94,94,4.051099,6.515517,6.7518315,6.7518315,6.7518315,6.7518315,6.7518315
95,95,4.089021,6.576509,6.8150353,6.8150353,6.8150353,6.8150353,6.8150353
96,96,4.1272984,6.638072,6.878831,6.878831,6.878831,6.878831,6.878831
97,97,4.165934,6.700211,6.9432235,6.9432235,6.9432235,6.9432235,6.9432235
98,98,4.2049317,6.762932,7.0082192,7.0082192,7.0082192,7.0082192,7.0082192
99,99,4.244294,6.8262396,7.0738235,7.0738235,7.0738235,7.0738235,7.0738235
100,100,4.2840247,6.89014,7.1400414,7.1400414,7.1400414,7.1400414,7.1400414
101,101,4.3241277,6.9546385,7.206879,7.206879,7.206879,7.206879,7.206879
102,102,4.364606,7.019741,7.274343,7.274343,7.274343,7.274343,7.274343
103,103,4.4054627,7.0854526,7.342438,7.342438,7.342438,7.342438,7.342438
104,104,4.4467025,7.1517797,7.4111705,7.4111705,7.4111705,7.4111705,7.4111705
105,105,4.488328,7.2187276,7.480547,7.480547,7.480547,7.480547,7.480547
106,106,4.5303435,7.286302,7.5505724,7.5505724,7.5505724,7.5505724,7.5505724
107,107,4.572752,7.3545094,7.621253,7.621253,7.621253,7.621253,7.621253
108,108,4.615557,7.4233546,7.6925955,7.6925955,7.6925955,7.6925955,7.6925955
109,109,4.658764,7.492845,7.764606,7.764606,7.764606,7.764606,7.764606
110,110,4.7023745,7.5629854,7.837291,7.837291,7.837291,7.837291,7.837291
111,111,4.746393,7.633783,7.9106555,7.9106555,7.9106555,7.9106555,7.9106555
112,112,4.7908244,7.7052426,7.9847074,7.9847074,7.9847074,7.9847074,7.9847074
113,113,4.8356714,7.7773714,8.059452,8.059452,8.059452,8.059452,8.059452
114,114,4.880938,7.8501754,8.134896,8.134896,8.134896,8.134896,8.134896
115,115,4.9266286,7.9236608,8.211047,8.211047,8.211047,8.211047,8.211047
116,116,4.972747,7.997834,8.287911,8.287911,8.287911,8.287911,8.287911
117,117,5.0192966,8.072702,8.365495,8.365495,8.365495,8.365495,8.365495
118,118,5.0662823,8.148271,8.443804,8.443804,8.443804,8.443804,8.443804
119,119,5.113708,8.224546,8.522846,8.522846,8.522846,8.522846,8.522846
120,120,5.161577,8.301537,8.602629,8.602629,8.602629,8.602629,8.602629
121,121,5.2098947,8.379248,8.683158,8.683158,8.683158,8.683158,8.683158
122,122,5.2586646,8.457685,8.7644415,8.7644415,8.7644415,8.7644415,8.7644415
123,123,5.307891,8.536859,8.846485,8.846485,8.846485,8.846485,8.846485
124,124,5.3575783,8.616772,8.929297,8.929297,8.929297,8.929297,8.929297
125,125,5.4077306,8.697433,9.012884,9.012884,9.012884,9.012884,9.012884
126,126,5.4583526,8.77885,9.097254,9.097254,9.097254,9.097254,9.097254
127,127,5.509448,8.861029,9.182413,9.182413,9.182413,9.182413,9.182413
128,128,5.561022,8.943977,9.26837,9.26837,9.26837,9.26837,9.26837
129,129,5.6130786,9.027701,9.355131,9.355131,9.355131,9.355131,9.355131
130,130,5.6656227,9.11221,9.442705,9.442705,9.442705,9.442705,9.442705
131,131,5.718659,9.19751,9.531098,9.531098,9.531098,9.531098,9.531098
132,132,5.772191,9.2836075,9.620318,9.620318,9.620318,9.620318,9.620318
133,133,5.826225,9.370511,9.710375,9.710375,9.710375,9.710375,9.710375
134,134,5.880764,9.458229,9.801273,9.801273,9.801273,9.801273,9.801273
135,135,5.935814,9.546767,9.8930235,9.8930235,9.8930235,9.8930235,9.8930235
136,136,5.991379,9.636134,9.985632,9.985632,9.985632,9.985632,9.985632
137,137,6.0474644,9.726338,10.079107,10.079107,10.079107,10.079107,10.079107
138,138,6.1040745,9.817387,10.173458,10.173458,10.173458,10.173458,10.173458
139,139,6.161215,9.909287,10.268692,10.268692,10.268692,10.268692,10.268692
140,140,6.21889,10.002048,10.364817,10.364817,10.364817,10.364817,10.364817
141,141,6.2771053,10.095677,10.461842,10.461842,10.461842,10.461842,10.461842
142,142,6.335865,10.190184,10.559775,10.559775,10.559775,10.559775,10.559775
143,143,6.3951755,10.285574,10.658626,10.658626,10.658626,10.658626,10.658626
144,144,6.4550405,10.381857,10.758401,10.758401,10.758401,10.758401,10.758401
145,145,6.515466,10.479041,10.859111,10.859111,10.859111,10.859111,10.859111
146,146,6.5764575,10.577136,10.960763,10.960763,10.960763,10.960763,10.960763
147,147,6.63802,10.676148,11.063366,11.063366,11.063366,11.063366,11.063366
148,148,6.700158,10.776088,11.16693,11.16693,11.16693,11.16693,11.16693
149,149,6.7628784,10.876963,11.271464,11.271464,11.271464,11.271464,11.271464
150,150,6.8261857,10.978783,11.376977,11.376977,11.376977,11.376977,11.376977
151,151,6.8900857,11.081554,11.483477,11.483477,11.483477,11.483477,11.483477
152,152,6.954584,11.185289,11.590973,11.590973,11.590973,11.590973,11.590973
153,153,7.0196857,11.289995,11.699476,11.699476,11.699476,11.699476,11.699476
154,154,7.0853972,11.39568,11.808995,11.808995,11.808995,11.808995,11.808995
155,155,7.151724,11.502356,11.919539,11.919539,11.919539,11.919539,11.919539
156,156,7.218671,11.610029,12.031118,12.031118,12.031118,12.031118,12.031118
157,157,7.286245,11.718711,12.143742,12.143742,12.143742,12.143742,12.143742
158,158,7.3544517,11.828409,12.25742,12.25742,12.25742,12.25742,12.25742
159,159,7.4232965,11.939136,12.372161,12.372161,12.372161,12.372161,12.372161
160,160,7.492786,12.050898,12.487977,12.487977,12.487977,12.487977,12.487977
161,161,7.5629263,12.163706,12.604877,12.604877,12.604877,12.604877,12.604877
162,162,7.633723,12.277571,12.722871,12.722871,12.722871,12.722871,12.722871
163,163,7.705182,12.392501,12.84197,12.84197,12.84197,12.84197,12.84197
164,164,7.7773104,12.508508,12.962184,12.962184,12.962184,12.962184,12.962184
165,165,7.850114,12.6256,13.083523,13.083523,13.083523,13.083523,13.083523
166,166,7.923599,12.743788,13.205997,13.205997,13.205997,13.205997,13.205997
167,167,7.9977717,12.863083,13.329619,13.329619,13.329619,13.329619,13.329619
168,168,8.0726385,12.983494,13.454398,13.454398,13.454398,13.454398,13.454398
169,169,8.148207,13.105033,13.580344,13.580344,13.580344,13.580344,13.580344
170,170,8.224483,13.227709,13.70747,13.70747,13.70747,13.70747,13.70747
171,171,8.301472,13.351534,13.835786,13.835786,13.835786,13.835786,13.835786
172,172,8.379182,13.476518,13.965302,13.965302,13.965302,13.965302,13.965302
173,173,8.45762,13.602671,14.096032,14.096032,14.096032,14.096032,14.096032
174,174,8.536791,13.730006,14.227985,14.227985,14.227985,14.227985,14.227985
175,175,8.616704,13.858532,14.361174,14.361174,14.361174,14.361174,14.361174
176,176,8.697365,13.988262,14.495608,14.495608,14.495608,14.495608,14.495608
177,177,8.778781,14.119206,14.631302,14.631302,14.631302,14.631302,14.631302
178,178,8.860959,14.251376,14.768266,14.768266,14.768266,14.768266,14.768266
179,179,8.943907,14.384784,14.906511,14.906511,14.906511,14.906511,14.906511
180,180,9.027631,14.51944,15.046051,15.046051,15.046051,15.046051,15.046051
181,181,9.112139,14.655356,15.186897,15.186897,15.186897,15.186897,15.186897
182,182,9.197437,14.792545,15.329062,15.329062,15.329062,15.329062,15.329062
183,183,9.283535,14.931018,15.472558,15.472558,15.472558,15.472558,15.472558
184,184,9.370438,15.070787,15.617396,15.617396,15.617396,15.617396,15.617396
185,185,9.458155,15.211865,15.763591,15.763591,15.763591,15.763591,15.763591
186,186,9.546693,15.354263,15.911154,15.911154,15.911154,15.911154,15.911154
187,187,9.636059,15.497995,16.060099,16.060099,16.060099,16.060099,16.060099
188,188,9.726262,15.643072,16.210438,16.210438,16.210438,16.210438,16.210438
189,189,9.817309,15.789507,16.362183,16.362183,16.362183,16.362183,16.362183
190,190,9.909209,15.937312,16.51535,16.51535,16.51535,16.51535,16.51535
191,191,10.00197,16.086502,16.66995,16.66995,16.66995,16.66995,16.66995
192,192,10.095598,16.237087,16.825996,16.825996,16.825996,16.825996,16.825996
193,193,10.190104,16.389082,16.983505,16.983505,16.983505,16.983505,16.983505
194,194,10.285493,16.542501,17.142488,17.142488,17.142488,17.142488,17.142488
195,195,10.381776,16.697355,17.30296,17.30296,17.30296,17.30296,17.30296
196,196,10.478959,16.853659,17.464931,17.464931,17.464931,17.464931,17.464931
197,197,10.577053,17.011427,17.628422,17.628422,17.628422,17.628422,17.628422
198,198,10.676064,17.170671,17.793442,17.793442,17.793442,17.793442,17.793442
199,199,10.776004,17.331406,17.960007,17.960007,17.960007,17.960007,17.960007
200,200,10.876878,17.493645,18.12813,18.12813,18.12813,18.12813,18.12813
201,201,10.978696,17.657404,18.297827,18.297827,18.297827,18.297827,18.297827
202,202,11.081468,17.822695,18.469112,18.469112,18.469112,18.469112,18.469112
203,203,11.185202,17.989532,18.642002,18.642002,18.642002,18.642002,18.642002
204,204,11.289907,18.157932,18.816511,18.816511,18.816511,18.816511,18.816511
205,205,11.395591,18.32791,18.992651,18.992651,18.992651,18.992651,18.992651
206,206,11.502265,18.499477,19.170443,19.170443,19.170443,19.170443,19.170443
207,207,11.609938,18.672651,19.349897,19.349897,19.349897,19.349897,19.349897
208,208,11.718618,18.847445,19.53103,19.53103,19.53103,19.53103,19.53103
209,209,11.828317,19.023876,19.713861,19.713861,19.713861,19.713861,19.713861
210,210,11.939042,19.20196,19.898403,19.898403,19.898403,19.898403,19.898403
211,211,12.050803,19.381708,20.084673,20.084673,20.084673,20.084673,20.084673
212,212,12.16361,19.56314,20.272684,20.272684,20.272684,20.272684,20.272684
213,213,12.277474,19.746271,20.462458,20.462458,20.462458,20.462458,20.462458
214,214,12.392404,19.931116,20.654007,20.654007,20.654007,20.654007,20.654007
215,215,12.50841,20.117691,20.84735,20.84735,20.84735,20.84735,20.84735
216,216,12.625501,20.306013,21.042501,21.042501,21.042501,21.042501,21.042501
217,217,12.743688,20.496098,21.239481,21.239481,21.239481,21.239481,21.239481
218,218,12.862982,20.687962,21.438303,21.438303,21.438303,21.438303,21.438303
219,219,12.983392,20.881622,21.638987,21.638987,21.638987,21.638987,21.638987
220,220,13.10493,21.077095,21.841549,21.841549,21.841549,21.841549,21.841549
221,221,13.227605,21.274399,22.04601,22.04601,22.04601,22.04601,22.04601
222,222,13.351429,21.473549,22.252382,22.252382,22.252382,22.252382,22.252382
223,223,13.476412,21.674562,22.460686,22.460686,22.460686,22.460686,22.460686
224,224,13.602565,21.877459,22.67094,22.67094,22.67094,22.67094,22.67094
225,225,13.729898,22.082253,22.883163,22.883163,22.883163,22.883163,22.883163
226,226,13.858424,22.288965,23.097372,23.097372,23.097372,23.097372,23.097372
227,227,13.988153,22.497612,23.313587,23.313587,23.313587,23.313587,23.313587
228,228,14.119096,22.708212,23.531826,23.531826,23.531826,23.531826,23.531826
229,229,14.251265,22.920784,23.752108,23.752108,23.752108,23.752108,23.752108
230,230,14.384671,23.135345,23.974451,23.974451,23.974451,23.974451,23.974451
231,231,14.519326,23.351915,24.198875,24.198875,24.198875,24.198875,24.198875
232,232,14.655241,23.570513,24.425402,24.425402,24.425402,24.425402,24.425402
233,233,14.792429,23.791157,24.654049,24.654049,24.654049,24.654049,24.654049
234,234,14.930902,24.013866,24.884834,24.884834,24.884834,24.884834,24.884834
235,235,15.070669,24.238659,25.117783,25.117783,25.117783,25.117783,25.117783
236,236,15.211746,24.465557,25.35291,25.35291,25.35291,25.35291,25.35291
237,237,15.354143,24.69458,25.590239,25.590239,25.590239,25.590239,25.590239
238,238,15.497873,24.925747,25.829788,25.829788,25.829788,25.829788,25.829788
239,239,15.642949,25.159077,26.07158,26.07158,26.07158,26.07158,26.07158
240,240,15.789383,25.39459,26.315638,26.315638,26.315638,26.315638,26.315638
241,241,15.937187,25.632309,26.56198,26.56198,26.56198,26.56198,26.56198
242,242,16.086376,25.872253,26.810625,26.810625,26.810625,26.810625,26.810625
243,243,16.23696,26.114445,27.0616,27.0616,27.0616,27.0616,27.0616
244,244,16.388954,26.358902,27.314924,27.314924,27.314924,27.314924,27.314924
245,245,16.542372,26.605648,27.57062,27.57062,27.57062,27.57062,27.57062
246,246,16.697226,26.854704,27.828709,27.828709,27.828709,27.828709,27.828709
247,247,16.853527,27.10609,28.089212,28.089212,28.089212,28.089212,28.089212
248,248,17.011293,27.35983,28.352156,28.352156,28.352156,28.352156,28.352156
249,249,17.170536,27.615946,28.61756,28.61756,28.61756,28.61756,28.61756
250,250,17.33127,27.874458,28.88545,28.88545,28.88545,28.88545,28.88545
251,251,17.493507,28.135391,29.155846,29.155846,29.155846,29.155846,29.155846
252,252,17.657265,28.398767,29.428774,29.428774,29.428774,29.428774,29.428774
253,253,17.822554,28.664608,29.704258,29.704258,29.704258,29.704258,29.704258
254,254,17.989391,28.932938,29.982319,29.982319,29.982319,29.982319,29.982319
255,255,18.157791,29.20378,30.262983,30.262983,30.262983,30.262983,30.262983
256,256,18.327765,29.477156,30.546276,30.546276,30.546276,30.546276,30.546276
257,257,18.499332,29.753092,30.83222,30.83222,30.83222,30.83222,30.83222
258,258,18.672504,30.03161,31.12084,31.12084,31.12084,31.12084,31.12084
259,259,18.847298,30.312737,31.412163,31.412163,31.412163,31.412163,31.412163
260,260,19.023727,30.596495,31.706211,31.706211,31.706211,31.706211,31.706211
261,261,19.201809,30.882908,32.003014,32.003014,32.003014,32.003014,32.003014
262,262,19.381557,31.172003,32.302593,32.302593,32.302593,32.302593,32.302593
263,263,19.562988,31.463804,32.60498,32.60498,32.60498,32.60498,32.60498
264,264,19.746117,31.758337,32.910194,32.910194,32.910194,32.910194,32.910194
265,265,19.93096,32.055626,33.218266,33.218266,33.218266,33.218266,33.218266
266,266,20.117535,32.3557,33.529224,33.529224,33.529224,33.529224,33.529224
267,267,20.305855,32.65858,33.84309,33.84309,33.84309,33.84309,33.84309
268,268,20.495937,32.9643,34.159897,34.159897,34.159897,34.159897,34.159897
269,269,20.6878,33.272877,34.479668,34.479668,34.479668,34.479668,34.479668
270,270,20.881458,33.584347,34.802433,34.802433,34.802433,34.802433,34.802433
271,271,21.076931,33.89873,35.128216,35.128216,35.128216,35.128216,35.128216
272,272,21.274231,34.216057,35.457054,35.457054,35.457054,35.457054,35.457054
273,273,21.47338,34.536354,35.788967,35.788967,35.788967,35.788967,35.788967
274,274,21.674393,34.859646,36.123985,36.123985,36.123985,36.123985,36.123985
275,275,21.877287,35.18597,36.462143,36.462143,36.462143,36.462143,36.462143
276,276,22.082079,35.515347,36.803467,36.803467,36.803467,36.803467,36.803467
277,277,22.28879,35.847805,37.147984,37.147984,37.147984,37.147984,37.147984
278,278,22.497435,36.183376,37.495728,37.495728,37.495728,37.495728,37.495728
279,279,22.708035,36.522087,37.846725,37.846725,37.846725,37.846725,37.846725
280,280,22.920605,36.86397,38.201008,38.201008,38.201008,38.201008,38.201008
281,281,23.135164,37.209057,38.558605,38.558605,38.558605,38.558605,38.558605
282,282,23.351732,37.55737,38.919556,38.919556,38.919556,38.919556,38.919556
283,283,23.570328,37.908943,39.283882,39.283882,39.283882,39.283882,39.283882
284,284,23.79097,38.26381,39.651615,39.651615,39.651615,39.651615,39.651615
285,285,24.013678,38.621998,40.022797,40.022797,40.022797,40.022797,40.022797
286,286,24.23847,38.98354,40.39745,40.39745,40.39745,40.39745,40.39745
287,287,24.465366,39.348465,40.77561,40.77561,40.77561,40.77561,40.77561
288,288,24.694387,39.716805,41.15731,41.15731,41.15731,41.15731,41.15731
289,289,24.92555,40.088593,41.542583,41.542583,41.542583,41.542583,41.542583
290,290,25.158878,40.463863,41.931465,41.931465,41.931465,41.931465,41.931465
291,291,25.394392,40.842648,42.323986,42.323986,42.323986,42.323986,42.323986
292,292,25.632109,41.224976,42.72018,42.72018,42.72018,42.72018,42.72018
293,293,25.872051,41.61088,43.120087,43.120087,43.120087,43.120087,43.120087
294,294,26.114239,42.0004,43.52373,43.52373,43.52373,43.52373,43.52373
295,295,26.358694,42.393566,43.931156,43.931156,43.931156,43.931156,43.931156
296,296,26.605438,42.790413,44.3424,44.3424,44.3424,44.3424,44.3424
297,297,26.854492,43.190975,44.75749,44.75749,44.75749,44.75749,44.75749
298,298,27.105877,43.595287,45.176464,45.176464,45.176464,45.176464,45.176464
299,299,27.359615,44.003384,45.599358,45.599358,45.599358,45.599358,45.599358
300,300,27.615728,44.4153,46.026215,46.026215,46.026215,46.026215,46.026215
301,301,27.87424,44.83107,46.457066,46.457066,46.457066,46.457066,46.457066
302,302,28.135172,45.250732,46.891953,46.891953,46.891953,46.891953,46.891953
303,303,28.398544,45.674324,47.330906,47.330906,47.330906,47.330906,47.330906
304,304,28.664383,46.101883,47.77397,47.77397,47.77397,47.77397,47.77397
305,305,28.93271,46.533443,48.221184,48.221184,48.221184,48.221184,48.221184
306,306,29.20355,46.969044,48.672585,48.672585,48.672585,48.672585,48.672585
307,307,29.476925,47.408722,49.12821,49.12821,49.12821,49.12821,49.12821
308,308,29.75286,47.852512,49.588097,49.588097,49.588097,49.588097,49.588097
309,309,30.031376,48.30046,50.05229,50.05229,50.05229,50.05229,50.05229
310,310,30.312498,48.7526,50.520832,50.520832,50.520832,50.520832,50.520832
311,311,30.596254,49.208977,50.99376,50.99376,50.99376,50.99376,50.99376
312,312,30.882666,49.66962,51.47111,51.47111,51.47111,51.47111,51.47111
313,313,31.171759,50.13458,51.95293,51.95293,51.95293,51.95293,51.95293
314,314,31.463558,50.60389,52.439262,52.439262,52.439262,52.439262,52.439262
315,315,31.75809,51.07759,52.93015,52.93015,52.93015,52.93015,52.93015
316,316,32.055378,51.55573,53.42563,53.42563,53.42563,53.42563,53.42563
317,317,32.355446,52.038345,53.925743,53.925743,53.925743,53.925743,53.925743
318,318,32.658325,52.525475,54.430542,54.430542,54.430542,54.430542,54.430542
319,319,32.964043,53.017166,54.940067,54.940067,54.940067,54.940067,54.940067
320,320,33.272617,53.51346,55.45436,55.45436,55.45436,55.45436,55.45436
321,321,33.584084,54.0144,55.973473,55.973473,55.973473,55.973473,55.973473
322,322,33.898464,54.520027,56.49744,56.49744,56.49744,56.49744,56.49744
323,323,34.215786,55.03039,57.026314,57.026314,57.026314,57.026314,57.026314
324,324,34.536083,55.545532,57.560135,57.560135,57.560135,57.560135,57.560135
325,325,34.859375,56.065495,58.098957,58.098957,58.098957,58.098957,58.098957
326,326,35.18569,56.59032,58.642822,58.642822,58.642822,58.642822,58.642822
327,327,35.515064,57.120064,59.191776,59.191776,59.191776,59.191776,59.191776
328,328,35.847523,57.654766,59.745872,59.745872,59.745872,59.745872,59.745872
329,329,36.18309,58.194473,60.305153,60.305153,60.305153,60.305153,60.305153
330,330,36.5218,58.73923,60.86967,60.86967,60.86967,60.86967,60.86967
331,331,36.86368,59.28909,61.439472,61.439472,61.439472,61.439472,61.439472
332,332,37.208763,59.844093,62.014606,62.014606,62.014606,62.014606,62.014606
333,333,37.557076,60.404297,62.595127,62.595127,62.595127,62.595127,62.595127
334,334,37.908646,60.96974,63.18108,63.18108,63.18108,63.18108,63.18108
335,335,38.26351,61.540478,63.77252,63.77252,63.77252,63.77252,63.77252
336,336,38.621696,62.116558,64.36949,64.36949,64.36949,64.36949,64.36949
337,337,38.983234,62.698032,64.97205,64.97205,64.97205,64.97205,64.97205
338,338,39.348156,63.28495,65.58026,65.58026,65.58026,65.58026,65.58026
339,339,39.716496,63.87736,66.19415,66.19415,66.19415,66.19415,66.19415
340,340,40.08828,64.47532,66.8138,66.8138,66.8138,66.8138,66.8138
341,341,40.463547,65.07887,67.43925,67.43925,67.43925,67.43925,67.43925
342,342,40.842327,65.68807,68.07054,68.07054,68.07054,68.07054,68.07054
