ID,TraitNodeID,TraitNodeEntryID,Index
12003,10987,13458,0
12004,10988,13459,0
12005,10989,13460,0
12006,10990,13461,0
12007,10990,13462,1
12008,10991,13463,0
12009,10992,13464,0
12010,10993,13465,0
12011,10994,13466,0
12012,10995,13467,0
12013,10996,13468,0
12014,10997,13469,0
12015,10998,13470,0
12016,10999,13471,0
12017,11000,13472,0
12018,11001,13473,0
12019,11002,13474,0
12020,11003,13475,0
12021,11004,13476,0
12022,11005,13477,0
12023,11006,13478,0
12024,11007,13479,0
12025,11008,13480,0
12026,11009,13481,0
12027,11010,13482,0
12028,11011,13483,0
12029,11012,13484,0
12030,11013,13485,0
12031,11014,13486,0
12032,11014,13487,1
12033,11015,13488,0
12034,11016,13489,0
12035,11017,13490,0
12036,11018,13491,0
12037,11019,13492,0
12038,11019,13493,1
12039,11020,13494,0
12040,11021,13495,0
12041,11022,13496,0
12042,11023,13497,0
12043,11024,13498,0
12044,11025,13499,0
12045,11026,13500,0
12046,11027,13501,0
12047,11028,13502,0
12048,11029,13503,0
12049,11029,13504,1
12050,11030,13505,0
12051,11031,13506,0
12052,11032,13507,0
12053,11033,13508,0
12054,11034,13509,0
12055,11035,13510,0
12056,11036,13511,0
12057,11037,13512,0
12058,11038,13513,0
12059,11038,13514,1
12060,11039,13515,0
12061,11040,13516,0
12062,11041,13517,0
12063,11042,13518,0
12064,11043,13519,0
12065,11044,13520,0
12066,11045,13521,0
12067,11046,13522,0
12068,11047,13523,0
12069,11048,13524,0
12070,11049,13525,0
12071,11050,13526,0
12072,11051,13527,0
12073,11052,13528,0
12289,11242,13744,0
12290,11243,13745,0
12291,11244,13746,0
12292,11245,13747,0
12293,11246,13748,0
12294,11247,13749,0
12295,11248,13750,0
12296,11249,13751,0
12297,11250,13752,0
12298,11251,13753,0
12299,11252,13754,0
12300,11253,13755,0
12301,11254,13756,0
12302,11255,13757,0
12303,11256,13758,0
12304,11257,13759,0
12305,11258,13760,0
12306,11259,13761,0
12307,11260,13762,0
12308,11261,13763,0
12309,11261,13764,1
12310,11262,13765,0
12311,11263,13766,0
12312,11264,13767,0
12313,11264,13768,1
12314,11265,13769,0
12315,11266,13770,0
12316,11267,13771,0
12317,11268,13772,0
12318,11269,13773,0
12319,11270,13774,0
12320,11270,13775,1
12321,11271,13776,0
12322,11271,13777,1
12323,11272,13778,0
12324,11273,13779,0
12325,11274,13780,0
12326,11275,13781,0
12327,11276,13782,0
12328,11277,13783,0
12329,11278,13784,0
12330,11279,13785,0
12331,11280,13786,0
12332,11281,13787,0
12333,11282,13788,0
12334,11283,13789,0
12335,11284,13790,0
12336,11285,13791,0
12337,11286,13792,0
12338,11287,13793,0
12339,11288,13794,0
12340,11289,13795,0
12341,11289,13796,1
12342,11290,13797,0
12343,11291,13798,0
12344,11292,13799,0
12345,11293,13800,0
12346,11294,13801,0
12347,11294,13802,1
12348,11295,13803,0
12349,11296,13804,0
12350,11297,13805,0
12351,11298,13806,0
12352,11299,13807,0
12353,11300,13808,0
12354,11301,13809,0
12355,11302,13810,0
12356,11303,13811,0
12357,11304,13812,0
12358,11305,13813,0
12359,11305,13814,1
12360,11306,13815,0
12361,11306,13816,1
12362,11307,13817,0
12363,11308,13818,0
12364,11309,13819,0
12365,11310,13820,0
12366,11311,13821,0
12367,11312,13822,0
12368,11313,13823,0
12369,11314,13824,0
12370,11315,13825,0
12371,11316,13826,0
12372,11316,13827,1
12373,11317,13828,0
12374,11318,13829,0
12375,11319,13830,0
12376,11320,13831,0
12377,11321,13832,0
12378,11322,13833,0
12379,11323,13834,0
12380,11324,13835,0
12381,11325,13836,0
12382,11326,13837,0
12383,11327,13838,0
12384,11328,13839,0
12385,11328,13840,1
12386,11329,13841,0
12387,11330,13842,0
12388,11331,13843,0
12389,11331,13844,1
12390,11332,13845,0
12391,11333,13846,0
12392,11333,13847,1
12393,11334,13848,0
12394,11335,13849,0
12395,11335,13850,1
12396,11336,13851,0
12397,11336,13852,1
12398,11337,13853,0
12399,11338,13854,0
12400,11338,13855,1
12401,11339,13856,0
12402,11340,13857,0
12403,11341,13858,0
12404,11342,13859,0
12405,11343,13860,0
12406,11344,13861,0
12407,11345,13862,0
12408,11345,13863,1
12409,11346,13864,0
12410,11347,13865,0
12411,11348,13866,0
12412,11349,13867,0
12413,11350,13868,0
12414,11351,13869,0
12415,11352,13870,0
12416,11353,13871,0
12417,11354,13872,0
12418,11355,13873,0
12419,11356,13874,0
12420,11357,13875,0
12421,11358,13876,0
12422,11359,13877,0
12423,11360,13878,0
12424,11361,13879,0
12425,11361,13880,1
12426,11362,13881,0
12427,11363,13882,0
12428,11364,13883,0
12429,11365,13884,0
12430,11365,13885,1
12431,11366,13886,0
12432,11367,13887,0
12433,11367,13888,1
12434,11368,13889,0
12435,11369,13890,0
12436,11370,13891,0
12437,11371,13892,0
12438,11371,13893,1
12439,11372,13894,0
12440,11373,13895,0
12441,11373,13896,1
12442,11374,13897,0
12443,11374,13898,1
12444,11375,13899,0
12445,11376,13900,0
12446,11377,13901,0
12447,11378,13902,0
12448,11379,13903,0
12449,11380,13904,0
12450,11381,13905,0
12451,11381,13906,1
12452,11382,13907,0
12453,11383,13908,0
12454,11384,13909,0
12455,11385,13910,0
12456,11386,13911,0
12457,11387,13912,0
12458,11388,13913,0
12459,11389,13914,0
12460,11390,13915,0
12461,11391,13916,0
12462,11392,13917,0
12463,11393,13918,0
12464,11394,13919,0
12465,11395,13920,0
12466,11396,13921,0
12467,11397,13922,0
12468,11398,13923,0
12469,11398,13924,1
12470,11399,13925,0
12471,11400,13926,0
12472,11401,13927,0
12473,11402,13928,0
12474,11403,13929,0
12475,11404,13930,0
12476,11405,13931,0
12477,11405,13932,1
12478,11406,13933,0
12479,11407,13934,0
12480,11408,13935,0
12481,11409,13936,0
12482,11410,13937,0
12483,11411,13938,0
12484,11412,13939,0
12485,11413,13940,0
12486,11414,13941,0
12487,11415,13942,0
12488,11416,13943,0
12489,11417,13944,0
12490,11418,13945,0
12491,11419,13946,0
12492,11420,13947,0
12493,11421,13948,0
12494,11422,13949,0
12495,11423,13950,0
12496,11424,13951,0
12497,11424,13952,1
12498,11425,13953,0
12499,11426,13954,0
12500,11427,13955,0
12501,11428,13956,0
12502,11429,13957,0
12503,11430,13958,0
16990,15440,19847,0
16991,15441,19848,0
16992,15442,19849,0
16993,15443,19850,0
16994,15443,19851,1
16995,15444,19852,0
16996,15445,19853,0
16997,15446,19854,0
16998,15447,19855,0
16999,15448,19856,0
17000,15449,19857,0
17001,15450,19858,0
17002,15451,19859,0
17003,15452,19860,0
17004,15453,19861,0
17005,15454,19862,0
17006,15455,19863,0
17007,15456,19864,0
17008,15457,19865,0
17009,15458,19866,0
17010,15459,19867,0
17011,15460,19868,0
17012,15461,19869,0
17013,15462,19870,0
17014,15463,19871,0
17015,15464,19872,0
17016,15464,19873,1
17017,15465,19874,0
17018,15466,19875,0
17019,15467,19876,0
17020,15468,19877,0
17021,15469,19878,0
17022,15470,19879,0
17023,15471,19880,0
17024,15472,19881,0
17025,15473,19882,0
17026,15474,19883,0
17027,15475,19884,0
17028,15476,19885,0
17029,15477,19886,0
17030,15478,19887,0
17031,15479,19888,0
17032,15480,19889,0
17033,15481,19890,0
17034,15482,19891,0
17035,15483,19892,0
17036,15484,19893,0
17037,15485,19894,0
17038,15485,19895,1
17039,15486,19896,0
17040,15487,19897,0
17041,15488,19898,0
17042,15489,19899,0
17043,15490,19900,0
17044,15491,19901,0
17045,15492,19902,0
17046,15493,19903,0
17047,15494,19904,0
17048,15495,19905,0
17049,15496,19906,0
17050,15497,19907,0
17051,15498,19908,0
17052,15499,19909,0
17053,15500,19910,0
17054,15501,19911,0
17055,15502,19912,0
17056,15503,19913,0
17057,15504,19914,0
17058,15505,19915,0
17059,15506,19916,0
17060,15507,19917,0
17061,15508,19918,0
17062,15508,19919,1
17063,15509,19920,0
17064,15510,19921,0
17065,15511,19922,0
17066,15512,19923,0
17067,15513,19924,0
17068,15513,19925,1
17069,15514,19926,0
17070,15515,19927,0
17071,15516,19928,0
17072,15517,19929,0
17073,15518,19930,0
17074,15519,19931,0
17075,15520,19932,0
17076,15521,19933,0
17077,15522,19934,0
17078,15523,19935,0
17079,15524,19936,0
17080,15525,19937,0
17081,15526,19938,0
17082,15527,19939,0
17083,15528,19940,0
17084,15529,19941,0
17085,15530,19942,0
17086,15531,19943,0
17087,15532,19944,0
17088,15533,19945,0
17089,15534,19946,0
17090,15535,19947,0
17091,15536,19948,0
17092,15537,19949,0
17093,15538,19950,0
17094,15538,19951,1
17095,15539,19952,0
17096,15540,19953,0
17097,15541,19954,0
17098,15542,19955,0
17099,15543,19956,0
17100,15544,19957,0
17101,15545,19958,0
17102,15546,19959,0
17103,15547,19960,0
17104,15548,19961,0
17105,15549,19962,0
17106,15550,19963,0
17107,15551,19964,0
17108,15551,19965,1
17109,15552,19966,0
17110,15553,19967,0
17111,15553,19968,1
17112,15554,19969,0
17113,15555,19970,0
17114,15556,19971,0
17115,15557,19972,0
17116,15558,19973,0
17117,15559,19974,0
17118,15560,19975,0
17119,15561,19976,0
17120,15562,19977,0
17121,15563,19978,0
17122,15564,19979,0
17123,15565,19980,0
17124,15565,19981,1
17125,15566,19982,0
17126,15567,19983,0
17127,15568,19984,0
17128,15569,19985,0
17129,15570,19986,0
17130,15571,19987,0
17131,15571,19988,1
17132,15572,19989,0
17133,15573,19990,0
17134,15574,19991,0
17135,15575,19992,0
17136,15576,19993,0
17137,15577,19994,0
17138,15578,19995,0
17139,15579,19996,0
17140,15579,19997,1
17141,15580,19998,0
17142,15581,19999,0
17143,15582,20000,0
17144,15583,20001,0
17145,15584,20002,0
17146,15585,20003,0
17147,15586,20004,0
17148,15587,20005,0
17149,15588,20006,0
17150,15589,20007,0
17151,15590,20008,0
17152,15591,20009,0
17153,15592,20010,0
17154,15593,20011,0
17155,15594,20012,0
17156,15595,20013,0
17157,15596,20014,0
17158,15597,20015,0
17159,15598,20016,0
17160,15598,20017,1
17161,15599,20018,0
17162,15600,20019,0
17163,15601,20020,0
17164,15602,20021,0
17165,15603,20022,0
17166,15604,20023,0
17167,15605,20024,0
17402,15834,20259,0
17403,15835,20260,0
17404,15836,20261,0
17405,15837,20262,0
17406,15838,20263,0
17407,15839,20264,0
17408,15840,20265,0
17409,15841,20266,0
17410,15842,20267,0
17411,15843,20268,0
17412,15844,20269,0
17413,15845,20270,0
17414,15846,20271,0
17415,15847,20272,0
17416,15848,20273,0
17417,15849,20274,0
17418,15850,20275,0
17419,15851,20276,0
17420,15852,20277,0
17421,15853,20278,0
17422,15854,20279,0
17423,15855,20280,0
17424,15856,20281,0
17425,15857,20282,0
17426,15858,20283,0
17427,15859,20284,0
17428,15860,20285,0
17429,15861,20286,0
17430,15862,20287,0
17431,15863,20288,0
17432,15864,20289,0
17433,15865,20290,0
17434,15866,20291,0
17435,15867,20292,0
17436,15868,20293,0
17437,15869,20294,0
17438,15870,20295,0
17439,15871,20296,0
17440,15872,20297,0
17441,15873,20298,0
17442,15874,20299,0
17443,15875,20300,0
17444,15876,20301,0
17445,15877,20302,0
17446,15878,20303,0
17447,15879,20304,0
17448,15880,20305,0
17449,15881,20306,0
17450,15882,20307,0
17451,15883,20308,0
17452,15884,20309,0
17453,15885,20310,0
17454,15886,20311,0
17455,15887,20312,0
17456,15888,20313,0
17457,15889,20314,0
17458,15890,20315,0
17459,15891,20316,0
17460,15892,20317,0
17461,15893,20318,0
17462,15894,20319,0
17463,15895,20320,0
17464,15896,20321,0
17465,15897,20322,0
17466,15898,20323,0
17467,15899,20324,0
17468,15900,20325,0
17469,15901,20326,0
17470,15902,20327,0
17471,15903,20328,0
17472,15904,20329,0
17473,15905,20330,0
17474,15906,20331,0
17475,15907,20332,0
17476,15908,20333,0
17477,15909,20334,0
17478,15910,20335,0
17479,15911,20336,0
17480,15912,20337,0
17481,15913,20338,0
17482,15914,20339,0
17483,15915,20340,0
17484,15916,20341,0
17485,15917,20342,0
17486,15918,20343,0
17487,15919,20344,0
17488,15920,20345,0
17489,15921,20346,0
17490,15922,20347,0
17491,15923,20348,0
17492,15924,20349,0
17493,15925,20350,0
17494,15926,20351,0
17495,15927,20352,0
17496,15928,20353,0
17497,15929,20354,0
17498,15930,20355,0
17499,15931,20356,0
17500,15932,20357,0
17501,15933,20358,0
17502,15934,20359,0
17503,15935,20360,0
17504,15936,20361,0
17505,15937,20362,0
17506,15938,20363,0
17507,15939,20364,0
17508,15940,20365,0
17509,15941,20366,0
17510,15942,20367,0
17511,15943,20368,0
17512,15944,20369,0
17513,15945,20370,0
17514,15946,20371,0
17515,15947,20372,0
17516,15948,20373,0
17517,15949,20374,0
17518,15950,20375,0
17519,15951,20376,0
17520,15952,20377,0
17521,15953,20378,0
17522,15954,20379,0
17523,15955,20380,0
17524,15956,20381,0
17525,15957,20382,0
17526,15958,20383,0
17527,15959,20384,0
17528,15960,20385,0
17529,15961,20386,0
17530,15962,20387,0
17531,15963,20388,0
17532,15964,20389,0
17533,15965,20390,0
17534,15966,20391,0
17535,15967,20392,0
17536,15968,20393,0
17537,15969,20394,0
17538,15970,20395,0
17539,15971,20396,0
17540,15972,20397,0
17541,15973,20398,0
17542,15974,20399,0
17543,15975,20400,0
17544,15976,20401,0
17545,15977,20402,0
17546,15978,20403,0
17547,15979,20404,0
17548,15980,20405,0
17549,15981,20406,0
17550,15982,20407,0
17551,15983,20408,0
17552,15984,20409,0
17553,15985,20410,0
17554,15986,20411,0
17555,15987,20412,0
17556,15988,20413,0
17557,15989,20414,0
17558,15990,20415,0
17559,15991,20416,0
17560,15992,20417,0
17561,15993,20418,0
17562,15994,20419,0
17563,15995,20420,0
17564,15996,20421,0
17565,15997,20422,0
17566,15998,20423,0
17567,15999,20424,0
17568,16000,20425,0
17569,16001,20426,0
17570,16002,20427,0
17571,16003,20428,0
17572,16004,20429,0
17573,16005,20430,0
17717,16133,20574,0
17718,16134,20575,0
17719,16135,20576,0
17720,16136,20577,0
17721,16137,20578,0
17722,16138,20580,0
17723,16139,20581,0
17724,16140,20582,0
17725,16141,20583,0
17726,16142,20584,0
17727,16143,20586,0
17728,16144,20587,0
17729,16145,20588,0
17730,16146,20589,0
17731,16147,20590,0
17732,16148,20591,0
17733,16149,20592,0
17734,16150,20594,0
17735,16151,20595,0
17736,16152,20596,0
17737,16153,20597,0
17738,16154,20598,0
17739,16155,20599,0
17740,16156,20600,0
17741,16157,20602,0
17742,16158,20603,0
17743,16159,20604,0
17744,16160,20605,0
17745,16161,20606,0
17746,16162,20607,0
17747,16163,20608,0
17748,16164,20609,0
17749,16165,20610,0
17750,16166,20579,1
17751,16166,20612,0
17752,16167,20585,1
17753,16167,20613,0
17754,16168,20593,1
17755,16168,20614,0
17756,16169,20601,1
17757,16169,20615,0
17758,16170,20611,1
17759,16170,20616,0
17760,16171,20617,1
17761,16172,20618,0
17762,16173,20619,0
17763,16174,20620,0
17764,16175,20621,0
17765,16176,20622,0
17766,16177,20623,0
17767,16178,20625,0
17768,16179,20626,0
17769,16180,20627,0
17770,16181,20628,0
17771,16182,20629,0
17772,16183,20630,0
17773,16184,20631,0
17774,16185,20633,0
17775,16186,20634,0
17776,16187,20635,0
17777,16188,20636,0
17778,16189,20637,0
17779,16190,20638,0
17780,16191,20639,0
17781,16192,20641,0
17782,16193,20642,0
17783,16194,20643,0
17784,16195,20644,0
17785,16196,20645,0
17786,16197,20646,0
17787,16198,20647,0
17788,16199,20649,0
17789,16200,20650,0
17790,16201,20651,0
17791,16202,20652,0
17792,16203,20653,0
17793,16204,20654,0
17794,16205,20655,0
17795,16206,20657,0
17796,16207,20658,0
17797,16208,20659,0
17798,16209,20660,0
17799,16210,20661,0
17800,16211,20662,0
17801,16212,20663,0
17802,16213,20665,0
17803,16214,20666,0
17804,16215,20667,0
17805,16216,20668,0
17806,16217,20669,0
17807,16218,20670,0
17808,16219,20671,0
17809,16220,20624,1
17810,16220,20673,0
17811,16221,20632,1
17812,16221,20674,0
17813,16222,20640,1
17814,16222,20675,0
17815,16223,20648,1
17816,16223,20676,0
17817,16224,20656,1
17818,16224,20677,0
17819,16225,20664,1
17820,16225,20678,0
17821,16226,20672,1
17822,16226,20679,0
18105,16481,20962,0
18106,16482,20963,0
18107,16483,20964,0
18108,16484,20965,0
18109,16484,20966,1
18110,16485,20967,0
18111,16486,20968,0
18112,16487,20969,0
18113,16488,20970,0
18114,16488,20971,1
18115,16489,20972,0
18116,16490,20973,0
18117,16491,20974,0
18118,16492,20975,0
18119,16493,20976,0
18120,16494,20977,0
18121,16495,20978,0
18122,16496,20979,0
18123,16497,20980,0
18124,16498,20981,0
18125,16498,20982,1
18126,16499,20983,0
18127,16500,20984,0
18128,16501,20985,0
18129,16502,20986,0
18130,16502,20987,1
18131,16503,20988,0
18132,16504,20989,0
18133,16504,20990,1
18134,16505,20991,0
18135,16506,20992,0
18136,16507,20993,0
18137,16508,20994,0
18138,16509,20995,0
18139,16510,20996,0
18140,16511,20997,0
18141,16512,20998,0
18142,16513,20999,0
18143,16514,21000,0
18144,16515,21001,0
18145,16516,21002,0
18146,16517,21003,0
18147,16518,21004,0
18148,16519,21005,0
18149,16520,21006,0
18150,16521,21007,0
18151,16522,21008,0
18152,16522,21009,1
18153,16523,21010,0
18154,16524,21011,0
18155,16525,21012,0
18156,16526,21013,0
18157,16527,21014,0
18158,16528,21015,0
18159,16529,21016,0
18160,16530,21017,0
18161,16530,21018,1
18162,16531,21019,0
18163,16532,21020,0
18164,16532,21021,1
18165,16533,21022,0
18166,16534,21023,0
18167,16535,21024,0
18168,16536,21025,0
18169,16537,21026,0
18170,16538,21027,0
18171,16539,21028,0
18172,16540,21029,0
18173,16541,21030,0
18174,16542,21031,0
18175,16543,21032,0
18176,16544,21033,0
18177,16545,21034,0
18178,16546,21035,0
18179,16547,21036,0
18180,16548,21037,0
18181,16549,21038,0
18182,16550,21039,0
18183,16551,21040,0
18184,16552,21041,0
18185,16553,21042,0
18186,16554,21043,0
18187,16555,21044,0
18188,16556,21045,0
18189,16557,21046,0
18190,16557,21047,1
18191,16558,21048,0
18192,16559,21049,0
18193,16560,21050,0
18194,16561,21051,0
18195,16562,21052,0
18196,16563,21053,0
18197,16563,21054,1
18198,16564,21055,0
18199,16565,21056,0
18200,16566,21057,0
18201,16567,21058,0
18202,16568,21059,0
18203,16569,21060,0
18204,16570,21061,0
18205,16571,21062,0
18206,16572,21063,0
18207,16573,21064,0
18208,16574,21065,0
18209,16575,21066,0
18210,16576,21067,0
18211,16577,21068,0
18212,16578,21069,0
18213,16579,21070,0
18214,16580,21071,0
18215,16581,21072,0
18216,16582,21073,0
18217,16583,21074,0
18218,16584,21075,0
18219,16585,21076,0
18220,16586,21077,0
18221,16587,21078,0
18222,16588,21079,0
18223,16589,21080,0
18224,16590,21081,0
18225,16591,21082,0
18226,16592,21083,0
18227,16593,21084,0
18228,16594,21085,0
18229,16595,21086,0
18230,16596,21087,0
18535,16872,21392,0
18536,16873,21393,0
18537,16874,21394,0
18538,16875,21395,0
18539,16876,21398,0
18540,16877,21396,0
18541,16878,21397,0
18542,16879,21399,0
18543,16880,21400,0
18544,16881,21401,0
18545,16882,21402,0
18546,16883,21403,0
18547,16884,21404,0
18548,16885,21405,0
18549,16886,21406,0
18550,16887,21407,0
18551,16887,21408,1
18552,16888,21409,0
18553,16889,21410,0
18554,16890,21411,0
18555,16891,21412,0
18556,16892,21413,0
18557,16893,21414,0
18558,16894,21415,0
18559,16895,21416,0
18560,16896,21417,0
18561,16897,21418,0
18562,16898,21419,0
18563,16899,21420,0
18564,16900,21421,0
18565,16901,21422,0
18566,16902,21423,0
18567,16903,21424,0
18568,16904,21425,0
18569,16905,21426,0
18570,16906,21427,0
18571,16907,21428,0
18572,16908,21429,0
18573,16909,21430,0
18574,16910,21431,0
18575,16911,21432,0
18576,16912,21433,0
18577,16913,21434,0
18578,16914,21435,0
18579,16915,21436,0
18580,16916,21437,0
18581,16917,21438,0
18582,16918,21439,0
18583,16919,21440,0
18584,16920,21441,0
18585,16921,21442,0
18586,16922,21443,0
18587,16923,21444,0
18588,16924,21445,0
18589,16925,21446,0
18590,16926,21447,0
18591,16927,21448,0
18592,16928,21449,0
18593,16929,21450,0
18594,16930,21451,0
18595,16931,21452,0
18596,16932,21453,0
18597,16933,21454,0
18598,16934,21455,0
18599,16935,21456,0
18600,16936,21457,0
18601,16937,21458,0
18602,16938,21459,0
18603,16939,21460,0
18604,16940,21461,0
18605,16940,21462,1
18606,16941,21463,0
18607,16942,21464,0
18608,16943,21465,0
18609,16944,21466,0
18610,16945,21467,0
18611,16945,21468,1
18612,16946,21469,0
18613,16946,21470,1
18614,16947,21472,0
18615,16947,21473,1
18616,16948,21474,0
18617,16949,21475,0
18618,16950,21476,0
18619,16951,21477,0
18620,16952,21478,0
18621,16953,21479,0
18622,16954,21480,0
18623,16954,21481,1
18624,16955,21482,0
18625,16955,21483,1
18626,16956,21484,0
18627,16957,21485,0
18628,16958,21486,0
18629,16959,21487,0
18630,16960,21488,0
18631,16961,21489,0
18632,16962,21490,0
18633,16962,21491,1
18634,16963,21492,0
18635,16964,21493,0
18636,16965,21494,0
18637,16966,21495,0
18638,16967,21496,0
18639,16968,21497,0
18640,16969,21498,0
18641,16970,21499,0
18642,16971,21500,0
18643,16972,21501,0
18644,16973,21502,0
18645,16974,21503,0
18646,16975,21504,0
18647,16976,21505,0
18648,16977,21506,0
18649,16978,21507,0
18650,16979,21508,0
18651,16980,21509,0
18652,16981,21510,0
18653,16982,21511,0
18654,16983,21512,0
18655,16984,21513,0
18656,16984,21514,1
18657,16985,21515,0
18658,16986,21516,0
18659,16987,21517,0
18660,16988,21518,0
18661,16989,21519,0
18662,16990,21520,0
18663,16991,21521,0
18664,16992,21522,0
18665,16993,21523,0
18666,16994,21471,0
18667,16994,21524,1
18668,16995,21525,0
18669,16996,21526,0
18670,16997,21527,0
18671,16998,21528,0
18672,16999,21529,0
18673,17000,21530,0
18674,17001,21531,0
18675,17002,21532,0
18676,17003,21533,0
18677,17004,21534,0
18678,17005,21535,0
18679,17006,21536,0
18680,17007,21537,0
18681,17008,21538,0
18682,17009,21539,0
18683,17010,21540,0
18684,17010,21541,1
18685,17011,21542,0
18686,17012,21543,0
18687,17013,21544,0
18688,17014,21545,0
18689,17015,21546,0
