ID,RTPCID,Field_9_0_1_33978_001,CreatureID,SpellID,Field_9_0_1_33978_004
399,629,0,177876,0,0
400,630,0,177876,0,0
401,631,0,177390,0,0
402,632,0,177390,0,0
403,633,0,176002,0,0
404,634,0,176002,0,0
407,638,0,0,356252,0
408,639,0,0,356252,0
409,640,0,0,342837,0
410,641,0,0,57346,0
411,642,0,0,342837,0
412,643,0,178897,0,0
413,644,0,178897,0,0
416,744,0,177972,0,0
417,745,0,177972,0,0
419,747,0,180347,0,0
421,749,0,180347,0,0
422,756,0,0,342837,0
423,767,0,177979,0,0
424,768,0,177979,0,0
425,770,0,177980,0,0
426,771,0,177980,0,0
427,772,0,177981,0,0
428,773,0,177981,0,0
429,775,0,178002,0,0
430,776,0,178002,0,0
431,777,0,177427,0,0
432,778,0,177427,0,0
433,779,0,178898,0,0
434,780,0,178898,0,0
435,781,0,178899,0,0
436,782,0,178899,0,0
437,839,0,0,357175,0
438,840,0,0,357175,0
439,841,0,0,357175,0
440,842,0,0,357175,0
441,843,0,0,353249,0
442,844,0,0,353249,0
443,845,0,177972,0,0
444,846,0,177972,0,0
445,847,0,177972,0,0
446,848,0,177972,0,0
448,851,0,0,357292,0
449,853,0,178899,0,0
450,854,0,177981,0,0
451,861,0,0,356252,0
452,862,0,178899,0,0
453,864,0,0,351309,0
454,865,0,0,351309,0
455,866,0,0,342837,0
456,867,0,0,342837,0
457,870,0,0,355372,0
458,871,0,0,355158,0
459,872,0,175727,0,0
460,873,0,175727,0,0
461,874,0,175727,0,0
462,875,0,175727,0,0
463,876,0,176523,0,0
464,877,0,176523,0,0
465,878,0,176523,0,0
466,879,0,0,351309,0
468,881,0,0,351309,0
469,882,0,0,351309,0
470,883,0,0,344937,0
473,886,0,0,344937,0
474,887,0,0,344937,0
475,888,0,0,344937,0
476,889,0,0,344937,0
477,890,0,0,344937,0
478,891,0,0,344937,0
479,892,0,0,356252,0
480,893,0,175727,0,0
481,894,0,0,356252,0
482,895,0,0,351309,0
483,896,0,0,351309,0
484,897,0,0,351309,0
486,899,0,0,351309,0
487,900,0,0,350878,0
488,901,0,0,350878,0
489,902,0,0,351310,0
490,903,0,0,351310,0
537,966,0,0,0,0
538,967,0,178899,0,0
539,970,0,176523,0,0
540,971,0,0,344937,0
548,986,0,0,366079,0
549,987,0,0,366079,0
550,988,0,0,366079,0
551,989,0,0,366079,0
552,998,0,0,366219,0
553,999,0,0,366219,0
554,1006,0,0,342837,0
555,1007,0,0,342837,0
556,1008,0,0,342837,0
557,1009,0,0,342837,0
558,1039,0,0,342837,0
559,1040,0,0,342837,0
560,1041,0,0,342837,0
561,1042,0,0,342837,0
562,1043,0,0,342837,0
563,1044,0,0,342837,0
564,1045,0,0,342837,0
565,1046,0,0,342837,0
566,1049,0,0,375364,0
567,1050,0,0,375364,0
568,1051,0,0,375362,0
569,1052,0,0,375362,0
570,1053,0,0,375362,0
571,1054,0,0,375362,0
572,1055,0,0,375362,0
573,1056,0,0,375362,0
574,1057,0,0,375362,0
575,1058,0,0,375362,0
576,1059,0,0,375362,0
577,1060,0,0,375362,0
578,1061,0,0,375362,0
579,1062,0,0,375362,0
580,1063,0,0,375362,0
581,1064,0,0,375362,0
582,1065,0,0,375362,0
583,1066,0,0,375362,0
584,1067,0,0,375362,0
585,1068,0,0,375362,0
586,1069,0,0,375362,0
587,1070,0,0,375362,0
588,1071,0,0,375362,0
589,1072,0,0,375362,0
590,1073,0,0,375362,0
591,1074,0,0,375362,0
592,1075,0,0,375362,0
593,1076,0,0,375362,0
594,1077,0,0,375880,0
595,1078,0,0,375880,0
596,1079,0,0,375880,0
597,1080,0,0,375880,0
598,1081,0,0,375880,0
599,1082,0,0,375880,0
600,1083,0,0,375362,0
601,1084,0,0,375362,0
602,1085,0,0,375362,0
603,1086,0,0,375362,0
604,1087,0,0,375362,0
605,1088,0,0,375362,0
606,1089,0,0,375362,0
607,1090,0,0,375362,0
608,1091,0,0,375362,0
609,1092,0,0,375362,0
610,1093,0,0,375362,0
611,1094,0,0,375362,0
612,1095,0,0,375362,0
613,1096,0,0,375362,0
614,1097,0,0,375362,0
615,1098,0,0,375362,0
616,1099,0,0,375364,0
617,1100,0,0,375364,0
618,1101,0,0,375364,0
619,1102,0,0,375364,0
620,1103,0,0,375364,0
621,1104,0,0,375364,0
622,1105,0,0,375364,0
623,1106,0,0,375364,0
624,1107,0,0,375364,0
625,1108,0,0,375364,0
626,1109,0,0,375364,0
627,1110,0,0,375364,0
628,1111,0,0,375364,0
629,1112,0,0,375364,0
630,1113,0,0,375364,0
631,1114,0,0,375364,0
632,1115,0,0,375364,0
633,1116,0,0,375364,0
634,1117,0,0,375364,0
635,1118,0,0,375364,0
636,1119,0,0,375364,0
637,1120,0,0,375364,0
638,1121,0,0,375364,0
639,1122,0,0,375364,0
640,1123,0,0,375364,0
641,1124,0,0,375364,0
642,1125,0,0,375364,0
643,1126,0,0,375364,0
644,1127,0,0,375364,0
645,1128,0,0,375364,0
646,1129,0,0,375364,0
647,1130,0,0,375364,0
648,1131,0,0,375364,0
649,1132,0,0,375364,0
650,1133,0,0,375364,0
651,1134,0,0,375364,0
652,1135,0,0,375364,0
653,1136,0,0,375364,0
654,1137,0,0,375364,0
655,1150,0,0,375364,0
656,1151,0,0,381350,0
657,1152,0,0,375364,0
658,1155,0,0,375364,0
659,1156,0,0,375364,0
660,1157,0,0,383209,0
661,1158,0,0,383209,0
662,1159,0,0,383209,0
663,1160,0,0,383209,0
665,1170,0,0,375362,0
666,1173,0,0,375880,0
667,1176,0,0,375362,0
668,1174,0,0,369365,0
669,1175,0,0,369365,0
671,1178,0,0,0,632
673,1182,0,0,375880,0
674,1185,0,0,369365,0
675,1186,0,0,370638,0
676,1187,0,0,370638,0
677,1188,0,0,370638,0
678,1189,0,0,370638,0
679,1190,0,0,370638,0
680,1191,0,0,369365,0
681,1192,0,0,375364,0
682,1193,0,0,375364,0
683,1194,0,0,375364,0
684,1195,0,0,375364,0
686,1197,0,0,384923,0
687,1198,0,0,384923,0
688,1199,0,0,370638,0
689,1200,0,0,370638,0
690,1201,0,0,375364,0
691,1202,0,0,375364,0
692,1203,0,0,375364,0
693,1204,0,0,375364,0
694,1205,0,0,375362,0
695,1212,0,0,383209,0
696,1213,0,0,375362,0
697,1214,0,0,375362,0
698,1215,0,0,375362,0
699,1216,0,0,375362,0
700,1217,0,0,375362,0
701,1218,0,0,375364,0
702,1219,0,0,375364,0
703,1220,0,0,375364,0
