ID,CondType,TraitTreeID,Field_10_0_0_44649_003,Field_10_0_0_44649_004,Field_10_0_0_44649_005,SpecSetID,TraitNodeGroupID,TraitNodeID,TraitCurrencyID,SpentAmountRequired,Flags,Field_10_0_0_44649_012,FreeSharedStringID,SpendMoreSharedStringID
4263,2,207,1,0,0,0,0,16224,1,20,0,0,0,0
4264,2,207,1,0,0,0,0,16224,1,15,0,0,0,0
4265,2,207,1,0,0,0,0,16224,1,10,0,0,0,0
4266,2,207,1,0,0,0,0,16224,1,5,0,0,0,0
4267,2,207,1,0,0,0,0,16224,771,1,0,0,0,0
4268,2,207,1,0,0,0,0,16225,1,30,0,0,0,0
4269,2,207,1,0,0,0,0,16225,1,25,0,0,0,0
4270,2,207,1,0,0,0,0,16225,1,20,0,0,0,0
4271,2,207,1,0,0,0,0,16225,1,15,0,0,0,0
4272,2,207,1,0,0,0,0,16225,1,10,0,0,0,0
4273,2,207,1,0,0,0,0,16225,1,5,0,0,0,0
4274,2,207,1,0,0,0,0,16225,772,1,0,0,0,0
4275,2,207,1,0,0,0,0,16226,1,30,0,0,0,0
4276,2,207,1,0,0,0,0,16226,1,25,0,0,0,0
4277,2,207,1,0,0,0,0,16226,1,20,0,0,0,0
4278,2,207,1,0,0,0,0,16226,1,15,0,0,0,0
4279,2,207,1,0,0,0,0,16226,1,10,0,0,0,0
4280,2,207,1,0,0,0,0,16226,1,5,0,0,0,0
4281,2,207,1,0,0,0,0,16226,3,1,0,0,0,0
4410,2,212,1,0,0,171,0,0,0,0,0,0,119,0
4411,1,212,0,0,0,172,0,0,0,0,0,0,0,0
4412,0,212,0,0,0,0,2040,0,793,8,1,0,0,118
4413,0,212,0,0,0,0,2043,0,794,20,1,0,0,118
4414,1,212,0,0,0,171,0,0,0,0,0,0,0,0
4415,0,212,0,0,0,0,2040,0,793,20,1,0,0,118
4416,0,212,0,0,0,0,2043,0,794,8,1,0,0,118
4417,2,212,1,0,0,172,0,0,0,0,0,0,119,0
4548,1,217,0,0,0,20,0,0,0,0,0,0,0,0
4549,2,217,1,0,0,14,0,0,0,0,0,0,122,0
4550,1,217,0,0,0,14,0,0,0,0,0,0,0,0
4551,1,217,0,0,0,44,0,0,0,0,0,0,0,0
4552,1,217,0,0,0,44,0,0,0,0,0,0,0,0
4553,1,217,0,0,0,14,0,0,0,0,0,0,0,0
4554,1,217,0,0,0,20,0,0,0,0,0,0,0,0
4555,1,217,0,0,0,14,0,0,0,0,0,0,0,0
4556,1,217,0,0,0,44,0,0,0,0,0,0,0,0
4557,1,217,0,0,0,20,0,0,0,0,0,0,0,0
4558,2,217,1,0,0,20,0,0,0,0,0,0,0,0
4559,1,217,0,0,0,20,0,0,0,0,0,0,0,0
4560,1,217,0,0,0,14,0,0,0,0,0,0,0,0
4561,1,217,0,0,0,44,0,0,0,0,0,0,0,0
4562,0,217,0,0,0,0,2112,0,815,20,1,0,0,123
4563,2,217,1,0,0,44,0,0,0,0,0,0,122,0
4564,0,217,0,0,0,0,2109,0,816,20,1,0,0,123
4565,0,217,0,0,0,0,2109,0,816,8,1,0,0,123
4566,0,217,0,0,0,0,2112,0,815,8,1,0,0,123
4588,1,219,0,0,0,16,0,0,0,0,0,0,0,0
4589,0,219,0,0,0,0,2131,0,820,8,1,0,0,126
4590,1,219,0,0,0,15,0,0,0,0,0,0,0,0
4591,1,219,0,0,0,17,0,0,0,0,4,0,0,0
4592,1,219,0,0,0,17,0,0,0,0,0,0,0,0
4593,0,219,0,0,0,0,2131,0,820,20,1,0,0,126
4594,1,219,0,0,0,17,0,0,0,0,0,0,0,0
4595,1,219,0,0,0,17,0,0,0,0,0,0,0,0
4596,1,219,0,0,0,17,0,0,0,0,0,0,0,0
4597,1,219,0,0,0,15,0,0,0,0,0,0,0,0
4598,1,219,0,0,0,17,0,0,0,0,0,0,0,0
4599,2,219,1,0,0,16,0,0,0,0,0,0,127,0
4600,1,219,0,0,0,16,0,0,0,0,0,0,0,0
4601,1,219,0,0,0,18,0,0,0,0,4,0,0,0
4602,0,219,0,0,0,0,2141,0,819,20,1,0,0,126
4603,1,219,0,0,0,18,0,0,0,0,0,0,0,0
4604,2,219,1,0,0,17,0,0,0,0,0,0,127,0
4605,0,219,0,0,0,0,2141,0,819,8,1,0,0,126
4606,2,219,1,0,0,18,0,0,0,0,0,0,127,0
4607,2,219,1,0,0,15,0,0,0,0,0,0,127,0
4608,1,219,0,0,0,16,0,0,0,0,4,0,0,0
4889,0,228,0,0,0,0,2249,0,863,20,1,0,0,132
4890,2,228,1,0,0,11,0,0,0,0,0,0,133,0
4891,0,228,0,0,0,0,2256,0,864,20,1,0,0,132
4892,1,228,0,0,0,11,0,0,0,0,0,0,0,0
4893,2,228,1,0,0,12,0,0,0,0,0,0,133,0
4894,1,228,0,0,0,4,0,0,0,0,0,0,0,0
4895,0,228,0,0,0,0,2256,0,864,8,1,0,0,132
4896,0,228,0,0,0,0,2249,0,863,8,1,0,0,132
4897,2,228,1,0,0,4,0,0,0,0,0,0,133,0
4949,0,230,0,0,0,0,0,0,0,0,0,58,0,137
4950,0,230,0,0,0,0,0,0,0,0,0,52,0,137
4951,0,230,0,0,0,0,0,0,0,0,0,49,0,137
4952,0,230,0,0,0,0,0,0,0,0,0,48,0,137
4953,0,230,0,0,0,0,0,0,0,0,0,48,0,137
4954,0,230,0,0,0,0,0,0,0,0,0,46,0,137
4955,0,230,0,0,0,0,0,0,0,0,0,44,0,137
4956,0,230,0,0,0,0,0,0,0,0,0,43,0,137
4957,0,230,0,0,0,0,0,0,0,0,0,38,0,137
4958,0,230,0,0,0,0,0,0,0,0,0,34,0,137
4959,0,230,0,0,0,0,0,0,0,0,0,33,0,137
4960,0,230,0,0,0,0,0,0,0,0,0,32,0,137
4961,0,230,0,0,0,0,0,0,0,0,0,27,0,137
4962,0,230,0,0,0,0,0,0,0,0,0,22,0,137
4963,0,230,0,0,0,0,0,0,0,0,0,20,0,137
4964,0,230,0,0,0,0,0,0,0,0,0,18,0,137
4965,0,230,0,0,0,0,0,0,0,0,0,14,0,137
4966,0,230,0,0,0,0,0,0,0,0,0,13,0,137
4967,0,230,0,0,0,0,0,0,0,0,0,11,0,137
4968,0,230,0,0,0,0,0,0,0,0,0,10,0,137
4969,0,230,0,0,0,0,0,0,0,0,0,10,0,137
4970,0,230,0,0,0,0,0,0,0,0,0,10,0,137
4971,0,230,0,0,0,0,0,0,0,0,0,10,0,137
4972,0,230,0,0,0,0,0,0,0,0,0,9,0,137
4973,0,230,0,0,0,0,0,0,0,0,0,8,0,137
4974,0,230,0,0,0,0,0,0,0,0,0,7,0,137
4975,0,230,0,0,0,0,0,0,0,0,0,6,0,137
4976,0,230,0,0,0,0,0,0,0,0,0,4,0,137
4977,0,230,0,0,0,0,0,0,0,0,0,3,0,137
4978,0,230,0,0,0,0,0,0,0,0,0,2,0,137
4979,0,230,0,0,0,0,0,0,0,0,0,1,0,137
4980,0,230,0,0,0,0,0,0,0,0,0,50,0,137
4981,0,230,0,0,0,0,0,0,0,0,0,45,0,137
4982,0,230,0,0,0,0,0,0,0,0,0,40,0,137
4983,0,230,0,0,0,0,0,0,0,0,0,35,0,137
4984,0,230,0,0,0,0,0,0,0,0,0,30,0,137
4985,0,230,0,0,0,0,0,0,0,0,0,25,0,137
4986,0,230,0,0,0,0,0,0,0,0,0,15,0,137
4987,1,230,0,0,0,12,0,0,0,0,0,0,0,0
4988,2,230,1,0,0,12,0,0,0,0,0,0,0,0
4989,1,230,0,0,0,11,0,0,0,0,4,0,0,0
4990,1,230,0,0,0,4,0,0,0,0,4,0,0,0
4991,0,230,0,0,0,0,2273,0,867,20,1,0,0,138
4992,2,230,1,0,0,11,0,0,0,0,0,0,139,0
4993,0,230,0,0,0,0,2280,0,868,20,1,0,0,138
4994,1,230,0,0,0,11,0,0,0,0,0,0,0,0
4995,2,230,1,0,0,12,0,0,0,0,0,0,139,0
4996,1,230,0,0,0,4,0,0,0,0,0,0,0,0
4997,0,230,0,0,0,0,2280,0,868,8,1,0,0,138
4998,0,230,0,0,0,0,2273,0,867,8,1,0,0,138
4999,2,230,1,0,0,4,0,0,0,0,0,0,139,0
5051,0,232,0,0,0,0,0,0,0,0,0,58,0,143
5052,0,232,0,0,0,0,0,0,0,0,0,52,0,143
5053,0,232,0,0,0,0,0,0,0,0,0,49,0,143
5054,0,232,0,0,0,0,0,0,0,0,0,48,0,143
5055,0,232,0,0,0,0,0,0,0,0,0,48,0,143
5056,0,232,0,0,0,0,0,0,0,0,0,46,0,143
5057,0,232,0,0,0,0,0,0,0,0,0,44,0,143
5058,0,232,0,0,0,0,0,0,0,0,0,43,0,143
5059,0,232,0,0,0,0,0,0,0,0,0,38,0,143
5060,0,232,0,0,0,0,0,0,0,0,0,34,0,143
5061,0,232,0,0,0,0,0,0,0,0,0,33,0,143
5062,0,232,0,0,0,0,0,0,0,0,0,32,0,143
5063,0,232,0,0,0,0,0,0,0,0,0,27,0,143
5064,0,232,0,0,0,0,0,0,0,0,0,22,0,143
5065,0,232,0,0,0,0,0,0,0,0,0,20,0,143
5066,0,232,0,0,0,0,0,0,0,0,0,18,0,143
5067,0,232,0,0,0,0,0,0,0,0,0,14,0,143
5068,0,232,0,0,0,0,0,0,0,0,0,13,0,143
5069,0,232,0,0,0,0,0,0,0,0,0,11,0,143
5070,0,232,0,0,0,0,0,0,0,0,0,10,0,143
5071,0,232,0,0,0,0,0,0,0,0,0,10,0,143
5072,0,232,0,0,0,0,0,0,0,0,0,10,0,143
5073,0,232,0,0,0,0,0,0,0,0,0,10,0,143
5074,0,232,0,0,0,0,0,0,0,0,0,9,0,143
5075,0,232,0,0,0,0,0,0,0,0,0,8,0,143
5076,0,232,0,0,0,0,0,0,0,0,0,7,0,143
5077,0,232,0,0,0,0,0,0,0,0,0,6,0,143
5078,0,232,0,0,0,0,0,0,0,0,0,4,0,143
5079,0,232,0,0,0,0,0,0,0,0,0,3,0,143
5080,0,232,0,0,0,0,0,0,0,0,0,2,0,143
5081,0,232,0,0,0,0,0,0,0,0,0,1,0,143
5082,0,232,0,0,0,0,0,0,0,0,0,50,0,143
5083,0,232,0,0,0,0,0,0,0,0,0,45,0,143
5084,0,232,0,0,0,0,0,0,0,0,0,40,0,143
5085,0,232,0,0,0,0,0,0,0,0,0,35,0,143
5086,0,232,0,0,0,0,0,0,0,0,0,30,0,143
5087,0,232,0,0,0,0,0,0,0,0,0,25,0,143
5088,0,232,0,0,0,0,0,0,0,0,0,15,0,143
5089,1,232,0,0,0,12,0,0,0,0,0,0,0,0
5090,2,232,1,0,0,12,0,0,0,0,0,0,0,0
5091,1,232,0,0,0,11,0,0,0,0,4,0,0,0
5092,1,232,0,0,0,4,0,0,0,0,4,0,0,0
5093,0,232,0,0,0,0,2297,0,871,20,1,0,0,144
5094,2,232,1,0,0,11,0,0,0,0,0,0,145,0
5095,0,232,0,0,0,0,2304,0,872,20,1,0,0,144
5096,1,232,0,0,0,11,0,0,0,0,0,0,0,0
5097,2,232,1,0,0,12,0,0,0,0,0,0,145,0
5098,1,232,0,0,0,4,0,0,0,0,0,0,0,0
5099,0,232,0,0,0,0,2304,0,872,8,1,0,0,144
5100,0,232,0,0,0,0,2297,0,871,8,1,0,0,144
5101,2,232,1,0,0,4,0,0,0,0,0,0,145,0
5112,0,234,0,0,0,0,2324,0,876,8,1,0,0,149
5113,1,234,0,0,0,7,0,0,0,0,0,0,0,0
5114,2,234,1,0,0,5,0,0,0,0,0,0,148,0
5115,1,234,0,0,0,6,0,0,0,0,0,0,0,0
5116,0,234,0,0,0,0,2324,0,876,20,1,0,0,149
5117,0,234,0,0,0,0,2318,0,875,8,1,0,0,149
5118,2,234,1,0,0,6,0,0,0,0,0,0,148,0
5119,2,234,1,0,0,7,0,0,0,0,0,0,148,0
5120,1,234,0,0,0,5,0,0,0,0,0,0,0,0
5121,0,234,0,0,0,0,2318,0,875,20,1,0,0,149
5173,0,236,0,0,0,0,0,0,0,0,0,58,0,153
5174,0,236,0,0,0,0,0,0,0,0,0,52,0,153
5175,0,236,0,0,0,0,0,0,0,0,0,49,0,153
5176,0,236,0,0,0,0,0,0,0,0,0,48,0,153
5177,0,236,0,0,0,0,0,0,0,0,0,48,0,153
5178,0,236,0,0,0,0,0,0,0,0,0,46,0,153
5179,0,236,0,0,0,0,0,0,0,0,0,44,0,153
5180,0,236,0,0,0,0,0,0,0,0,0,43,0,153
5181,0,236,0,0,0,0,0,0,0,0,0,38,0,153
5182,0,236,0,0,0,0,0,0,0,0,0,34,0,153
5183,0,236,0,0,0,0,0,0,0,0,0,33,0,153
5184,0,236,0,0,0,0,0,0,0,0,0,32,0,153
5185,0,236,0,0,0,0,0,0,0,0,0,27,0,153
5186,0,236,0,0,0,0,0,0,0,0,0,22,0,153
5187,0,236,0,0,0,0,0,0,0,0,0,20,0,153
5188,0,236,0,0,0,0,0,0,0,0,0,18,0,153
5189,0,236,0,0,0,0,0,0,0,0,0,14,0,153
5190,0,236,0,0,0,0,0,0,0,0,0,13,0,153
5191,0,236,0,0,0,0,0,0,0,0,0,11,0,153
5192,0,236,0,0,0,0,0,0,0,0,0,10,0,153
5193,0,236,0,0,0,0,0,0,0,0,0,10,0,153
5194,0,236,0,0,0,0,0,0,0,0,0,10,0,153
5195,0,236,0,0,0,0,0,0,0,0,0,10,0,153
5196,0,236,0,0,0,0,0,0,0,0,0,9,0,153
5197,0,236,0,0,0,0,0,0,0,0,0,8,0,153
5198,0,236,0,0,0,0,0,0,0,0,0,7,0,153
5199,0,236,0,0,0,0,0,0,0,0,0,6,0,153
5200,0,236,0,0,0,0,0,0,0,0,0,4,0,153
5201,0,236,0,0,0,0,0,0,0,0,0,3,0,153
5202,0,236,0,0,0,0,0,0,0,0,0,2,0,153
5203,0,236,0,0,0,0,0,0,0,0,0,1,0,153
5204,0,236,0,0,0,0,0,0,0,0,0,50,0,153
5205,0,236,0,0,0,0,0,0,0,0,0,45,0,153
5206,0,236,0,0,0,0,0,0,0,0,0,40,0,153
5207,0,236,0,0,0,0,0,0,0,0,0,35,0,153
5208,0,236,0,0,0,0,0,0,0,0,0,30,0,153
5209,0,236,0,0,0,0,0,0,0,0,0,25,0,153
5210,0,236,0,0,0,0,0,0,0,0,0,15,0,153
5211,1,236,0,0,0,12,0,0,0,0,0,0,0,0
5212,2,236,1,0,0,12,0,0,0,0,0,0,0,0
5213,1,236,0,0,0,11,0,0,0,0,4,0,0,0
5214,1,236,0,0,0,4,0,0,0,0,4,0,0,0
5215,0,236,0,0,0,0,2341,0,879,20,1,0,0,154
5216,2,236,1,0,0,11,0,0,0,0,0,0,155,0
5217,0,236,0,0,0,0,2348,0,880,20,1,0,0,154
5218,1,236,0,0,0,11,0,0,0,0,0,0,0,0
5219,2,236,1,0,0,12,0,0,0,0,0,0,155,0
5220,1,236,0,0,0,4,0,0,0,0,0,0,0,0
5221,0,236,0,0,0,0,2348,0,880,8,1,0,0,154
5222,0,236,0,0,0,0,2341,0,879,8,1,0,0,154
5223,2,236,1,0,0,4,0,0,0,0,0,0,155,0
5224,2,237,1,0,0,0,0,19416,2,20,0,0,0,0
5225,2,237,1,0,0,0,0,19416,2,15,0,0,0,0
5226,2,237,1,0,0,0,0,19416,2,10,0,0,0,0
5227,2,237,1,0,0,0,0,19416,2,5,0,0,0,0
5228,2,237,1,0,0,0,0,19416,883,1,0,0,0,0
5229,2,237,1,0,0,0,0,19417,2,20,0,0,0,0
5230,2,237,1,0,0,0,0,19417,2,15,0,0,0,0
5231,2,237,1,0,0,0,0,19417,2,10,0,0,0,0
5232,2,237,1,0,0,0,0,19417,2,5,0,0,0,0
5233,2,237,1,0,0,0,0,19417,883,1,0,0,0,0
5234,2,237,1,0,0,0,0,19418,2,25,0,0,0,0
5235,2,237,1,0,0,0,0,19418,2,20,0,0,0,0
5236,2,237,1,0,0,0,0,19418,2,15,0,0,0,0
5237,2,237,1,0,0,0,0,19418,2,10,0,0,0,0
5238,2,237,1,0,0,0,0,19418,2,5,0,0,0,0
5239,2,237,1,0,0,0,0,19418,886,1,0,0,0,0
5240,2,237,1,0,0,0,0,19419,2,30,0,0,0,0
5241,2,237,1,0,0,0,0,19419,2,25,0,0,0,0
5242,2,237,1,0,0,0,0,19419,2,20,0,0,0,0
5243,2,237,1,0,0,0,0,19419,2,15,0,0,0,0
5244,2,237,1,0,0,0,0,19419,2,10,0,0,0,0
5245,2,237,1,0,0,0,0,19419,2,5,0,0,0,0
5246,2,237,1,0,0,0,0,19419,886,1,0,0,0,0
5247,2,237,1,0,0,0,0,19420,2,30,0,0,0,0
5248,2,237,1,0,0,0,0,19420,2,25,0,0,0,0
5249,2,237,1,0,0,0,0,19420,2,20,0,0,0,0
5250,2,237,1,0,0,0,0,19420,2,15,0,0,0,0
5251,2,237,1,0,0,0,0,19420,2,10,0,0,0,0
5252,2,237,1,0,0,0,0,19420,2,5,0,0,0,0
5253,2,237,1,0,0,0,0,19420,886,1,0,0,0,0
5254,2,237,1,0,0,0,0,19421,2,30,0,0,0,0
5255,2,237,1,0,0,0,0,19421,2,25,0,0,0,0
5256,2,237,1,0,0,0,0,19421,2,20,0,0,0,0
5257,2,237,1,0,0,0,0,19421,2,15,0,0,0,0
5258,2,237,1,0,0,0,0,19421,2,10,0,0,0,0
5259,2,237,1,0,0,0,0,19421,2,5,0,0,0,0
5260,2,237,1,0,0,0,0,19421,13,1,0,0,0,0
5261,2,238,1,0,0,0,0,19442,1,30,0,0,0,0
5262,2,238,1,0,0,0,0,19442,1,25,0,0,0,0
5263,2,238,1,0,0,0,0,19442,1,20,0,0,0,0
5264,2,238,1,0,0,0,0,19442,1,15,0,0,0,0
5265,2,238,1,0,0,0,0,19442,1,10,0,0,0,0
5266,2,238,1,0,0,0,0,19442,1,5,0,0,0,0
5267,2,238,1,0,0,0,0,19442,889,1,0,0,0,0
5268,2,238,1,0,0,0,0,19443,1,30,0,0,0,0
5269,2,238,1,0,0,0,0,19443,1,25,0,0,0,0
5270,2,238,1,0,0,0,0,19443,1,20,0,0,0,0
5271,2,238,1,0,0,0,0,19443,1,15,0,0,0,0
5272,2,238,1,0,0,0,0,19443,1,10,0,0,0,0
5273,2,238,1,0,0,0,0,19443,1,5,0,0,0,0
5274,2,238,1,0,0,0,0,19443,889,1,0,0,0,0
5275,2,238,1,0,0,0,0,19444,1,30,0,0,0,0
5276,2,238,1,0,0,0,0,19444,1,25,0,0,0,0
5277,2,238,1,0,0,0,0,19444,1,20,0,0,0,0
5278,2,238,1,0,0,0,0,19444,1,15,0,0,0,0
5279,2,238,1,0,0,0,0,19444,1,10,0,0,0,0
5280,2,238,1,0,0,0,0,19444,1,5,0,0,0,0
5281,2,239,1,0,0,0,0,19482,2,20,0,0,0,0
5282,2,239,1,0,0,0,0,19482,2,15,0,0,0,0
5283,2,239,1,0,0,0,0,19482,2,10,0,0,0,0
5284,2,239,1,0,0,0,0,19482,2,5,0,0,0,0
5285,2,239,1,0,0,0,0,19482,892,1,0,0,0,0
5286,2,239,1,0,0,0,0,19483,2,20,0,0,0,0
5287,2,239,1,0,0,0,0,19483,2,15,0,0,0,0
5288,2,239,1,0,0,0,0,19483,2,10,0,0,0,0
5289,2,239,1,0,0,0,0,19483,2,5,0,0,0,0
5290,2,239,1,0,0,0,0,19483,892,1,0,0,0,0
5291,2,239,1,0,0,0,0,19484,2,25,0,0,0,0
