ID,TraitTreeID,PosX,PosY,Type,Flags
11251,140,5100,3901,0,0
11252,140,12299,3298,0,0
11253,140,11100,3300,0,0
11254,140,11700,3898,0,0
11255,140,11700,4500,0,0
11256,140,13500,3298,0,0
11257,140,12300,4500,0,0
11258,140,12299,2701,0,0
11259,140,12899,4499,0,0
11260,140,11100,3299,0,0
11261,140,10499,6898,2,1
11262,140,11100,6301,0,0
11263,140,11698,6898,0,0
11264,140,11700,6301,2,1
11265,140,11100,5701,0,0
11266,140,11100,5099,0,0
11267,140,11700,5701,0,0
11268,140,12899,6898,0,0
11269,140,13500,6301,0,0
11270,140,12899,5701,2,1
11271,140,12299,6301,2,1
11272,140,11700,4499,0,0
11273,140,11100,3898,0,0
11274,140,11100,4499,0,0
11275,140,11700,5099,0,0
11276,140,12299,4499,0,0
11277,140,12899,5099,0,0
11278,140,13500,4499,0,0
11279,140,13500,3898,0,0
11280,140,12899,3299,0,0
11281,140,12299,3898,0,0
11282,140,11700,3299,0,0
11283,140,11700,2701,0,0
11284,140,12300,3300,1,0
11285,140,12899,2701,0,0
11286,140,12299,2101,0,0
11287,140,11700,1496,0,0
11288,140,11100,2101,0,0
11289,140,10499,2701,2,1
11290,140,10499,3299,0,0
11291,140,9899,3898,0,0
11292,140,9899,4499,0,1
11293,140,10499,5099,0,0
11294,140,10499,5701,2,1
11295,140,9899,6301,0,0
11296,140,11700,6900,0,0
11297,140,12299,2100,0,0
11298,140,9899,4500,0,0
11299,140,11700,2700,0,0
11300,140,10499,6900,0,0
11301,140,11099,6299,0,0
11302,140,9899,5699,0,0
11303,140,10499,5100,0,0
11304,140,10499,5699,0,0
11305,140,9899,6299,2,1
11306,140,13500,6299,2,1
11307,140,12899,6900,0,0
11308,140,12299,6299,0,0
11309,140,12899,5699,0,0
11310,140,13500,5699,0,0
11311,140,12899,5099,0,0
11312,140,12299,4500,0,0
11313,140,13500,4500,0,0
11314,140,11700,4500,0,0
11315,140,11700,3900,0,0
11316,140,12299,2700,2,1
11317,140,12299,3299,0,0
11318,140,12896,3900,0,0
11319,140,11100,2100,0,0
11320,140,11700,1500,0,0
11321,140,11700,2100,0,0
11322,140,11100,2700,0,0
11323,140,11100,3299,0,0
11324,140,10494,3900,0,0
11325,140,11100,4500,0,0
11326,140,11700,5100,0,0
11327,140,11700,5699,0,0
11328,140,11700,6299,2,1
11329,140,11700,5101,0,0
11330,140,11700,3301,0,0
11331,140,12900,6899,2,1
11332,140,11700,6899,0,0
11333,140,11700,6300,2,1
11334,140,11700,5700,0,0
11335,140,10500,6901,2,1
11336,140,9300,6300,2,1
11337,140,9900,5101,0,0
11338,140,9900,5701,2,1
11339,140,10500,6300,0,0
11340,140,11100,5700,0,0
11341,140,11100,5099,0,0
11342,140,10500,4499,0,0
11343,140,10500,3901,0,0
11344,140,14100,6901,0,0
11345,140,14100,6301,2,1
11346,140,13500,5700,0,0
11347,140,13500,5099,0,0
11348,140,12900,3901,0,0
11349,140,12900,4501,0,0
11350,140,12300,2700,0,0
11351,140,12300,3299,0,0
11352,140,11700,2702,0,0
11353,140,12300,2100,0,0
11354,140,11700,1501,0,0
11355,140,11100,2100,0,0
11356,140,11100,2700,0,0
11357,140,11100,3299,0,0
11358,140,11700,3901,0,0
11359,140,11700,4501,0,0
11360,140,12300,5099,0,0
11361,140,12300,5700,2,1
11362,140,12900,6300,0,0
11363,140,9900,6900,0,0
11364,140,11100,6900,0,0
11365,140,10499,6900,2,1
11366,140,11700,6900,0,0
11367,140,11700,6299,2,1
11368,140,11700,5700,0,0
11369,140,13500,6900,0,0
11370,140,12300,6900,0,0
11371,140,12900,6900,2,1
11372,140,12900,6299,0,0
11373,140,12900,5700,2,1
11374,140,10499,5700,2,1
11375,140,10499,6299,0,0
11376,140,11100,5700,0,0
11377,140,10499,5099,0,0
11378,140,11700,2097,0,0
11379,140,11700,2698,0,0
11380,140,11100,4500,0,0
11381,140,11700,5099,2,1
11382,140,12300,5700,0,0
11383,140,12900,5099,0,0
11384,140,12900,3898,0,0
11385,140,12900,2698,0,0
11386,140,12299,2098,0,0
11387,140,11698,1497,0,0
11388,140,11099,2098,0,0
11389,140,10500,2700,0,0
11390,140,10499,3898,0,0
11391,140,9900,4498,0,0
11392,140,4500,5100,0,0
11393,140,4502,5700,0,0
11394,140,2702,6897,0,0
11395,140,3301,5701,0,0
11396,140,3300,5101,1,0
11397,140,2102,5100,0,0
11398,140,2702,5700,2,1
11399,140,2702,6300,0,0
11400,140,3602,6300,0,0
11401,140,3902,6897,0,0
11402,140,4201,6300,0,0
11403,140,3902,5700,0,0
11404,140,3902,5100,0,0
11405,140,3902,3903,2,1
11406,140,3902,4500,0,0
11407,140,3301,3901,0,0
11408,140,3301,3303,0,0
11409,140,2702,2701,0,0
11410,140,2702,3303,0,0
11411,140,2702,3901,0,0
11412,140,1502,4502,0,0
11413,140,2102,3901,0,0
11414,140,2102,2701,0,0
11415,140,2100,1498,0,0
11416,140,2702,2101,0,0
11417,140,3301,1501,0,0
11418,140,3902,2103,0,0
11419,140,4501,1501,0,0
11420,140,4502,2103,0,0
11421,140,4502,2701,0,0
11422,140,4500,3901,0,0
11423,140,5103,4502,0,0
11424,140,5100,5700,2,1
11425,140,5100,6300,0,0
11426,140,5102,6900,0,0
11427,140,5702,2101,0,0
11428,140,5697,2701,0,0
11429,140,5700,2100,0,0
11430,140,5697,1501,0,0
15440,197,5100,2700,0,0
15441,197,3899,5100,0,0
15442,197,12899,3300,0,0
15443,197,11099,5700,2,1
15444,197,11700,2099,0,0
15445,197,12899,2700,0,0
15446,197,14100,3900,0,0
15447,197,12300,2100,0,0
15448,197,14099,3897,0,0
15449,197,5100,6900,0,0
15450,197,5100,3300,0,0
15451,197,5100,4499,0,0
15452,197,12899,2700,0,0
15453,197,5698,2698,0,0
15454,197,12297,1500,0,0
15455,197,10500,6900,0,0
15456,197,10500,3899,0,0
15457,197,13499,3899,0,0
15458,197,11700,6299,0,0
15459,197,11100,5099,0,0
15460,197,13499,5700,0,0
15461,197,11699,2700,0,0
15462,197,12900,3300,0,0
15463,197,12300,5100,0,0
15464,197,12300,4500,2,1
15465,197,12900,5100,0,0
15466,197,10500,3899,0,0
15467,197,3899,2700,0,0
15468,197,4501,3300,0,0
15469,197,5100,6299,0,0
15470,197,3899,2098,0,0
15471,197,3899,3300,0,0
15472,197,12300,6900,0,0
15473,197,14100,6299,0,0
15474,197,3899,3898,0,0
15475,197,6300,6899,0,0
15476,197,4499,4499,0,0
15477,197,12300,5700,0,0
15478,197,5698,3897,0,0
15479,197,12300,3300,0,0
15480,197,12300,5099,0,0
15481,197,12899,3899,0,0
15482,197,11100,3300,0,0
15483,197,6299,3298,0,0
15484,197,11100,2700,0,0
15485,197,10500,6900,2,1
15486,197,12297,5097,0,0
15487,197,14100,6900,0,0
15488,197,11099,2700,0,0
15489,197,14100,6299,0,0
15490,197,12899,6299,0,0
15491,197,11100,6900,0,0
15492,197,14099,5097,1,0
15493,197,12297,3300,1,0
15494,197,12898,3895,0,0
15495,197,10498,3300,1,0
15496,197,14099,3300,1,0
15497,197,10498,4497,0,0
15498,197,12899,4497,0,0
15499,197,13499,6900,0,0
15500,197,14099,5700,0,0
15501,197,10500,6299,0,0
15502,197,14100,4500,0,0
15503,197,12300,1500,0,0
15504,197,11699,2100,0,0
15505,197,13499,3900,0,0
15506,197,11100,6299,0,0
15507,197,11100,6899,0,0
15508,197,11700,2700,2,1
15509,197,2700,4500,0,0
15510,197,11100,3899,0,0
15511,197,11100,4500,0,0
15512,197,2700,6297,0,0
15513,197,14100,6900,2,1
15514,197,3899,6299,0,0
15515,197,12297,3897,0,0
15516,197,11698,5700,0,0
15517,197,11698,4497,0,0
15518,197,12899,2099,0,0
15519,197,12899,2100,1,0
15520,197,12899,6299,0,0
15521,197,11699,4498,0,0
15522,197,10500,3900,0,0
15523,197,3899,6900,0,0
15524,197,13500,4500,0,0
15525,197,5700,4500,0,0
15526,197,12300,3300,0,0
15527,197,13500,3300,0,0
15528,197,5698,3298,0,0
15529,197,3299,2098,0,0
15530,197,11700,2100,0,0
15531,197,3897,1498,0,0
15532,197,5098,5700,0,0
15533,197,6299,4499,0,0
15534,197,12300,1500,0,0
15535,197,12300,2100,0,0
15536,197,13499,6299,0,0
15537,197,11100,5700,0,0
15538,197,12300,3899,2,1
15539,197,11700,6299,0,0
15540,197,13499,5700,0,0
15541,197,5100,3899,0,0
15542,197,13500,3899,0,0
15543,197,2700,2698,0,0
15544,197,11700,3300,0,0
15545,197,3899,4499,0,0
15546,197,3300,5099,0,0
15547,197,6300,6300,0,0
15548,197,10500,6299,0,0
15549,197,13498,2700,0,0
15550,197,11694,3895,0,0
15551,197,13498,5700,2,1
15552,197,11099,3898,0,0
15553,197,12297,2700,2,1
15554,197,12300,5700,0,0
15555,197,13499,5099,0,0
15556,197,11699,3899,0,0
15557,197,12300,6299,0,0
15558,197,14100,6900,0,0
15559,197,12899,3300,0,0
15560,197,11100,5700,0,0
15561,197,3299,3298,0,0
15562,197,11700,4500,0,0
15563,197,12900,2100,0,0
15564,197,5098,1497,0,0
15565,197,4499,2099,2,1
15566,197,2700,3298,0,0
15567,197,5700,5100,0,0
15568,197,6300,5700,0,0
15569,197,4499,5100,0,0
15570,197,10500,6299,0,0
15571,197,12298,5700,2,1
15572,197,13499,3300,0,0
15573,197,2700,6900,0,0
15574,197,4498,3898,0,0
15575,197,2700,5700,0,0
15576,197,11100,3300,1,0
15577,197,12900,2700,1,0
15578,197,11100,5099,0,0
15579,197,12300,2700,2,1
15580,197,6299,2700,0,0
15581,197,14099,4497,1,0
15582,197,12300,6900,0,0
15583,197,10498,5097,0,0
15584,197,12300,6299,0,0
15585,197,11100,3900,0,0
15586,197,11699,6299,0,0
15587,197,12900,3899,0,0
15588,197,13500,2700,0,0
15589,197,14100,3899,0,0
15590,197,11700,3899,0,0
15591,197,3300,4499,0,0
15592,197,13500,5099,0,0
15593,197,3299,2698,0,0
15594,197,3300,3900,0,0
15595,197,12300,6900,0,0
15596,197,10500,6900,0,0
15597,197,14100,6299,0,0
15598,197,12899,4498,2,1
15599,197,13499,6900,0,0
15600,197,5698,2098,0,0
15601,197,12300,3899,0,0
15602,197,12900,6300,0,0
15603,197,12900,4500,0,0
15604,197,3899,5700,0,0
15605,197,5098,2098,0,0
15834,203,12898,1493,0,0
15835,203,3000,4500,0,0
15836,203,12300,6900,0,0
15837,203,12300,3300,0,0
15838,203,9895,3897,0,0
15839,203,13500,4500,0,0
15840,203,12298,5097,0,0
15841,203,9900,2700,0,0
15842,203,5400,4499,0,0
15843,203,12300,2700,0,0
15844,203,11100,6900,0,0
15845,203,11100,1500,0,0
15846,203,12297,5700,0,0
15847,203,13500,2700,0,0
15848,203,5100,2100,0,0
15849,203,3900,6900,0,0
15850,203,5100,3900,0,0
15851,203,12900,2100,0,0
15852,203,2100,2700,0,0
15853,203,3900,2700,0,0
15854,203,2700,5700,0,0
15855,203,11700,4500,0,0
15856,203,11096,5097,0,0
15857,203,10500,5700,0,0
15858,203,11700,5100,0,0
15859,203,2700,6300,0,0
15860,203,13508,3301,0,0
15861,203,3899,3300,0,0
15862,203,5100,6300,0,0
15863,203,11700,2100,0,0
15864,203,12304,2098,0,0
15865,203,11699,3305,0,0
15866,203,11700,2700,0,0
15867,203,2700,2100,0,0
15868,203,10500,5100,0,0
15869,203,4500,2700,0,0
15870,203,12900,6302,0,0
15871,203,11700,2100,0,0
15872,203,3300,3300,0,0
15873,203,13500,3300,0,0
15874,203,6300,3300,0,0
15875,203,2699,3899,0,0
15876,203,11700,5100,0,0
15877,203,14100,3300,0,0
15878,203,13500,4500,0,0
15879,203,10500,3900,0,0
15880,203,10508,3902,0,0
15881,203,10509,2700,0,0
15882,203,10500,5101,0,0
15883,203,11100,2700,0,0
15884,203,9909,3302,0,0
15885,203,3899,5101,0,0
15886,203,13498,5699,0,0
15887,203,12300,4500,0,0
15888,203,12900,5101,0,0
15889,203,3300,6300,0,0
15890,203,12300,4500,0,0
15891,203,10500,2700,0,0
15892,203,9900,2100,0,0
15893,203,11700,3900,0,0
15894,203,11100,3900,0,0
15895,203,11100,5700,0,0
15896,203,11700,5700,0,0
15897,203,12300,5700,0,0
15898,203,11700,6300,0,0
15899,203,12900,5700,0,0
15900,203,10500,2100,0,0
15901,203,9900,4500,0,0
15902,203,11100,3300,0,0
15903,203,9300,3300,0,0
15904,203,11700,2700,0,0
15905,203,12909,3902,0,0
15906,203,11700,6300,0,0
15907,203,12900,2700,0,0
15908,203,11700,3300,0,0
15909,203,9900,3300,0,0
15910,203,12900,2700,0,0
15911,203,3900,1500,0,0
15912,203,2699,3299,0,0
15913,203,2400,4500,0,0
15914,203,12300,6300,0,0
15915,203,9300,3900,0,0
15916,203,13500,3300,0,0
15917,203,11700,2700,0,0
15918,203,11695,5699,0,0
15919,203,12000,5100,0,0
15920,203,11700,1500,0,0
15921,203,3900,2100,0,0
15922,203,9900,5700,0,0
15923,203,3900,5700,0,0
15924,203,12300,3300,0,0
15925,203,10500,1499,0,0
15926,203,9900,3300,0,0
15927,203,12294,1493,0,0
15928,203,11109,6902,0,0
15929,203,12900,3900,0,0
15930,203,12300,3300,0,0
15931,203,5100,5700,0,0
15932,203,11699,6907,0,0
15933,203,5100,3300,0,0
15934,203,5100,2700,0,0
15935,203,3600,4500,0,0
15936,203,12300,3900,0,0
15937,203,12300,3900,0,0
15938,203,11695,6902,0,0
15939,203,13500,5700,0,0
15940,203,3300,6900,0,0
15941,203,12300,5700,0,0
15942,203,11695,6302,0,0
15943,203,4200,4500,0,0
15944,203,11700,3300,0,0
15945,203,12900,6300,0,0
15946,203,2700,2700,0,0
15947,203,9900,5700,0,0
15948,203,11100,2700,0,0
15949,203,11409,5102,0,0
15950,203,4800,4499,0,0
15951,203,3300,5700,0,0
15952,203,11100,3300,0,0
15953,203,10500,6300,0,0
15954,203,4500,3300,0,0
15955,203,4500,6300,0,0
15956,203,11699,4505,0,0
15957,203,14094,3896,0,0
15958,203,4500,5700,0,0
15959,203,10497,6302,0,0
15960,203,10500,5100,0,0
15961,203,12900,2700,0,0
15962,203,11100,3900,0,0
15963,203,12290,6902,0,0
15964,203,11100,4500,0,0
15965,203,9900,4500,0,0
15966,203,12904,4502,0,0
15967,203,12294,2696,0,0
15968,203,9300,2700,0,0
15969,203,11098,5699,0,0
15970,203,11700,3900,0,0
15971,203,11100,2100,0,0
15972,203,10500,3900,0,0
15973,203,11100,5700,0,0
15974,203,12304,6902,0,0
15975,203,5700,2700,0,0
15976,203,11700,2100,0,0
15977,203,5100,5100,0,0
15978,203,11100,6900,0,0
15979,203,11698,1493,0,0
15980,203,12890,5092,0,0
15981,203,10500,2700,0,0
15982,203,12300,2100,0,0
15983,203,11700,6900,0,0
15984,203,11100,4500,0,0
15985,203,13500,2100,0,0
15986,203,3900,6300,0,0
15987,203,3300,2700,0,0
15988,203,12300,4500,0,0
15989,203,4500,6900,0,0
15990,203,11100,4500,0,0
15991,203,3899,3899,0,0
15992,203,1500,3300,0,0
15993,203,11700,5700,0,0
15994,203,11700,4500,0,0
15995,203,2100,1500,0,0
15996,203,12900,5100,0,0
15997,203,13495,3897,0,0
15998,203,5700,1500,0,0
15999,203,2700,5100,0,0
16000,203,11109,2103,0,0
16001,203,14100,2700,0,0
16002,203,11100,6300,0,0
16003,203,10509,4502,0,0
16004,203,12900,3900,0,0
16005,203,11104,3306,0,0
16133,206,0,0,0,0
16134,206,0,0,0,0
16135,206,0,0,0,0
16136,206,0,0,0,0
16137,206,0,0,0,0
16138,206,0,0,0,0
16139,206,0,0,0,0
16140,206,0,0,0,0
16141,206,0,0,0,0
16142,206,0,0,0,0
16143,206,0,0,0,0
16144,206,0,0,0,0
16145,206,0,0,0,0
16146,206,0,0,0,0
16147,206,0,0,0,0
16148,206,0,0,0,0
16149,206,0,0,0,0
16150,206,0,0,0,0
16151,206,0,0,0,0
16152,206,0,0,0,0
16153,206,0,0,0,0
16154,206,0,0,0,0
16155,206,0,0,0,0
16156,206,0,0,0,0
16157,206,0,0,0,0
16158,206,0,0,0,0
16159,206,0,0,0,0
16160,206,0,0,0,0
16161,206,0,0,0,0
16162,206,0,0,0,0
16163,206,0,0,0,0
16164,206,0,0,0,0
16165,206,0,0,0,0
16166,206,0,0,1,0
16167,206,0,0,1,0
16168,206,0,0,1,0
16169,206,0,0,1,0
16170,206,0,0,1,0
16171,207,0,0,0,0
16172,207,0,0,0,0
16173,207,0,0,0,0
16174,207,0,0,0,0
16175,207,0,0,0,0
16176,207,0,0,0,0
16177,207,0,0,0,0
16178,207,0,0,0,0
16179,207,0,0,0,0
16180,207,0,0,0,0
16181,207,0,0,0,0
16182,207,0,0,0,0
16183,207,0,0,0,0
16184,207,0,0,0,0
16185,207,0,0,0,0
16186,207,0,0,0,0
16187,207,0,0,0,0
16188,207,0,0,0,0
16189,207,0,0,0,0
16190,207,0,0,0,0
16191,207,0,0,0,0
16192,207,0,0,0,0
16193,207,0,0,0,0
16194,207,0,0,0,0
16195,207,0,0,0,0
16196,207,0,0,0,0
16197,207,0,0,0,0
16198,207,0,0,0,0
16199,207,0,0,0,0
16200,207,0,0,0,0
16201,207,0,0,0,0
16202,207,0,0,0,0
16203,207,0,0,0,0
16204,207,0,0,0,0
16205,207,0,0,0,0
16206,207,0,0,0,0
16207,207,0,0,0,0
16208,207,0,0,0,0
16209,207,0,0,0,0
16210,207,0,0,0,0
16211,207,0,0,0,0
16212,207,0,0,0,0
16213,207,0,0,0,0
16214,207,0,0,0,0
16215,207,0,0,0,0
16216,207,0,0,0,0
16217,207,0,0,0,0
16218,207,0,0,0,0
16219,207,0,0,0,0
16220,207,0,0,1,0
16221,207,0,0,1,0
16222,207,0,0,1,0
16223,207,0,0,1,0
16224,207,0,0,1,0
16225,207,0,0,1,0
16226,207,0,0,1,0
16481,212,16640,-320,0,0
16482,212,3900,2700,0,0
16483,212,5700,2700,0,0
16484,212,3900,3300,2,1
16485,212,3300,5100,0,0
16486,212,11700,4500,0,0
16487,212,9898,5099,0,0
16488,212,10500,3900,2,1
16489,212,10499,6900,0,0
16490,212,11699,6900,0,0
16491,212,11699,5700,0,0
16492,212,12899,6900,0,0
16493,212,12899,5700,0,0
16494,212,12899,6299,0,0
16495,212,13500,5700,0,0
16496,212,12295,4500,0,0
16497,212,12300,3899,0,0
16498,212,12899,3898,2,1
16499,212,12899,2700,0,0
16500,212,12899,3300,0,0
16501,212,13496,3897,0,0
16502,212,13496,4500,2,1
16503,212,12899,5100,0,0
16504,212,12300,5700,2,1
16505,212,11699,6299,0,0
16506,212,11100,5700,0,0
16507,212,10500,6299,0,0
16508,212,10499,5700,0,0
