ID,Tablename,Object_ID,Flags,PushID
453,NAMEDPOINT,135524,0,69251
454,NAMEDPOINT,135525,0,69251
455,NAMEDPOINT,135526,0,69251
456,NAMEDPOINT,135527,0,69251
457,NAMEDPOINT,135528,0,69251
458,NAMEDPOINT,135529,0,69251
459,NAMEDPOINT,136258,0,69251
460,SPELLEFFECT,912744,0,69251
461,SPELLEFFECT,916133,0,69251
462,SPELLEFFECT,916134,0,69251
463,SPELLEFFECT,999298,0,69251
464,SPELLEFFECT,999299,0,69251
465,SPELLEFFECT,1003551,0,69251
466,SPELLEFFECT,1003552,0,69251
467,SPELLEFFECT,1003553,0,69251
468,SPELLEFFECT,1003554,0,69251
469,SPELLEFFECT,1003671,0,69251
470,SPELLEFFECT,1003725,0,69251
471,SPELLSCRIPT,72201,0,69251
472,SPELLSCRIPT,73420,0,69251
473,SPELLSCRIPT,73862,0,69251
474,SPELLEFFECT,136652,1,69241
475,SPELLEFFECT,269972,1,69241
476,SPELLEFFECT,283619,1,69241
477,SPELLEFFECT,290715,1,69241
478,SPELLEFFECT,799020,1,69241
479,SPELLEFFECT,12001,1,69245
480,SPELLEFFECT,15691,1,69245
481,SPELLEFFECT,191018,1,69245
482,SPELLEFFECT,260810,1,69245
483,SPELLEFFECT,260843,1,69245
484,SPELLEFFECT,278012,1,69245
485,SPELLEFFECT,288826,1,69245
486,TACTENCRYPTION,373,1,67514
487,WORLDSTATE,21517,1,67514
488,QUESTV2,66170,1,68896
489,QUESTV2,66243,1,68896
490,TACTENCRYPTION,392,1,68896
491,TACTENCRYPTION,403,1,68896
492,CHARSECTIONCONDITION,8,1,68943
493,CHARSECTIONCONDITION,9,1,68943
494,CHARSECTIONCONDITION,10,1,68943
495,CHARSECTIONCONDITION,11,1,68943
496,CHARSECTIONCONDITION,12,1,68943
497,CHARSECTIONCONDITION,13,1,68943
498,CHRCUSTOMIZATIONCHOICE,718,1,68943
499,CHRCUSTOMIZATIONCHOICE,824,1,68943
500,CHRCUSTOMIZATIONCHOICE,1625,1,68943
501,CHRCUSTOMIZATIONCHOICE,1747,1,68943
502,CHRCUSTOMIZATIONCHOICE,6568,1,68943
503,CHRCUSTOMIZATIONCHOICE,6569,1,68943
504,CHRCUSTOMIZATIONCHOICE,6570,1,68943
505,CHRCUSTOMIZATIONCHOICE,6571,1,68943
506,CHRCUSTOMIZATIONCHOICE,6572,1,68943
507,CHRCUSTOMIZATIONCHOICE,6573,1,68943
508,CHRCUSTOMIZATIONCHOICE,6574,1,68943
509,CHRCUSTOMIZATIONCHOICE,6575,1,68943
510,CHRCUSTOMIZATIONCHOICE,6576,1,68943
511,CHRCUSTOMIZATIONCHOICE,6577,1,68943
512,CHRCUSTOMIZATIONCHOICE,6578,1,68943
513,CHRCUSTOMIZATIONCHOICE,6579,1,68943
514,CHRCUSTOMIZATIONCHOICE,6580,1,68943
515,CHRCUSTOMIZATIONCHOICE,6581,1,68943
516,CHRCUSTOMIZATIONCHOICE,6583,1,68943
517,CHRCUSTOMIZATIONCHOICE,6584,1,68943
518,CHRCUSTOMIZATIONCHOICE,6585,1,68943
519,CHRCUSTOMIZATIONCHOICE,6586,1,68943
520,CHRCUSTOMIZATIONCHOICE,6587,1,68943
521,CHRCUSTOMIZATIONCHOICE,6588,1,68943
522,CHRCUSTOMIZATIONCHOICE,6589,1,68943
523,CHRCUSTOMIZATIONCHOICE,6590,1,68943
524,CHRCUSTOMIZATIONCHOICE,6591,1,68943
525,CHRCUSTOMIZATIONCHOICE,6592,1,68943
526,CHRCUSTOMIZATIONCHOICE,6593,1,68943
527,CHRCUSTOMIZATIONCHOICE,6594,1,68943
528,CHRCUSTOMIZATIONCHOICE,6595,1,68943
529,CHRCUSTOMIZATIONCHOICE,6596,1,68943
530,CHRCUSTOMIZATIONCHOICE,6597,1,68943
531,CHRCUSTOMIZATIONCHOICE,6598,1,68943
532,CHRCUSTOMIZATIONCHOICE,6599,1,68943
533,CHRCUSTOMIZATIONCHOICE,6600,1,68943
534,CHRCUSTOMIZATIONCHOICE,6602,1,68943
535,CHRCUSTOMIZATIONCHOICE,6603,1,68943
536,CHRCUSTOMIZATIONCHOICE,6604,1,68943
537,CHRCUSTOMIZATIONCHOICE,6605,1,68943
538,CHRCUSTOMIZATIONCHOICE,6667,1,68943
539,CHRCUSTOMIZATIONCHOICE,6668,1,68943
540,CHRCUSTOMIZATIONCHOICE,6669,1,68943
541,CHRCUSTOMIZATIONCHOICE,6670,1,68943
542,CHRCUSTOMIZATIONCHOICE,6671,1,68943
543,CHRCUSTOMIZATIONCHOICE,6672,1,68943
544,CHRCUSTOMIZATIONCHOICE,6673,1,68943
545,CHRCUSTOMIZATIONCHOICE,6674,1,68943
546,CHRCUSTOMIZATIONCHOICE,6675,1,68943
547,CHRCUSTOMIZATIONCHOICE,6676,1,68943
548,CHRCUSTOMIZATIONCHOICE,6677,1,68943
549,CHRCUSTOMIZATIONCHOICE,6678,1,68943
550,CHRCUSTOMIZATIONCHOICE,6679,1,68943
551,CHRCUSTOMIZATIONCHOICE,6680,1,68943
552,CHRCUSTOMIZATIONCHOICE,6681,1,68943
553,CHRCUSTOMIZATIONCHOICE,6682,1,68943
554,CHRCUSTOMIZATIONCHOICE,7603,1,68943
555,CHRCUSTOMIZATIONCHOICE,7604,1,68943
556,CHRCUSTOMIZATIONCHOICE,7605,1,68943
557,CHRCUSTOMIZATIONCHOICE,7606,1,68943
558,CHRCUSTOMIZATIONCHOICE,7607,1,68943
559,CHRCUSTOMIZATIONCHOICE,7608,1,68943
560,CHRCUSTOMIZATIONCHOICE,7610,1,68943
561,CHRCUSTOMIZATIONCHOICE,7611,1,68943
562,CHRCUSTOMIZATIONCHOICE,7612,1,68943
563,CHRCUSTOMIZATIONCHOICE,7614,1,68943
564,CHRCUSTOMIZATIONCHOICE,7616,1,68943
565,CHRCUSTOMIZATIONCHOICE,7618,1,68943
566,CHRCUSTOMIZATIONCHOICE,7619,1,68943
567,CHRCUSTOMIZATIONCHOICE,7620,1,68943
568,CHRCUSTOMIZATIONCHOICE,7621,1,68943
569,CHRCUSTOMIZATIONCHOICE,7622,1,68943
570,CHRCUSTOMIZATIONCHOICE,7623,1,68943
571,CHRCUSTOMIZATIONCHOICE,7624,1,68943
572,CHRCUSTOMIZATIONCHOICE,7626,1,68943
573,CHRCUSTOMIZATIONCHOICE,7627,1,68943
574,CHRCUSTOMIZATIONCHOICE,7628,1,68943
575,CHRCUSTOMIZATIONCHOICE,7630,1,68943
576,CHRCUSTOMIZATIONCHOICE,7632,1,68943
577,CHRCUSTOMIZATIONCHOICE,7634,1,68943
578,CHRCUSTOMIZATIONCHOICE,7635,1,68943
579,CHRCUSTOMIZATIONCHOICE,7636,1,68943
580,CHRCUSTOMIZATIONCHOICE,7639,1,68943
581,CHRCUSTOMIZATIONCHOICE,7641,1,68943
582,CHRCUSTOMIZATIONCHOICE,9941,1,68943
583,CHRCUSTOMIZATIONCHOICE,15796,1,68943
584,CHRCUSTOMIZATIONCHOICE,15797,1,68943
585,CHRCUSTOMIZATIONCHOICE,28848,1,68943
586,CHRCUSTOMIZATIONCHOICE,28849,1,68943
587,CHRCUSTOMIZATIONCHOICE,28851,1,68943
588,CHRCUSTOMIZATIONCHOICE,28852,1,68943
589,CHRCUSTOMIZATIONELEMENT,5317,1,68943
590,CHRCUSTOMIZATIONELEMENT,9594,1,68943
591,CHRCUSTOMIZATIONELEMENT,108375,1,68943
592,CHRCUSTOMIZATIONELEMENT,108376,1,68943
593,CHRCUSTOMIZATIONELEMENT,108377,1,68943
594,CHRCUSTOMIZATIONELEMENT,108380,1,68943
595,CHRCUSTOMIZATIONELEMENT,108381,1,68943
596,CHRCUSTOMIZATIONELEMENT,108382,1,68943
597,CHRCUSTOMIZATIONELEMENT,108383,1,68943
598,CHRCUSTOMIZATIONELEMENT,108384,1,68943
599,CHRCUSTOMIZATIONELEMENT,108385,1,68943
600,CHRCUSTOMIZATIONELEMENT,108386,1,68943
601,CHRCUSTOMIZATIONELEMENT,108387,1,68943
602,CHRCUSTOMIZATIONELEMENT,108388,1,68943
603,CHRCUSTOMIZATIONELEMENT,108389,1,68943
604,CHRCUSTOMIZATIONELEMENT,108390,1,68943
605,CHRCUSTOMIZATIONOPTION,571,1,68943
606,CHRCUSTOMIZATIONOPTION,572,1,68943
607,CHRCUSTOMIZATIONOPTION,578,1,68943
608,CHRCUSTOMIZATIONOPTION,579,1,68943
609,CHRCUSTOMIZATIONREQ,640,1,68943
610,CHRCUSTOMIZATIONREQ,641,1,68943
611,CHRCUSTOMIZATIONREQ,642,1,68943
612,CHRCUSTOMIZATIONREQ,643,1,68943
613,CHRCUSTOMIZATIONREQ,644,1,68943
614,CHRCUSTOMIZATIONREQ,645,1,68943
615,CHRCUSTOMIZATIONREQ,646,1,68943
616,CHRCUSTOMIZATIONREQ,647,1,68943
617,CHRCUSTOMIZATIONREQ,648,1,68943
618,CHRCUSTOMIZATIONREQ,649,1,68943
619,CHRCUSTOMIZATIONREQ,650,1,68943
620,CHRCUSTOMIZATIONREQ,651,1,68943
621,CHRCUSTOMIZATIONREQ,652,1,68943
622,CHRCUSTOMIZATIONREQ,653,1,68943
623,CHRCUSTOMIZATIONREQ,654,1,68943
624,CHRCUSTOMIZATIONREQ,655,1,68943
625,CHRCUSTOMIZATIONREQ,656,1,68943
626,CHRCUSTOMIZATIONREQ,657,1,68943
627,CHRCUSTOMIZATIONREQ,658,1,68943
628,CHRCUSTOMIZATIONREQ,659,1,68943
629,CHRCUSTOMIZATIONREQ,660,1,68943
630,CHRCUSTOMIZATIONREQ,661,1,68943
631,CHRCUSTOMIZATIONREQ,662,1,68943
632,CHRCUSTOMIZATIONREQ,663,1,68943
633,CHRCUSTOMIZATIONREQ,664,1,68943
634,CHRCUSTOMIZATIONREQ,665,1,68943
635,CHRCUSTOMIZATIONREQ,666,1,68943
636,CHRCUSTOMIZATIONREQ,667,1,68943
637,CHRCUSTOMIZATIONREQ,668,1,68943
638,CHRCUSTOMIZATIONREQ,669,1,68943
639,CHRCUSTOMIZATIONREQCHOICE,3481,1,68943
640,CHRCUSTOMIZATIONREQCHOICE,3482,1,68943
641,CHRCUSTOMIZATIONREQCHOICE,3483,1,68943
642,CHRCUSTOMIZATIONREQCHOICE,3484,1,68943
643,CHRCUSTOMIZATIONREQCHOICE,3485,1,68943
644,CHRCUSTOMIZATIONREQCHOICE,3486,1,68943
645,CHRCUSTOMIZATIONREQCHOICE,3487,1,68943
646,CHRCUSTOMIZATIONREQCHOICE,3488,1,68943
647,CHRCUSTOMIZATIONREQCHOICE,3489,1,68943
648,CHRCUSTOMIZATIONREQCHOICE,3490,1,68943
649,CHRCUSTOMIZATIONREQCHOICE,3491,1,68943
650,CHRCUSTOMIZATIONREQCHOICE,3492,1,68943
651,CHRCUSTOMIZATIONREQCHOICE,3493,1,68943
652,CHRCUSTOMIZATIONREQCHOICE,3494,1,68943
653,CHRCUSTOMIZATIONREQCHOICE,3495,1,68943
654,CHRCUSTOMIZATIONREQCHOICE,3496,1,68943
655,CHRCUSTOMIZATIONREQCHOICE,3497,1,68943
656,CHRCUSTOMIZATIONREQCHOICE,3498,1,68943
657,CHRCUSTOMIZATIONREQCHOICE,3499,1,68943
658,CHRCUSTOMIZATIONREQCHOICE,3500,1,68943
659,CHRCUSTOMIZATIONREQCHOICE,3501,1,68943
660,CHRCUSTOMIZATIONREQCHOICE,3502,1,68943
661,CHRCUSTOMIZATIONREQCHOICE,3503,1,68943
662,CHRCUSTOMIZATIONREQCHOICE,3504,1,68943
663,CHRCUSTOMIZATIONREQCHOICE,3505,1,68943
664,CHRCUSTOMIZATIONREQCHOICE,3506,1,68943
665,CHRCUSTOMIZATIONREQCHOICE,3507,1,68943
666,CHRCUSTOMIZATIONREQCHOICE,3508,1,68943
667,CHRCUSTOMIZATIONREQCHOICE,3509,1,68943
668,CHRCUSTOMIZATIONREQCHOICE,3510,1,68943
669,CHRCUSTOMIZATIONREQCHOICE,3511,1,68943
670,CHRCUSTOMIZATIONREQCHOICE,3512,1,68943
671,CHRCUSTOMIZATIONREQCHOICE,3513,1,68943
672,CHRCUSTOMIZATIONREQCHOICE,3514,1,68943
673,CHRCUSTOMIZATIONREQCHOICE,3515,1,68943
674,CHRCUSTOMIZATIONREQCHOICE,3516,1,68943
675,CHRCUSTOMIZATIONREQCHOICE,3517,1,68943
676,CHRCUSTOMIZATIONREQCHOICE,3518,1,68943
677,CHRCUSTOMIZATIONREQCHOICE,3519,1,68943
678,CHRCUSTOMIZATIONREQCHOICE,3520,1,68943
679,CHRCUSTOMIZATIONREQCHOICE,3521,1,68943
680,CHRCUSTOMIZATIONREQCHOICE,3522,1,68943
681,CHRCUSTOMIZATIONREQCHOICE,3523,1,68943
